Customer_ID,Customer_Name,Gender,Date_of_Birth,Age,Email,Phone_Number,Address_Type,Street_Address,City,State,Postal_Code,Country,Region,Ownership_Status,City_Tier,Address_Verification_Status,Last_Update_Channel,Last_Updated_Date,Primary_Address_Flag
CUST2229,Peter Kennedy,Other,1963-03-17,62,ccraig@walter.com,(543)611-5281,Billing,4931 James Rue,New Wendystad,Rhode Island,30308,Kiribati,East,Rented,Tier 1,Rejected,Branch Visit,2024-03-14,Yes
CUST2230,Janice Peterson,Male,1951-07-20,74,laurennichols@gmail.com,+1-084-205-7655x7997,Permanent,985 Christopher Lakes Apt. 215,Kathrynfort,Kansas,10681,Spain,West,Rented,Tier 3,Pending,Branch Visit,2024-12-30,No
CUST2231,Troy Harris,Male,1956-09-11,69,carlos92@french-holloway.com,(853)627-4357x5961,Residential,98696 Hailey Trafficway Apt. 200,North Johnchester,Idaho,95202,British Virgin Islands,East,Company Provided,Tier 2,Pending,Call Center,2024-11-16,No
CUST2232,Cynthia Krueger,Male,2000-11-28,25,nancy77@figueroa.biz,043.085.2482x2401,Office,0476 Allison Bypass Suite 828,Port Jesse,Vermont,23149,Switzerland,North,Company Provided,Tier 3,Pending,Call Center,2024-01-24,Yes
CUST2233,Jessica Cooke,Female,1950-09-01,75,ehuff@hotmail.com,936-091-2093x22851,Residential,279 Washington Parkway,Ryanborough,Idaho,07767,Bahamas,North,Owned,Tier 3,Pending,Call Center,2024-03-25,Yes
CUST2234,David Robinson,Male,1994-02-25,31,watsonjanet@yahoo.com,+1-616-355-1907x881,Billing,242 Richards Rue,Bowerschester,Arkansas,43745,Sri Lanka,West,Leased,Tier 1,Verified,Online Portal,2024-06-15,No
CUST2235,Sherry Farmer,Male,1953-07-31,72,melissahughes@yahoo.com,820.442.2881,Residential,61962 David Fall,Kentburgh,Oregon,13890,Marshall Islands,Central,Leased,Tier 2,Rejected,Mobile App,2025-04-16,No
CUST2236,Sarah Adams,Female,1976-09-20,49,dicksoncody@foley.com,010-126-5141x1584,Residential,85521 Johnson Mountain Apt. 629,Lake Catherine,Oklahoma,70998,Palau,East,Rented,Tier 2,Pending,Online Portal,2025-10-03,Yes
CUST2237,Javier Schultz,Female,1990-06-01,35,xdouglas@yahoo.com,(257)788-5331x86975,Permanent,017 Hall Burg Suite 238,New Donald,Rhode Island,51014,Barbados,West,Leased,Tier 1,Verified,Mobile App,2024-02-29,Yes
CUST2238,Erin Moore,Female,1969-01-30,56,amyholmes@watkins-bright.net,293-029-7910,Office,108 Stephanie Orchard Apt. 448,Kristenfurt,Missouri,34277,Latvia,East,Rented,Tier 2,Pending,Call Center,2024-03-20,No
CUST2239,Dr. Dean Thomas Jr.,Male,1967-12-09,58,baileysergio@yahoo.com,905-664-3332x075,Residential,83057 Tanner Crest,Stephanieside,Michigan,32561,Finland,West,Leased,Tier 3,Rejected,Online Portal,2024-01-23,No
CUST2240,Stephanie Evans,Female,1998-09-03,27,ihall@gutierrez.org,622-475-3695x8670,Permanent,588 Farley Centers,Lawsonburgh,Illinois,56654,Iceland,North,Rented,Tier 2,Verified,Call Center,2024-01-17,Yes
CUST2241,Scott Palmer,Other,1961-05-23,64,gonzalezjulie@yahoo.com,697-961-5413x28044,Residential,442 William Crest Apt. 302,Jacksonhaven,Minnesota,35170,Mongolia,South,Company Provided,Tier 3,Pending,Branch Visit,2023-11-09,No
CUST2242,Joseph Chapman,Male,2003-12-21,22,courtneykemp@yahoo.com,166.949.2668,Office,630 Ayala Pine,Lake Ryan,Washington,69377,Angola,West,Rented,Tier 3,Pending,Branch Visit,2024-06-08,Yes
CUST2243,Charles Hall,Female,1995-01-06,30,chrissutton@nguyen.net,127-984-4825x5017,Permanent,370 Young Field,South Michaelfort,Utah,09950,Australia,Central,Owned,Tier 1,Pending,Branch Visit,2025-09-12,No
CUST2244,Daniel Townsend,Other,2000-11-20,25,xmurray@goodman.net,457.864.1878,Office,3424 Gillespie Center,Sandersmouth,Illinois,27649,South Africa,Central,Company Provided,Tier 3,Rejected,Call Center,2025-08-18,Yes
CUST2245,Rhonda Rogers,Other,1986-10-21,39,collinsgary@stevens.info,588.884.4372x65054,Mailing,2329 Marc Villages,Sharihaven,North Carolina,55573,South Africa,Central,Rented,Tier 3,Pending,Branch Visit,2024-04-01,No
CUST2246,Jennifer Keller,Male,2004-06-18,21,andrewjones@carlson.org,974.116.4662x1070,Billing,69472 Robinson Shores Suite 400,Mcgrathbury,Vermont,51273,Aruba,West,Rented,Tier 3,Rejected,Mobile App,2025-07-26,Yes
CUST2247,Angela Ramirez,Male,1966-10-21,59,vallen@hotmail.com,303.810.8036,Mailing,449 William Falls Apt. 711,Johnfurt,Vermont,09162,Reunion,Central,Owned,Tier 1,Verified,Call Center,2025-06-21,Yes
CUST2248,Patrick Williams,Male,1995-05-03,30,lauren62@gmail.com,683-436-5176,Permanent,80625 Lawson Glen Apt. 648,South Erica,Tennessee,92482,Norway,West,Leased,Tier 3,Verified,Call Center,2024-11-18,Yes
CUST2249,Tammy Whitaker,Other,1982-02-01,43,louisbennett@yahoo.com,553-887-1319x401,Mailing,9111 Gross Crossing Suite 880,Trevorshire,Arkansas,28079,Gibraltar,South,Leased,Tier 3,Verified,Branch Visit,2024-06-27,No
CUST2250,Aaron Hill,Female,1966-08-02,59,qforbes@gmail.com,+1-522-364-3152,Office,941 Nicole Junction Apt. 538,Lake Troymouth,Delaware,28473,Brunei Darussalam,North,Company Provided,Tier 3,Pending,Branch Visit,2025-03-16,Yes
CUST2251,Stephanie Sanchez,Female,1992-11-15,33,stevenavila@hotmail.com,174.493.2386x704,Mailing,7435 Mason Trafficway,Ashleyburgh,Florida,52199,Syrian Arab Republic,North,Rented,Tier 2,Rejected,Mobile App,2024-12-04,No
CUST2252,Christopher Ferguson,Male,1985-03-18,40,andrewolsen@todd.com,+1-820-173-2733x663,Mailing,06477 Sanchez Wells,Port Megan,Minnesota,65833,Oman,West,Leased,Tier 3,Rejected,Online Portal,2025-08-06,Yes
CUST2253,Cynthia Miller,Female,1986-04-08,39,jacob48@gmail.com,476-191-5364x1454,Mailing,09687 Carlos Lights Suite 341,South Amy,Wisconsin,05981,Malaysia,North,Owned,Tier 1,Rejected,Branch Visit,2023-12-24,Yes
CUST2254,Wendy Curtis,Other,1995-03-26,30,scottsanchez@parks.com,(134)469-8594x9165,Mailing,5400 Arnold Ville,Delgadoshire,Florida,08175,Anguilla,East,Rented,Tier 2,Verified,Mobile App,2025-07-04,No
CUST2255,James Tucker,Male,1973-01-16,52,erinriley@gmail.com,013-527-6743,Billing,799 Denise Squares Apt. 202,Lowebury,Oklahoma,75322,Zimbabwe,East,Owned,Tier 2,Verified,Call Center,2024-10-13,No
CUST2256,Robert Lam,Other,1995-03-30,30,sandovallouis@miller.com,728.567.1339,Office,58176 Bowman Rue Apt. 507,Lake Steven,Hawaii,46405,Ethiopia,Central,Leased,Tier 3,Verified,Online Portal,2024-04-27,Yes
CUST2257,Samantha Brown,Male,1963-11-28,62,michael93@gmail.com,7509345666,Mailing,54790 Davis Inlet Apt. 980,West Steve,Arizona,10376,Australia,East,Rented,Tier 3,Rejected,Branch Visit,2024-09-12,Yes
CUST2258,Robert Carrillo,Female,1949-10-20,76,charles43@williams-peterson.org,(023)291-7530x79193,Residential,90000 Reynolds Isle Suite 898,Cisnerosfurt,Virginia,67816,Norfolk Island,Central,Company Provided,Tier 3,Rejected,Mobile App,2023-12-21,Yes
CUST2259,William Harrison,Female,1995-05-30,30,vmora@gomez.biz,001-195-985-2391,Billing,489 Meghan Trafficway Apt. 399,East Jose,Montana,23490,United States Virgin Islands,North,Owned,Tier 1,Rejected,Mobile App,2025-07-04,Yes
CUST2260,Amy Liu,Female,1964-08-03,61,justin96@cervantes-sanchez.com,001-578-363-2003x5820,Office,822 Stevens Summit,Jessicaside,New Hampshire,81964,Gambia,North,Rented,Tier 3,Verified,Call Center,2025-03-30,No
CUST2261,Carlos Brown,Female,2005-12-03,20,qmassey@fitzgerald.info,854.843.2325,Residential,2021 Mann Mountain Apt. 089,West Melissaport,Texas,26325,Saint Pierre and Miquelon,West,Rented,Tier 2,Pending,Online Portal,2025-07-23,No
CUST2262,Kathy Tran,Male,1985-06-15,40,twinters@yahoo.com,428-204-7537,Billing,7724 Fisher Divide,Jeffreyland,New Mexico,19624,Bermuda,Central,Owned,Tier 2,Verified,Branch Visit,2025-08-18,No
CUST2263,Aaron Mcmillan,Female,1961-05-07,64,heatherbooth@gmail.com,823-080-1021x37717,Office,2682 Carla Streets Suite 119,Anthonyhaven,Wyoming,82687,Chile,East,Owned,Tier 1,Rejected,Mobile App,2024-04-05,Yes
CUST2264,Richard Hutchinson,Female,1992-05-29,33,herreranicholas@duncan-cox.com,770-523-5090x60167,Mailing,46043 Williams Rapid,Vasquezstad,Alaska,78978,Guadeloupe,East,Company Provided,Tier 2,Rejected,Mobile App,2025-01-14,No
CUST2265,Christopher Jarvis,Other,1988-02-18,37,eburton@hotmail.com,001-826-308-1846x19254,Office,7025 Kristy Expressway Suite 830,Davismouth,Maryland,70357,Chad,West,Company Provided,Tier 1,Verified,Mobile App,2025-04-13,Yes
CUST2266,John Ross,Male,1970-03-25,55,jfernandez@davis-wilkins.com,482-754-6959,Residential,967 Thornton Walks,South Billy,Maine,15587,Cocos (Keeling) Islands,Central,Rented,Tier 3,Pending,Call Center,2025-03-12,Yes
CUST2267,Tyler Salas,Female,1976-05-13,49,daltonromero@yahoo.com,690.990.5708,Billing,3547 Edwards Well Apt. 655,Sierraville,Rhode Island,40369,Andorra,West,Leased,Tier 1,Verified,Mobile App,2025-07-26,Yes
CUST2268,Jodi Fernandez,Male,1978-05-20,47,wilsonmolly@powers-lee.com,+1-604-710-7596x6423,Residential,4390 Phillips Drive Suite 124,Sheilabury,New York,71487,Macedonia,Central,Company Provided,Tier 3,Rejected,Call Center,2024-10-01,No
CUST2269,Michael Jefferson,Other,1958-03-12,67,ronaldsmith@yahoo.com,859-410-6770x93193,Billing,6105 Walters Lock Suite 806,Singhland,Texas,69106,Serbia,Central,Leased,Tier 3,Rejected,Mobile App,2024-07-14,Yes
CUST2270,Joshua Hernandez,Male,1994-05-21,31,nicholas86@mcgee.com,795-083-2397,Office,96565 Ryan Light,South Devinside,Colorado,88505,Trinidad and Tobago,West,Company Provided,Tier 1,Pending,Call Center,2024-04-29,No
CUST2271,Tammy Newman,Other,1949-11-28,76,mcampbell@hotmail.com,(779)884-2362,Office,0511 Fitzpatrick Shoal,East Brian,Florida,58249,Tanzania,Central,Rented,Tier 1,Verified,Call Center,2024-09-04,No
CUST2272,Austin Mcmillan,Male,1981-06-24,44,cameron92@chapman.com,(248)225-5244,Mailing,1640 Buchanan Stream,North Hector,Arizona,92688,Saint Vincent and the Grenadines,South,Leased,Tier 1,Pending,Call Center,2025-05-28,Yes
CUST2273,Curtis Mcdonald,Other,1966-09-07,59,wwilson@valdez.com,5171449796,Residential,9865 Perez Meadows,Emilybury,Montana,47629,Chile,North,Company Provided,Tier 1,Rejected,Online Portal,2024-12-18,No
CUST2274,Penny Nelson,Female,1983-09-11,42,gtrevino@gmail.com,(346)559-0542x9398,Billing,841 Samantha Valley,East Cynthia,Missouri,16772,Saint Lucia,East,Owned,Tier 2,Pending,Mobile App,2023-10-25,Yes
CUST2275,Randy Smith,Male,1990-05-01,35,timreynolds@medina.com,678.365.9629,Permanent,473 Brandon Cape Suite 865,Lake Justin,South Carolina,86986,China,West,Rented,Tier 3,Verified,Call Center,2025-08-13,Yes
CUST2276,Casey Diaz,Female,2004-02-18,21,marynavarro@lee.com,001-053-066-3178x853,Residential,688 Taylor Lights,Scottville,Idaho,55095,Guam,North,Company Provided,Tier 2,Verified,Branch Visit,2024-09-04,Yes
CUST2277,Cody Meza,Male,1965-05-05,60,wongwilliam@hotmail.com,1126812694,Billing,37493 Sydney Knoll Apt. 311,Port Seth,Wisconsin,04367,Paraguay,North,Company Provided,Tier 3,Verified,Mobile App,2024-02-21,No
CUST2278,Johnny May,Female,1983-10-18,42,patriciasanchez@gmail.com,2595228595,Mailing,881 Nicholas Stravenue,Lake Allisonton,Virginia,12119,Sierra Leone,Central,Leased,Tier 2,Verified,Branch Visit,2024-01-15,No
CUST2279,Corey Torres,Female,1982-11-21,43,michaelsmith@hotmail.com,+1-208-624-8140x490,Residential,823 Pamela Stream Suite 840,South Amy,New Jersey,24598,Mauritania,South,Leased,Tier 2,Rejected,Mobile App,2024-02-25,No
CUST2280,Melissa Palmer,Other,1955-06-26,70,mezajeffery@yahoo.com,+1-632-388-1202x5580,Permanent,832 Perry Springs Suite 208,Dianeside,Montana,11111,France,West,Company Provided,Tier 1,Verified,Mobile App,2025-03-20,No
CUST2281,Timothy Carpenter,Male,2002-01-09,23,thompsonanthony@hotmail.com,+1-238-401-2346x6653,Billing,9123 Stewart Fork,Lake Gregoryside,Idaho,14816,Maldives,North,Rented,Tier 3,Verified,Online Portal,2024-03-27,No
CUST2282,Michael Williams,Other,1970-06-04,55,andrewward@turner.com,865-581-8876x32341,Mailing,9533 Julie Turnpike Suite 157,West Ericamouth,Idaho,23310,El Salvador,West,Owned,Tier 2,Pending,Mobile App,2024-07-15,No
CUST2283,Michelle Lowery,Female,1974-08-20,51,hubbardjordan@young.com,(352)991-6408,Permanent,3492 Horn Tunnel,East Dale,Iowa,12680,Malawi,South,Leased,Tier 1,Pending,Call Center,2023-11-13,Yes
CUST2284,Megan Floyd,Female,1997-10-01,28,katherine96@smith.com,+1-809-902-5418,Permanent,25154 Rodriguez Mount Apt. 464,Javierport,Washington,02252,Korea,South,Company Provided,Tier 2,Pending,Call Center,2025-03-26,No
CUST2285,Kathleen Lambert MD,Female,1960-06-28,65,leontina@gmail.com,(110)079-0095,Permanent,02834 Diaz Ways Apt. 631,Charlesview,New Hampshire,03401,Libyan Arab Jamahiriya,North,Owned,Tier 3,Rejected,Mobile App,2024-04-12,Yes
CUST2286,Jasmine Griffith,Female,1998-06-23,27,qross@gmail.com,001-597-550-0668x789,Mailing,80439 Hamilton Dam,Jessicamouth,Rhode Island,09567,Rwanda,North,Owned,Tier 1,Rejected,Call Center,2024-10-02,Yes
CUST2287,Jeffrey Bryant,Male,1954-02-01,71,breanna35@campbell.com,+1-189-998-5182x278,Mailing,4509 Donaldson Squares Suite 153,Danielsfurt,North Carolina,69357,Oman,South,Company Provided,Tier 1,Verified,Branch Visit,2024-08-24,Yes
CUST2288,Lance Nicholson,Female,1997-02-24,28,janet36@gmail.com,987.799.7897x007,Permanent,934 Roberts Burgs,Kellyview,Kentucky,69211,Nicaragua,South,Owned,Tier 2,Verified,Branch Visit,2024-12-01,No
CUST2289,Lori Mclaughlin,Male,2007-05-12,18,gkim@gmail.com,(714)981-2990x0939,Office,150 Gardner Greens,Morenobury,Massachusetts,65944,Belarus,East,Company Provided,Tier 1,Verified,Call Center,2024-05-30,No
CUST2290,Aaron Osborne,Other,1999-10-16,26,cbailey@higgins.com,(419)389-9078x44633,Residential,001 Jose Road Apt. 538,South Haleybury,Minnesota,03551,Kazakhstan,South,Rented,Tier 2,Pending,Mobile App,2025-07-24,No
CUST2291,Jeffrey Davis,Male,1959-02-04,66,longlydia@goodman.com,352-556-0882x12472,Billing,498 Kevin Wells Apt. 318,Lake Melissa,Iowa,48531,Tunisia,East,Company Provided,Tier 2,Verified,Mobile App,2025-08-09,Yes
CUST2292,Charles Schmitt,Female,1964-01-12,61,rshaw@williams.com,(710)666-5665,Mailing,614 Matthew Stream,Samuelstad,Wyoming,18575,Yemen,East,Company Provided,Tier 2,Verified,Call Center,2024-10-19,Yes
CUST2293,Elizabeth Rodriguez,Other,1993-12-17,32,kwise@yahoo.com,664.163.9104x09204,Office,17565 Cowan Spring Suite 983,Patriciaport,Virginia,80066,Cambodia,West,Company Provided,Tier 2,Pending,Mobile App,2025-06-07,Yes
CUST2294,Michael Bush,Other,1977-02-12,48,alvaradojay@campbell-garcia.net,(168)115-5800x255,Office,53612 Tracy Corner Apt. 346,New Nicoletown,Florida,47168,Liechtenstein,Central,Rented,Tier 2,Verified,Mobile App,2024-10-23,Yes
CUST2295,Donald Le,Other,2006-03-27,19,reneeruiz@jones.com,511.408.1512x6621,Residential,469 Flores Grove Suite 848,Schwartzbury,Oregon,70556,Myanmar,East,Owned,Tier 2,Verified,Branch Visit,2024-11-16,Yes
CUST2296,Allison Fields,Female,1952-05-01,73,lisa80@cuevas-barnett.com,7567209291,Residential,994 Lindsey Canyon,West Sarafurt,Nevada,78727,Colombia,West,Leased,Tier 1,Verified,Online Portal,2024-04-02,Yes
CUST2297,Victoria Morrison,Other,1998-11-25,27,cassandrastark@gmail.com,119-232-8729,Permanent,00272 Kelly Stravenue Apt. 598,Rachelberg,Ohio,90542,Azerbaijan,North,Company Provided,Tier 2,Rejected,Branch Visit,2023-12-08,No
CUST2298,Lawrence Jimenez,Male,1970-09-18,55,heidi78@yahoo.com,548.264.2438x017,Billing,0632 Patterson Locks,Alexanderside,Wisconsin,49648,Morocco,South,Rented,Tier 2,Verified,Mobile App,2024-11-05,No
CUST2299,Frank Huff,Other,1988-11-05,37,christopher73@hotmail.com,+1-780-485-5802x429,Billing,718 Herrera Wall,West Loganshire,South Dakota,73421,Ghana,South,Company Provided,Tier 2,Rejected,Call Center,2025-07-13,No
CUST2300,Tammy Edwards,Male,1974-09-18,51,paul68@gmail.com,114.466.0309x18850,Office,7461 Richard Branch,Katieside,Washington,27794,Algeria,South,Leased,Tier 1,Verified,Branch Visit,2025-02-16,Yes
CUST2301,Thomas Jones,Other,1954-11-23,71,timothy09@yahoo.com,001-352-406-6867x10629,Residential,34423 Jessica Parkway Suite 530,Stokesberg,Wisconsin,86314,Bermuda,North,Rented,Tier 1,Verified,Mobile App,2024-05-23,No
CUST2302,Joshua Bowers,Female,1956-09-26,69,padams@grant.biz,(676)004-0646,Residential,978 Julie Mews Apt. 316,Hoffmanburgh,New York,87645,Lao People's Democratic Republic,East,Company Provided,Tier 3,Rejected,Call Center,2024-05-10,Yes
CUST2303,Mark Sanchez,Other,1966-11-05,59,jamie50@crawford.com,928.029.3051x89467,Mailing,714 Ryan Heights Suite 307,South Jeffmouth,Maryland,08692,Taiwan,East,Rented,Tier 3,Pending,Online Portal,2025-08-03,No
CUST2304,Tracie Anderson,Other,1968-11-24,57,valentineshelby@edwards-webb.com,001-228-241-5465,Office,36646 Franco Parkways,Hansonburgh,Oklahoma,12086,Malta,West,Leased,Tier 1,Verified,Online Portal,2024-03-08,Yes
CUST2305,Sarah Soto,Female,1962-11-24,63,ricardofaulkner@yahoo.com,148-481-8862x8130,Office,2091 Holly Locks,Romeroshire,Oregon,46400,Peru,Central,Company Provided,Tier 2,Verified,Call Center,2024-01-10,Yes
CUST2306,Carrie Reed,Male,1980-05-14,45,villegasmichael@james-miller.biz,001-023-136-6455x980,Residential,38028 Jason Mews,Port Terrence,Maryland,12999,Montserrat,Central,Rented,Tier 2,Rejected,Mobile App,2024-12-03,Yes
CUST2307,Justin Scott,Male,1976-07-22,49,smithkaitlyn@sandoval.com,621-228-7944x87018,Residential,740 Samantha Green,Thomastown,Maryland,16240,Northern Mariana Islands,Central,Leased,Tier 3,Rejected,Call Center,2025-09-26,No
CUST2308,Isaac Martinez,Male,1970-08-25,55,antoniogreer@hernandez.biz,385-356-5778x625,Billing,6856 Carpenter Lane,Holmestown,Wisconsin,11226,Angola,West,Leased,Tier 1,Pending,Branch Visit,2024-02-20,No
CUST2309,Tonya Bishop,Other,1999-03-07,26,dananewman@lyons.com,249-341-1045x9116,Permanent,9047 Hudson Ranch,East Patricia,Virginia,70956,Ukraine,North,Company Provided,Tier 1,Rejected,Branch Visit,2023-12-31,Yes
CUST2310,Christopher Campbell,Other,1969-04-21,56,lindsayblack@gmail.com,475-879-0559x55728,Residential,67178 Jennifer Manor Suite 034,West Lisamouth,Rhode Island,95023,New Zealand,North,Leased,Tier 1,Verified,Branch Visit,2025-02-09,Yes
CUST2311,Madison Melton,Female,1974-04-05,51,wayne25@gmail.com,(671)507-5228x5330,Residential,257 Kevin Rest,North Taylor,Arkansas,68207,Bolivia,South,Rented,Tier 1,Rejected,Mobile App,2025-06-07,Yes
CUST2312,Joseph Henderson,Other,1959-05-31,66,sandersjuan@morales-peterson.com,001-720-656-9962x0061,Permanent,0309 Matthew Ville,North Matthewchester,Alaska,49639,Cook Islands,Central,Rented,Tier 1,Pending,Branch Visit,2024-11-16,Yes
CUST2313,Tracy Greer,Female,1982-09-02,43,hhill@brown.com,032-385-7952,Permanent,253 Aaron Summit Suite 278,Colemanside,New Jersey,06068,Solomon Islands,Central,Rented,Tier 2,Pending,Mobile App,2024-07-14,No
CUST2314,Katie Walters,Female,1959-09-02,66,smithjacqueline@yahoo.com,001-568-120-4353,Residential,79711 Webb Lock Apt. 309,Port Emily,Maine,25325,Armenia,West,Company Provided,Tier 2,Pending,Online Portal,2024-09-05,No
CUST2315,Riley Kelley,Female,2006-06-06,19,lbrown@craig.com,891.602.9623,Permanent,77257 Carter Harbors,Richardhaven,Indiana,55040,Syrian Arab Republic,Central,Owned,Tier 1,Rejected,Mobile App,2025-09-25,No
CUST2316,Jerry Higgins,Male,1978-09-18,47,fjohnson@gmail.com,001-463-943-3586,Office,071 Jordan Dam,West Robertfurt,Florida,61863,Costa Rica,West,Owned,Tier 1,Verified,Branch Visit,2024-04-01,No
CUST2317,Michael Chambers,Male,1990-01-09,35,cbowers@harris-mendez.com,2117147010,Office,754 Jonathan Burg Suite 133,Lake Randystad,Wyoming,93543,Papua New Guinea,North,Rented,Tier 1,Pending,Online Portal,2024-08-12,No
CUST2318,Jane Henry,Other,2005-12-06,20,owolfe@hotmail.com,392.445.4171x972,Billing,8041 Khan Plain Apt. 374,Stephaniefort,Minnesota,63163,Cocos (Keeling) Islands,East,Company Provided,Tier 1,Pending,Call Center,2024-12-18,Yes
CUST2319,Joshua Parker,Female,1993-03-15,32,wilkersoncolin@valenzuela.biz,844-967-2802,Billing,36455 Kathryn Shoals,Diazborough,California,62031,Malta,North,Owned,Tier 2,Verified,Mobile App,2025-07-09,Yes
CUST2320,Dustin Perez,Other,2001-03-24,24,carneyashley@davis-foster.biz,331.369.6688x147,Mailing,39625 Pruitt River Suite 857,Jessicaport,Utah,11912,Libyan Arab Jamahiriya,West,Rented,Tier 2,Verified,Mobile App,2024-03-20,No
CUST2321,Leah Campbell,Male,1952-03-03,73,daniel21@gmail.com,425-755-6799,Mailing,36070 Anthony Mews Apt. 371,East Samantha,Wyoming,07445,Lesotho,West,Rented,Tier 3,Pending,Mobile App,2024-08-27,No
CUST2322,Daryl Roman,Male,1991-02-19,34,wattsjohn@gmail.com,+1-402-247-2071x83370,Permanent,1785 Davis Shore,Port Jasonview,Hawaii,56339,French Polynesia,North,Company Provided,Tier 2,Verified,Call Center,2023-12-29,Yes
CUST2323,Mrs. Kelly Turner,Other,1960-11-12,65,lindsey47@hotmail.com,970.820.7550,Billing,869 Ashley Mountain,Johnsonfurt,Florida,16376,Sri Lanka,North,Rented,Tier 1,Pending,Mobile App,2024-01-04,Yes
CUST2324,Steven Garcia,Other,1980-01-19,45,jessica32@yahoo.com,971.107.7718x03373,Permanent,61177 Brown Extension Suite 670,Ericashire,New Hampshire,95244,Russian Federation,Central,Owned,Tier 2,Pending,Online Portal,2025-04-15,No
CUST2325,Julie Johnson,Male,1995-04-01,30,josephsolis@yahoo.com,001-658-339-1082x630,Permanent,3953 Myers Drive Apt. 878,Patriciatown,New Mexico,11110,Macedonia,South,Leased,Tier 1,Pending,Online Portal,2025-07-20,Yes
CUST2326,Kevin Miller,Other,2003-10-29,22,houstonjeffery@brown.com,343.668.5488,Office,0554 Anthony Field Apt. 111,East Marc,New Mexico,12202,Antarctica (the territory South of 60 deg S),Central,Leased,Tier 3,Verified,Online Portal,2024-12-28,Yes
CUST2327,Cynthia Thomas,Male,2006-09-17,19,maryvaldez@walker.info,973-091-0785x4996,Residential,3242 Stafford Mountains Suite 899,South Joseph,Rhode Island,46488,Nigeria,North,Owned,Tier 2,Rejected,Branch Visit,2025-01-26,No
CUST2328,Phillip Pierce,Female,1951-12-12,74,olsongrant@yahoo.com,+1-665-542-5551,Billing,491 Butler Trail,South Davidchester,South Carolina,42988,Marshall Islands,East,Owned,Tier 2,Rejected,Call Center,2024-03-15,Yes
CUST2329,Karen Holt,Female,1975-07-05,50,manninglindsey@gmail.com,(474)670-5063,Office,7760 Daniel Center,Hensleymouth,New Mexico,87028,Uzbekistan,East,Company Provided,Tier 3,Pending,Call Center,2025-05-06,No
CUST2330,Luis George,Male,1957-05-18,68,gkennedy@garza-miles.com,+1-569-303-6466x2127,Residential,757 Jacqueline Via Suite 350,Veronicastad,California,06186,Bosnia and Herzegovina,East,Leased,Tier 1,Pending,Branch Visit,2024-09-27,Yes
CUST2331,Daniel Watson,Male,1963-09-29,62,emilyperry@gmail.com,+1-036-164-5133,Billing,975 Knight Point Suite 111,Royburgh,Connecticut,22791,Egypt,Central,Company Provided,Tier 1,Rejected,Call Center,2024-07-01,No
CUST2332,Brianna Wright,Female,1968-09-29,57,agutierrez@baker.org,585-781-5504x82855,Residential,556 Rose Points Apt. 839,North Sierra,Minnesota,42900,Burkina Faso,North,Company Provided,Tier 2,Verified,Mobile App,2024-05-04,No
CUST2333,Angela Wagner,Other,1966-04-12,59,mooremadison@yahoo.com,001-509-209-7005x1008,Permanent,98849 Swanson Loop Suite 357,New Andrea,Connecticut,45287,Bermuda,South,Rented,Tier 1,Rejected,Online Portal,2024-05-02,Yes
CUST2334,Joseph Nicholson,Other,1951-05-23,74,mbarrett@yahoo.com,097.529.2032x3110,Permanent,1728 Bobby Forges Apt. 978,North Natashabury,New Hampshire,13364,Uruguay,East,Owned,Tier 1,Pending,Mobile App,2024-11-01,Yes
CUST2335,Mr. Thomas Campbell,Male,1985-07-18,40,kimberlydunn@green.com,+1-650-721-5882x3238,Billing,56768 David Walk,Gardnerport,Kentucky,18326,South Georgia and the South Sandwich Islands,Central,Rented,Tier 3,Rejected,Online Portal,2024-08-02,Yes
CUST2336,Richard Johnson,Male,1982-04-10,43,nathaniel51@king.org,290-128-7008,Residential,300 Jackson Islands,Christianton,Maryland,48666,Turkey,East,Owned,Tier 2,Rejected,Branch Visit,2025-03-19,Yes
CUST2337,Robert George,Other,2007-04-24,18,jessicamoore@armstrong.com,835.170.8949,Office,0636 Tara Valley Apt. 950,West Adrian,Vermont,41294,Northern Mariana Islands,North,Owned,Tier 2,Pending,Mobile App,2025-08-17,No
CUST2338,Nathaniel Robinson,Male,1967-05-05,58,scott66@yahoo.com,533-246-9195x6089,Residential,78923 Christopher Roads,Jacksonmouth,Maine,97772,Korea,North,Leased,Tier 1,Pending,Branch Visit,2024-09-20,Yes
CUST2339,Jennifer Clark,Other,1984-09-29,41,brian39@johnson.biz,242-184-3735x3104,Permanent,3018 Hayden Lake,Mooreberg,New Hampshire,39793,Nepal,East,Company Provided,Tier 3,Verified,Call Center,2024-11-23,Yes
CUST2340,Anthony Bauer,Female,1962-04-24,63,qgardner@gmail.com,(946)545-3791,Permanent,6005 Lin Islands,West George,Washington,93339,Nauru,East,Company Provided,Tier 2,Pending,Mobile App,2024-10-14,Yes
CUST2341,Melissa Sims,Female,1950-06-07,75,blopez@yahoo.com,532.823.0800x732,Office,78892 Ashley Cove Apt. 176,Jessicaton,Maryland,60889,Ireland,West,Rented,Tier 1,Verified,Call Center,2025-02-02,Yes
CUST2342,Kevin Smith,Female,2001-06-23,24,kimjacob@gmail.com,451-554-6643,Residential,9854 Mary Port,Seanshire,Delaware,38147,Nigeria,West,Leased,Tier 1,Pending,Branch Visit,2024-07-10,Yes
