Customer_ID,Full_Name,Document_Type,Document_Number,Issue_Date,Expiry_Date,Issuing_Authority,Verification_Status,Risk_Level,Onboarding_Channel,KYC_Renewal_Date,Created_At,Business_Activity,Value_Domain,Data_Segment,Data_Domain
CUST22061,Sophia Harrison,Passport,PAS515412,2018-03-06,2033-09-13,Income Tax Dept,Verified,Medium,Agent Assisted,2027-03-02,2023-09-12 19:01:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST24878,Christian Stewart,Passport,PAS656793,2023-01-05,2035-07-05,Regional Transport Office,Verified,High,Agent Assisted,2026-10-05,2021-12-16 13:03:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST31437,Tami Thompson,Aadhaar Card,AAD139726,2022-09-08,2035-03-29,Govt of India,Verified,Medium,Agent Assisted,2027-01-26,2020-11-16 02:45:05,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST53821,Aaron Ford,Aadhaar Card,AAD193841,2023-05-06,2029-12-25,Election Commission,Verified,Medium,Agent Assisted,2026-11-11,2023-11-29 06:27:25,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30105,Francisco Reid,Bank Statement,BAN399950,2018-07-28,2031-05-05,UIDAI,Pending,Medium,Online,2026-09-23,2021-07-24 17:59:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST32881,Vanessa Huynh,PAN Card,PAN415970,2020-02-05,2031-08-12,Regional Transport Office,Pending,Medium,Agent Assisted,2027-07-10,2023-09-21 11:12:48,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33938,Mark Anderson,Employee ID,EMP550392,2024-02-03,2032-09-08,Income Tax Dept,Verified,Medium,Branch Visit,2026-10-31,2024-03-06 21:01:43,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST90534,Kimberly Ortega,Voter ID,VOT877726,2021-04-02,2032-08-01,Govt of India,Verified,Low,Online,2025-11-16,2024-07-03 23:19:34,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST29639,Debra Rodriguez,Bank Statement,BAN624065,2017-06-26,2032-09-02,Regional Transport Office,Verified,Low,Online,2025-10-29,2025-08-15 03:16:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST23530,Felicia Gardner MD,Driving License,DRI428746,2021-02-10,2030-06-05,Election Commission,Pending,High,Agent Assisted,2026-10-24,2025-08-24 23:18:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST10644,Johnny Lam PhD,Bank Statement,BAN817507,2024-06-01,2032-08-27,UIDAI,Verified,Low,Agent Assisted,2027-05-23,2024-01-05 06:55:14,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST61872,Charles Morales,Aadhaar Card,AAD193523,2019-07-09,2028-01-03,Election Commission,Pending,Medium,Branch Visit,2026-08-04,2020-10-16 08:26:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST55097,Kara Carlson,PAN Card,PAN411208,2023-05-02,2031-01-24,UIDAI,Verified,Medium,Branch Visit,2026-05-10,2021-12-28 19:12:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST45032,Brian Herrera,Employee ID,EMP874129,2019-01-12,2026-01-15,Regional Transport Office,Verified,High,Online,2025-11-21,2021-09-16 06:51:48,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST32254,Christina Briggs,PAN Card,PAN155767,2023-05-22,2031-01-30,Govt of India,Rejected,High,Branch Visit,2026-07-01,2022-01-05 21:22:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST46309,Jeffrey Espinoza,National ID,NAT534043,2024-02-10,2035-01-17,Income Tax Dept,Verified,Low,Online,2027-06-24,2022-07-15 16:40:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST87763,Matthew Weaver,Voter ID,VOT346725,2017-12-11,2032-01-20,Regional Transport Office,Pending,Low,Online,2027-03-20,2025-08-09 11:50:12,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST36457,Jason Galvan,Voter ID,VOT871862,2022-11-01,2034-09-10,UIDAI,Rejected,High,Online,2027-02-15,2022-08-03 16:12:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST78721,Justin Hart MD,National ID,NAT333033,2023-08-24,2029-04-24,Election Commission,Pending,Low,Agent Assisted,2026-04-28,2021-07-16 04:17:09,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST76793,Dawn Ochoa,Employee ID,EMP321686,2022-03-10,2035-06-07,Regional Transport Office,Verified,Medium,Agent Assisted,2027-09-06,2025-03-04 22:14:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66436,Devin Lewis,Passport,PAS153835,2019-09-16,2029-08-26,UIDAI,Verified,High,Branch Visit,2025-11-26,2021-04-18 11:14:22,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST98132,Patricia Cherry,Voter ID,VOT812016,2020-01-30,2030-12-16,Regional Transport Office,Rejected,Medium,Online,2026-03-02,2023-09-15 14:15:09,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST46542,Vanessa Warner,Voter ID,VOT879761,2017-02-20,2029-05-09,Income Tax Dept,Pending,Medium,Agent Assisted,2026-07-04,2025-01-07 18:55:30,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST96974,Austin Stewart,Aadhaar Card,AAD941234,2024-04-21,2029-10-27,UIDAI,Pending,High,Branch Visit,2026-09-24,2021-03-11 20:15:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30825,Brian Watkins,Bank Statement,BAN114544,2019-04-12,2026-06-24,Election Commission,Verified,Low,Branch Visit,2027-09-24,2023-07-13 02:04:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST10232,Deborah Smith,Driving License,DRI398434,2017-02-16,2030-07-23,UIDAI,Pending,Low,Agent Assisted,2027-05-06,2023-11-20 10:35:33,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST35320,Kimberly Johnson,Bank Statement,BAN766388,2020-03-01,2033-07-06,Election Commission,Verified,Medium,Agent Assisted,2027-01-12,2024-01-18 05:34:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST47386,Donald Moyer,Employee ID,EMP893440,2023-01-27,2029-07-02,Govt of India,Pending,Medium,Online,2026-09-12,2022-10-26 18:31:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST56583,Rebecca Sullivan,National ID,NAT295795,2019-11-22,2029-05-24,Govt of India,Pending,Medium,Agent Assisted,2026-10-16,2022-09-24 07:44:14,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST27699,Chase Thomas,Passport,PAS606696,2022-11-20,2026-12-24,Income Tax Dept,Verified,Medium,Branch Visit,2026-08-19,2022-01-07 08:29:25,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST75257,Dwayne Ramirez,PAN Card,PAN856681,2023-12-17,2028-10-16,UIDAI,Pending,Low,Agent Assisted,2026-05-10,2020-11-17 03:54:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST43597,Kimberly Torres,Employee ID,EMP682439,2017-10-16,2027-09-21,UIDAI,Verified,Low,Online,2027-08-16,2024-08-13 21:32:08,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST68274,Margaret Huff,Passport,PAS172540,2022-07-01,2026-02-03,Govt of India,Verified,High,Agent Assisted,2026-02-16,2021-06-29 18:30:45,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST51123,Gregory Hill,Aadhaar Card,AAD631955,2019-12-03,2027-03-06,Govt of India,Rejected,Medium,Agent Assisted,2026-11-04,2021-08-19 20:57:17,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST22357,Scott Ross,National ID,NAT185636,2024-09-13,2030-09-21,Income Tax Dept,Verified,High,Agent Assisted,2025-10-22,2021-01-20 02:45:48,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST73350,John Stone,Driving License,DRI665619,2020-11-25,2028-08-14,Election Commission,Rejected,Low,Online,2026-01-27,2024-08-21 05:42:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST94278,Tony Williams,Employee ID,EMP842686,2020-11-30,2032-03-21,Regional Transport Office,Verified,High,Online,2026-11-07,2020-10-17 04:11:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST55255,Peggy Lloyd,Driving License,DRI560319,2020-09-12,2030-05-30,UIDAI,Pending,Medium,Online,2026-06-27,2024-12-04 09:52:21,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST16222,Amanda Hernandez,Bank Statement,BAN684339,2023-11-04,2030-01-08,Govt of India,Rejected,Medium,Agent Assisted,2027-08-18,2024-01-27 15:50:11,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST16289,Jessica Cox,Voter ID,VOT480928,2019-05-25,2035-07-30,Regional Transport Office,Rejected,Low,Agent Assisted,2026-03-21,2023-11-19 19:27:23,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST23911,Joseph Wells,Driving License,DRI451849,2017-06-27,2031-05-03,Income Tax Dept,Verified,Medium,Branch Visit,2027-05-28,2021-02-04 16:53:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST24103,Troy Kim,Passport,PAS197683,2023-02-27,2034-10-07,Election Commission,Verified,Medium,Online,2026-07-14,2024-01-06 16:27:17,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST90572,Heather Shah,Passport,PAS997377,2022-05-11,2034-07-15,Govt of India,Rejected,High,Online,2026-02-14,2022-09-18 06:07:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST86494,Nathan Petty,Employee ID,EMP440602,2019-05-20,2027-01-03,Income Tax Dept,Rejected,Low,Agent Assisted,2026-07-07,2024-08-24 18:37:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST48055,Elizabeth Maldonado,Passport,PAS238036,2020-04-29,2032-02-09,Regional Transport Office,Pending,Medium,Branch Visit,2025-11-01,2023-03-26 15:53:15,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST13826,Troy Chambers,Employee ID,EMP325927,2022-02-24,2032-01-22,Regional Transport Office,Pending,Low,Online,2027-06-22,2022-11-04 23:36:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33583,Edward Bradley,Bank Statement,BAN585762,2015-11-11,2029-11-29,Income Tax Dept,Verified,Medium,Branch Visit,2027-02-13,2021-07-12 01:38:09,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST62999,Robert Jackson,Employee ID,EMP547944,2020-01-12,2027-02-11,Election Commission,Rejected,High,Agent Assisted,2026-08-02,2023-11-02 16:02:14,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST63504,Jennifer Hall,Driving License,DRI895178,2022-05-01,2029-08-05,Election Commission,Rejected,High,Branch Visit,2025-10-22,2022-01-04 13:48:09,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST39564,Michele Cook,Passport,PAS480250,2018-09-22,2029-03-22,UIDAI,Rejected,High,Online,2027-06-24,2022-03-27 18:11:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST25616,Jenna Wilson,Employee ID,EMP934383,2017-04-03,2035-04-07,Govt of India,Pending,Low,Online,2027-08-30,2021-04-24 12:27:00,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26287,Thomas Simpson,PAN Card,PAN228536,2019-01-01,2028-10-27,UIDAI,Pending,Low,Agent Assisted,2027-02-01,2023-11-03 23:44:23,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST20449,Nichole Allison,Bank Statement,BAN197471,2020-05-30,2030-10-18,UIDAI,Rejected,Low,Online,2027-04-20,2022-01-06 04:20:38,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST61000,Barbara Brown,Passport,PAS117877,2023-02-02,2031-11-03,Govt of India,Verified,Medium,Branch Visit,2025-10-20,2022-11-28 03:25:52,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19096,Kevin Huang,Voter ID,VOT197386,2024-01-13,2030-12-13,Govt of India,Rejected,High,Branch Visit,2026-04-07,2023-04-12 02:43:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST10021,Jose White,PAN Card,PAN636526,2018-03-25,2031-12-13,UIDAI,Pending,Low,Branch Visit,2027-01-07,2020-04-02 23:52:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST79865,Robin Evans,Aadhaar Card,AAD204757,2016-03-09,2035-06-02,Govt of India,Pending,Low,Branch Visit,2025-12-19,2025-08-27 14:40:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST81896,Frances Salinas,Bank Statement,BAN647604,2017-08-21,2027-02-06,UIDAI,Verified,Low,Online,2027-08-07,2024-09-18 05:21:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11637,Debra Harris,National ID,NAT413505,2016-04-24,2028-04-30,Income Tax Dept,Pending,Medium,Branch Visit,2026-11-30,2021-06-28 10:23:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19234,Angel Williams,Aadhaar Card,AAD647700,2016-06-10,2031-02-01,Income Tax Dept,Rejected,Low,Online,2026-12-31,2024-05-30 02:57:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST90037,Jacqueline Wilson,Driving License,DRI834849,2021-11-01,2027-02-10,Election Commission,Rejected,Low,Agent Assisted,2026-04-02,2021-05-30 16:52:25,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30969,John Wu,Passport,PAS489456,2022-03-06,2031-05-17,Election Commission,Pending,High,Online,2025-12-04,2025-07-04 08:11:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST70662,George Moran,Employee ID,EMP989257,2019-08-23,2034-12-02,Govt of India,Rejected,Medium,Branch Visit,2027-07-06,2020-08-03 16:18:08,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST59814,Richard Mccoy,Passport,PAS696146,2021-01-18,2029-04-21,Regional Transport Office,Verified,High,Online,2026-08-09,2020-04-22 08:07:40,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54695,Thomas Smith,Aadhaar Card,AAD657013,2024-09-03,2034-11-24,Election Commission,Pending,Low,Agent Assisted,2027-06-20,2021-01-30 05:40:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST10523,Eric Marquez,Driving License,DRI805512,2019-02-07,2035-09-10,UIDAI,Pending,High,Online,2026-05-02,2020-04-20 03:05:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST21266,David Ford,Passport,PAS112641,2016-04-27,2035-08-10,Govt of India,Pending,Low,Branch Visit,2027-10-06,2021-09-23 21:42:08,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST86702,Carla Singh,Voter ID,VOT338756,2022-10-23,2034-11-07,Govt of India,Verified,Low,Branch Visit,2027-07-14,2022-04-16 09:24:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40473,Heather Thomas,Aadhaar Card,AAD602692,2021-03-07,2027-03-05,Regional Transport Office,Rejected,High,Branch Visit,2026-05-24,2020-07-05 15:35:20,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST70370,Traci Cherry MD,Driving License,DRI849476,2016-04-24,2028-05-09,UIDAI,Pending,Medium,Branch Visit,2027-04-27,2024-07-05 22:28:49,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28894,Erica Mccoy MD,Employee ID,EMP771201,2016-12-03,2033-09-15,Election Commission,Rejected,Medium,Online,2027-07-08,2022-01-09 07:58:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST18527,Seth Bowers,National ID,NAT464473,2017-08-12,2031-06-06,Income Tax Dept,Rejected,Medium,Online,2027-10-01,2023-11-30 08:09:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST44016,Michelle Miller,Employee ID,EMP462787,2018-10-18,2032-04-05,Govt of India,Rejected,High,Branch Visit,2026-03-22,2020-04-14 21:22:29,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST12136,Jose Pearson,Aadhaar Card,AAD291908,2018-03-23,2034-06-07,Regional Transport Office,Verified,High,Agent Assisted,2026-08-21,2020-01-29 00:00:24,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST81143,John Kelly,Passport,PAS651089,2019-08-17,2032-06-26,Govt of India,Pending,High,Agent Assisted,2026-07-25,2025-07-11 10:47:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST76981,Charles Conway,Passport,PAS673669,2018-12-21,2026-09-04,Election Commission,Verified,High,Online,2026-05-04,2025-03-01 10:47:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST60906,Kevin Roberts,Aadhaar Card,AAD577932,2019-07-06,2029-02-13,Govt of India,Pending,High,Branch Visit,2026-10-27,2024-09-18 16:24:45,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST73347,Laura Lopez,Passport,PAS355076,2018-03-03,2031-07-14,Election Commission,Rejected,High,Online,2027-08-26,2021-12-23 14:37:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST94851,Zoe Hayes,Employee ID,EMP243669,2018-06-16,2033-01-12,Election Commission,Rejected,Medium,Branch Visit,2026-09-24,2022-11-05 05:52:55,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST67132,Steven Anderson,Employee ID,EMP309813,2024-09-07,2030-02-17,Election Commission,Pending,High,Agent Assisted,2026-02-10,2024-04-04 21:12:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST14229,Joseph Lee,National ID,NAT408952,2020-07-12,2032-12-25,Income Tax Dept,Pending,Low,Online,2027-02-20,2022-02-13 18:20:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST25510,Melissa Moore,Voter ID,VOT183423,2022-02-18,2034-07-16,Income Tax Dept,Verified,High,Online,2027-02-02,2021-09-12 14:43:30,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST34846,Shannon Mcneil,Passport,PAS990028,2023-03-31,2026-04-05,Election Commission,Pending,Medium,Branch Visit,2026-10-30,2023-11-23 00:38:34,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST48097,Jessica Robinson,Voter ID,VOT391604,2021-04-05,2031-12-24,Election Commission,Verified,High,Online,2026-07-10,2020-02-14 00:46:43,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST75322,Anthony Hanson,PAN Card,PAN783827,2018-11-05,2029-08-30,UIDAI,Pending,Low,Agent Assisted,2026-12-17,2025-01-12 12:58:10,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST98538,Natasha Lawrence,Aadhaar Card,AAD346099,2021-02-26,2028-05-28,Election Commission,Rejected,Low,Agent Assisted,2027-08-04,2024-07-04 21:48:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26509,Michael Lucas,Driving License,DRI859972,2019-05-05,2032-04-23,Regional Transport Office,Rejected,High,Online,2025-12-17,2023-02-01 04:48:45,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST70695,David Clark,Aadhaar Card,AAD437616,2018-11-27,2033-06-10,UIDAI,Rejected,Low,Online,2026-06-12,2023-06-20 19:05:05,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33931,Jacob Norris,PAN Card,PAN145573,2019-09-07,2034-09-13,Govt of India,Rejected,Low,Branch Visit,2025-12-14,2024-12-21 04:27:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST43588,Ryan Rogers MD,Aadhaar Card,AAD199761,2020-03-17,2034-10-29,Income Tax Dept,Pending,Medium,Agent Assisted,2027-09-25,2023-12-16 18:46:46,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66140,Christopher Strickland,National ID,NAT652496,2015-11-11,2026-02-05,UIDAI,Pending,High,Agent Assisted,2026-06-16,2023-09-25 04:43:11,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19828,Rebecca Anderson,Aadhaar Card,AAD426911,2017-03-13,2030-01-09,Regional Transport Office,Rejected,Low,Online,2027-09-07,2021-01-17 05:49:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST48213,Emily Cook,Voter ID,VOT375802,2017-06-26,2027-12-14,Election Commission,Pending,Medium,Online,2026-01-22,2024-01-17 12:35:11,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST31783,Aaron Davis,PAN Card,PAN295464,2020-01-02,2033-04-04,Govt of India,Pending,Low,Agent Assisted,2026-12-15,2025-09-10 03:16:06,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33095,Megan Jackson,Passport,PAS355118,2020-11-07,2035-04-03,Govt of India,Pending,Low,Online,2025-10-23,2021-12-30 14:26:25,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST25111,Manuel Thomas,National ID,NAT790921,2021-06-21,2029-03-12,UIDAI,Verified,Low,Branch Visit,2025-12-25,2020-10-09 03:13:17,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST57033,Isaac Rivera,Aadhaar Card,AAD838649,2023-04-25,2032-03-14,Regional Transport Office,Verified,High,Online,2027-01-14,2020-09-02 06:34:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54388,Joshua Smith,PAN Card,PAN534860,2016-01-19,2031-12-19,Income Tax Dept,Pending,Medium,Online,2027-04-01,2021-07-03 03:45:40,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST12630,Paul Harper,Aadhaar Card,AAD353431,2019-04-02,2028-02-19,Income Tax Dept,Rejected,High,Agent Assisted,2027-07-30,2025-08-14 19:01:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST91744,David Taylor,National ID,NAT662144,2016-08-01,2033-05-18,UIDAI,Rejected,Medium,Branch Visit,2026-07-29,2021-04-08 06:57:43,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66314,Chris Roth,Driving License,DRI823426,2022-11-13,2031-04-26,Election Commission,Verified,Medium,Agent Assisted,2027-09-29,2025-03-19 12:15:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST75211,Nicholas Moreno,Voter ID,VOT162392,2017-06-19,2031-07-03,Regional Transport Office,Pending,Low,Agent Assisted,2026-08-01,2025-06-13 03:09:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST29920,Carrie Harris,Bank Statement,BAN807520,2020-03-12,2028-01-23,Election Commission,Rejected,Low,Agent Assisted,2027-03-07,2020-06-13 04:17:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST22721,Tiffany White,PAN Card,PAN631821,2024-05-27,2025-12-10,Regional Transport Office,Rejected,Medium,Online,2026-01-22,2025-05-26 14:07:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST29038,Joseph Vargas,PAN Card,PAN320420,2021-12-17,2026-08-10,Income Tax Dept,Rejected,Low,Agent Assisted,2026-09-25,2025-06-05 01:07:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST34786,Crystal Reeves,National ID,NAT507205,2017-12-13,2035-06-26,UIDAI,Pending,Medium,Branch Visit,2027-08-01,2024-03-27 07:18:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST22565,Karen Adams,Bank Statement,BAN880887,2017-01-27,2026-12-15,Govt of India,Pending,Low,Branch Visit,2027-05-27,2020-12-03 06:22:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40986,Jessica Hill,Driving License,DRI546844,2020-03-27,2033-06-30,Income Tax Dept,Rejected,Medium,Agent Assisted,2026-10-11,2021-06-04 14:22:57,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST31601,Kimberly Williams,Bank Statement,BAN533477,2021-11-15,2035-03-26,Regional Transport Office,Rejected,Medium,Agent Assisted,2027-03-23,2024-11-26 17:08:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST61027,Tiffany Warren,Voter ID,VOT878372,2017-04-13,2034-12-14,UIDAI,Rejected,Low,Branch Visit,2025-12-26,2025-08-25 17:08:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST71125,David Hensley,Bank Statement,BAN729763,2019-01-05,2028-05-17,UIDAI,Pending,Medium,Online,2027-10-03,2021-12-29 19:31:05,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26710,Jill Martinez,Aadhaar Card,AAD738585,2018-01-25,2032-03-13,Income Tax Dept,Pending,Low,Agent Assisted,2026-04-02,2020-12-21 09:55:06,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST51197,Christopher Garza,Aadhaar Card,AAD965596,2024-01-10,2029-11-01,Election Commission,Rejected,Medium,Agent Assisted,2026-01-01,2025-05-29 18:44:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST23418,Jason Edwards,Driving License,DRI734743,2019-08-20,2026-06-20,Election Commission,Verified,Medium,Branch Visit,2027-08-01,2022-11-30 15:34:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30758,Patricia Richmond,Voter ID,VOT430322,2022-06-07,2026-05-25,Income Tax Dept,Pending,Medium,Branch Visit,2027-08-02,2024-02-20 00:13:00,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54910,Julie Hull,National ID,NAT981034,2017-12-08,2027-09-06,Regional Transport Office,Rejected,Low,Agent Assisted,2025-11-22,2020-01-05 18:19:45,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST51291,Jeremy Aguilar,Bank Statement,BAN970603,2016-10-13,2026-08-25,Election Commission,Pending,Medium,Agent Assisted,2027-08-12,2023-12-05 08:01:59,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST24256,Ashley Gamble,Driving License,DRI563926,2016-11-03,2030-01-20,Govt of India,Verified,High,Agent Assisted,2026-12-27,2020-12-29 23:52:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST45275,Christine Edwards,National ID,NAT648512,2021-06-15,2031-09-14,Regional Transport Office,Rejected,Medium,Online,2026-06-28,2020-08-25 16:22:46,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST89184,Christopher Rasmussen,Aadhaar Card,AAD571131,2021-09-01,2029-02-25,Election Commission,Verified,High,Agent Assisted,2027-08-16,2021-01-10 20:07:20,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST15616,Jon Hardin,National ID,NAT856433,2017-06-09,2035-10-08,Income Tax Dept,Pending,Low,Agent Assisted,2027-06-23,2022-06-10 00:52:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST24117,Ana Taylor,PAN Card,PAN686878,2022-07-03,2027-01-15,Income Tax Dept,Pending,Low,Online,2026-02-07,2022-10-02 09:19:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40432,Matthew Garcia,Aadhaar Card,AAD696593,2019-01-30,2030-11-24,Govt of India,Pending,High,Online,2027-02-28,2024-01-10 10:12:01,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST94495,Jenna Clark,Voter ID,VOT550842,2019-10-05,2035-01-27,Income Tax Dept,Pending,Medium,Agent Assisted,2026-01-28,2022-08-21 02:25:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST88560,Eric Vasquez,Driving License,DRI665761,2017-11-13,2033-09-09,Govt of India,Pending,Medium,Branch Visit,2027-10-13,2023-12-16 13:38:24,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST43138,Mark Castillo,Bank Statement,BAN359106,2019-07-24,2030-02-14,Election Commission,Pending,High,Online,2027-05-02,2023-01-11 18:15:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66030,Samantha Harmon,National ID,NAT393190,2023-11-09,2031-07-06,Govt of India,Verified,Low,Online,2025-12-08,2020-12-19 18:06:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST56990,Edward Sullivan,Aadhaar Card,AAD981093,2022-04-29,2031-11-25,Govt of India,Rejected,High,Agent Assisted,2026-01-28,2024-07-05 18:47:08,Customer Identification Management,Customer,Identification,Customer Identification Documents
