Customer_ID,Customer_Name,Gender,Date_of_Birth,Age,Email,Phone_Number,Onboarding_Date,Onboarding_Channel,KYC_Status,Region,Employment_Status,Industry,Job_Title,Employer_Name,Annual_Income_Bracket,Years_of_Experience,Verification_Status,Onboarding_Officer,Remarks
CUST3231,Jenny Villegas,Male,1961-08-27,64,bernard24@jordan-brown.com,(218)224-9689x87420,2022-12-14,Branch Visit,Completed,Central,Self-Employed,Government,Engineer,"Morrison, Baker and Wallace",<2L,5,Failed,Jasmine Campbell,Employment proof under review
CUST3232,Mrs. Cynthia Wright,Female,1977-06-22,48,stevegonzalez@hotmail.com,677-617-8776x9582,2022-09-02,Mobile App,Pending,West,Employed,Manufacturing,Director,Gilbert-Brooks,2L-5L,26,Verified,Charles Bradley MD,Documents verified
CUST3233,Marie Woodard,Other,1978-12-05,47,gcampbell@gmail.com,155.118.7997x7438,2021-11-14,Online,Rejected,North,Unemployed,Retail,Teacher,"Graham, Miller and Reynolds",10L-20L,10,In Progress,Heidi Levy,Documents verified
CUST3234,Christopher Young,Female,1985-05-11,40,gregory66@price.com,+1-720-681-9594x8992,2023-10-20,Online,Completed,Central,Student,Education,Analyst,Stevens PLC,5L-10L,30,Failed,Kevin Gross,Employment proof under review
CUST3235,Walter Rios,Other,1977-02-13,48,piercebrian@garcia-jones.info,449-984-5118,2020-10-26,Mobile App,Rejected,Central,Employed,Retail,Director,Johnson and Sons,5L-10L,7,In Progress,Robert Young,High potential customer
CUST3236,Alyssa Deleon,Female,1951-05-03,74,rachel16@frey.info,457.950.1968x4386,2020-11-03,Mobile App,Completed,West,Self-Employed,Finance,Teacher,"Doyle, Conner and Monroe",5L-10L,4,Verified,Gregory Fields,High potential customer
CUST3237,Elaine Garcia,Female,1954-02-06,71,heather34@yahoo.com,618-482-8557,2021-01-12,Branch Visit,Rejected,West,Retired,Retail,Consultant,Munoz Inc,>20L,26,In Progress,Molly English,High potential customer
CUST3238,Victor Carter,Male,1967-03-30,58,ocollins@gmail.com,953-434-5651,2021-11-13,Mobile App,Pending,Central,Self-Employed,Education,Teacher,Maddox-Taylor,5L-10L,34,In Progress,Kathryn Reed,Documents verified
CUST3239,Nicholas Fitzgerald,Other,1972-05-28,53,lindseygriffin@hotmail.com,(148)026-5823,2021-02-21,Online,Rejected,North,Self-Employed,Retail,Executive,Franco-Nixon,10L-20L,27,Failed,Daniel Jennings,Documents verified
CUST3240,Joshua Adams,Female,1974-02-27,51,vbanks@hotmail.com,568-166-9110,2025-04-29,Agent Assisted,Pending,Central,Retired,IT,Manager,Fleming-Simon,10L-20L,19,Failed,Victoria Smith,KYC pending
CUST3241,Mary Carroll,Other,2005-08-13,20,nicole19@gmail.com,612-458-4999,2024-05-19,Mobile App,Completed,Central,Self-Employed,Retail,Engineer,"Hall, Pierce and Harrell",5L-10L,0,Verified,Tiffany Gray,KYC pending
CUST3242,Charlene Baldwin,Male,1972-07-07,53,jessicafitzpatrick@yahoo.com,647.950.4809x2955,2023-12-12,Online,Rejected,East,Unemployed,Healthcare,Teacher,"Cervantes, Lewis and Hernandez",<2L,2,In Progress,Nicholas Richards,Follow-up required
CUST3243,Debbie Brady,Female,1970-06-11,55,john66@hotmail.com,001-754-283-2696x17216,2024-12-06,Branch Visit,Pending,South,Employed,Education,Manager,"Flores, Herring and Williams",5L-10L,1,Failed,Zachary Compton,Documents verified
CUST3244,Tiffany Dennis,Female,1958-07-30,67,erichuerta@stevens.biz,995-222-5070x28770,2022-03-21,Branch Visit,Completed,South,Self-Employed,IT,Analyst,Roman LLC,10L-20L,19,Failed,Mark Velasquez,KYC pending
CUST3245,Timothy Robbins,Male,1985-11-28,40,johntaylor@davis-miller.info,001-186-546-4928,2024-11-02,Online,Pending,Central,Unemployed,Manufacturing,Analyst,Zimmerman Group,10L-20L,14,Failed,Christopher Gilbert,Employment proof under review
CUST3246,Kelly Burns,Other,2000-11-01,25,michael41@howard.com,(465)860-8156x4778,2025-03-13,Agent Assisted,Completed,North,Unemployed,IT,Executive,Wright Inc,<2L,22,Verified,Taylor Vargas,Smooth onboarding
CUST3247,Tracey Evans,Male,1999-01-07,26,leonardlisa@hampton.com,588-132-4155x65832,2022-08-23,Mobile App,Pending,West,Unemployed,IT,Consultant,"Kennedy, Watkins and Mendoza",10L-20L,23,Failed,John Tyler,Smooth onboarding
CUST3248,Mary White,Female,1980-01-06,45,lgordon@cruz.biz,+1-289-384-2110x9013,2022-01-22,Agent Assisted,Completed,East,Self-Employed,IT,Manager,"Johnson, Lowe and Kirby",10L-20L,27,In Progress,Andrea Lewis,Documents verified
CUST3249,Tammy Butler,Female,1998-06-08,27,guerrerosteven@gmail.com,001-239-176-2931x4478,2022-01-22,Online,Pending,Central,Employed,Education,Manager,Gibson-Shepard,<2L,17,In Progress,Rhonda Johnson,KYC pending
CUST3250,Thomas Hines,Male,1980-08-25,45,pamela33@wade-solomon.org,529.524.5450x97260,2024-05-29,Mobile App,Rejected,West,Student,IT,Manager,"Brandt, Waller and Young",10L-20L,19,In Progress,Loretta Delgado,Employment proof under review
CUST3251,Kimberly Morgan,Other,1963-03-02,62,jesse39@benitez.com,(553)174-9656x3564,2022-09-28,Agent Assisted,Pending,West,Retired,IT,Manager,Mooney-Ali,5L-10L,31,Failed,Kayla Kline,KYC pending
CUST3252,Susan Wright,Female,1959-02-21,66,michaelbrown@gmail.com,2677846576,2023-09-09,Mobile App,Rejected,South,Self-Employed,IT,Executive,"Fisher, Kemp and Sutton",10L-20L,7,In Progress,Sarah May,Documents verified
CUST3253,Gabriela Lutz,Female,1963-03-09,62,ryanwalter@hotmail.com,537-842-1977,2022-03-29,Online,Pending,West,Student,Healthcare,Teacher,Trevino-Roman,<2L,15,In Progress,Robert Nielsen,High potential customer
CUST3254,Katie Hubbard,Female,1985-07-22,40,zmcmillan@gmail.com,0279736647,2022-11-06,Branch Visit,Completed,North,Employed,Retail,Analyst,Valdez Group,5L-10L,36,Verified,Beverly Boyle,KYC pending
CUST3255,Charles Buchanan,Female,1951-02-13,74,hannah92@morrison.info,067.498.0028x96924,2024-11-05,Mobile App,Pending,South,Self-Employed,Healthcare,Director,Anderson Inc,<2L,40,Failed,Amy Shaffer,Employment proof under review
CUST3256,Joseph Novak,Female,1990-01-10,35,suarezcolin@brown-santana.com,001-742-970-2493,2023-06-12,Agent Assisted,Completed,East,Student,IT,Consultant,Lamb-Morales,2L-5L,33,In Progress,Jacqueline White,Documents verified
CUST3257,Hannah Murphy,Other,1997-10-29,28,yhall@gmail.com,001-762-999-3655x10972,2023-01-04,Mobile App,Pending,Central,Employed,Finance,Officer,Walker Inc,<2L,10,Failed,Phyllis Hart,Smooth onboarding
CUST3258,Sharon Boyle,Male,1960-05-06,65,cody28@romero.com,868.185.2523x632,2024-09-16,Online,Pending,South,Student,Government,Executive,"Douglas, Strong and Vasquez",10L-20L,12,Failed,William Nguyen,Documents verified
CUST3259,Christina Wright,Female,1954-04-16,71,morrisjon@yahoo.com,+1-803-375-8853,2021-04-13,Online,Rejected,East,Student,Finance,Executive,Gates-Kelly,2L-5L,5,Verified,Ronald Brown,Documents verified
CUST3260,Joseph Marsh,Other,1976-05-23,49,travis43@neal.net,001-512-681-4959x73621,2024-04-29,Branch Visit,Rejected,West,Self-Employed,Healthcare,Director,Stewart PLC,<2L,32,Failed,Paula Atkinson,High potential customer
CUST3261,Alexandra Welch,Male,1977-02-16,48,douglascarter@gmail.com,544-059-5136x1674,2025-08-04,Mobile App,Rejected,South,Unemployed,Manufacturing,Manager,"Harris, Murphy and Hall",5L-10L,18,Failed,Aaron Moreno,Smooth onboarding
CUST3262,Joseph Williams,Other,1986-03-23,39,petersonkaren@williams.biz,+1-091-373-5970,2023-03-08,Mobile App,Pending,South,Student,Finance,Director,Morse Group,5L-10L,9,In Progress,Miranda Butler,Employment proof under review
CUST3263,Jason Arnold,Female,1970-11-11,55,amayo@figueroa-olson.com,(395)688-5803x686,2021-06-07,Mobile App,Rejected,Central,Retired,Education,Analyst,Booth-Williams,2L-5L,22,Failed,Jay Sellers,KYC pending
CUST3264,Eric Roberts,Male,1966-06-08,59,kenneth40@gmail.com,(914)982-0389x240,2022-10-17,Agent Assisted,Rejected,East,Student,Government,Analyst,Harris Inc,>20L,38,Failed,Olivia Church,Employment proof under review
CUST3265,Elizabeth Benson,Male,1964-04-02,61,skeller@gallagher.org,3269967200,2021-08-08,Mobile App,Pending,South,Student,Manufacturing,Executive,Marshall Ltd,2L-5L,10,Failed,James Johnson,KYC pending
CUST3266,Joseph Smith,Male,1958-06-18,67,jamesbass@hotmail.com,(595)649-8506x5594,2022-07-30,Mobile App,Completed,South,Employed,Finance,Consultant,Whitaker-Thomas,2L-5L,40,Failed,Eric Andrade,Smooth onboarding
CUST3267,Greg Blevins,Female,1974-06-01,51,julie86@gmail.com,918-684-1288x0945,2025-07-23,Mobile App,Completed,Central,Self-Employed,IT,Analyst,Walton and Sons,10L-20L,8,In Progress,Sheri Watkins,KYC pending
CUST3268,Angelica Doyle,Other,1953-07-01,72,zflores@walker.com,863.024.0161,2025-10-13,Agent Assisted,Completed,West,Unemployed,Manufacturing,Analyst,Ryan-Shelton,<2L,36,Verified,Meghan Barber,High potential customer
CUST3269,Jeremy Page,Female,1975-04-15,50,jose07@vazquez.info,345.038.2225x694,2024-01-29,Online,Rejected,Central,Employed,Healthcare,Manager,Olsen PLC,2L-5L,7,In Progress,Christopher Russell,Employment proof under review
CUST3270,David Williams,Other,2000-05-12,25,joshuafowler@gmail.com,083-519-4550x330,2021-09-24,Branch Visit,Completed,Central,Unemployed,Government,Director,Smith-Coleman,>20L,35,Verified,Sandra Johns,KYC pending
CUST3271,Carlos Lucero,Female,1954-03-17,71,landerson@davis.com,+1-114-502-4327,2021-07-21,Mobile App,Pending,South,Retired,Education,Officer,"Hicks, Gonzalez and Morrison",>20L,18,Failed,Jeremiah Mitchell,Documents verified
CUST3272,Herbert Finley,Female,1978-07-31,47,osandoval@gmail.com,+1-972-798-6794x9837,2021-04-09,Branch Visit,Rejected,Central,Student,Healthcare,Officer,"Green, Bowers and Benjamin",5L-10L,33,Verified,Matthew Lee,KYC pending
CUST3273,Ashley Castro,Female,1981-03-19,44,hernandezmichael@gonzalez-mcpherson.org,156.216.1906,2023-10-06,Online,Completed,Central,Unemployed,IT,Officer,"Salazar, Miller and Harris",>20L,21,In Progress,Stephanie Rose,High potential customer
CUST3274,Christopher Lloyd,Other,1990-10-04,35,jeremy29@gmail.com,(393)107-6666x937,2024-12-16,Agent Assisted,Pending,North,Student,Healthcare,Analyst,"Little, Morales and Martin",10L-20L,1,Failed,Jonathan Casey,Documents verified
CUST3275,Jason Kelly,Male,1950-05-06,75,huntlaura@mclaughlin.com,(247)449-9312x590,2021-10-11,Mobile App,Pending,East,Retired,Education,Analyst,"Aguilar, Bailey and Elliott",>20L,17,Failed,Dr. Ann Parker,Documents verified
CUST3276,Jade Casey,Male,1989-08-04,36,christinahughes@cooper.com,249.386.3333x96467,2025-06-29,Mobile App,Completed,West,Retired,Finance,Officer,Freeman Inc,10L-20L,27,Verified,Stephanie Donovan,High potential customer
CUST3277,Lisa Weaver,Female,1960-09-23,65,wgriffin@kennedy.com,880.784.9772,2024-06-28,Mobile App,Rejected,West,Retired,Education,Engineer,Abbott-Benton,2L-5L,33,In Progress,Robert Martin,Employment proof under review
CUST3278,Olivia Moreno,Female,1957-07-21,68,romanjuan@love.info,(212)327-2366x43512,2021-04-20,Agent Assisted,Pending,North,Employed,IT,Officer,Shaffer Ltd,2L-5L,15,Verified,Jane Cohen,Employment proof under review
CUST3279,Rickey Richardson,Other,1997-01-28,28,bullockcharles@yahoo.com,001-323-136-2873x4804,2021-08-08,Agent Assisted,Pending,Central,Student,Retail,Consultant,Coleman-Thompson,2L-5L,9,Failed,Chloe Andrade,Documents verified
CUST3280,Matthew Perry,Female,1962-06-21,63,rodriguezabigail@hotmail.com,807-591-4273x119,2023-03-19,Mobile App,Rejected,Central,Self-Employed,Education,Officer,Ray and Sons,5L-10L,1,Failed,Jeffrey Sanchez,High potential customer
CUST3281,Carol Shelton,Female,1963-11-13,62,wendy64@gmail.com,+1-716-646-5244x2069,2022-12-04,Mobile App,Rejected,North,Unemployed,Retail,Engineer,"Dunlap, Norton and Williams",10L-20L,7,Verified,Nicole Lynch,Employment proof under review
CUST3282,Virginia Smith,Female,1967-07-31,58,christopher79@hotmail.com,001-558-226-0748,2022-11-20,Branch Visit,Rejected,North,Retired,Finance,Director,Gonzales-Sexton,10L-20L,32,Failed,Elizabeth Blake,Documents verified
CUST3283,Gerald Sawyer,Male,1969-07-26,56,rachelarias@neal-hendrix.com,337-366-4955x229,2021-04-03,Online,Pending,North,Retired,IT,Engineer,Scott PLC,>20L,8,Verified,Ashlee Olson,Follow-up required
CUST3284,Jerry Ellis,Male,1996-06-04,29,pamela18@yahoo.com,(562)904-0479x949,2024-04-07,Agent Assisted,Pending,Central,Student,Education,Executive,Fox-Salazar,<2L,23,Failed,Renee Herrera,Documents verified
CUST3285,Jennifer Cunningham,Other,1993-04-16,32,pgarcia@harper.com,001-134-123-1090x3971,2024-01-13,Online,Pending,South,Self-Employed,Government,Teacher,Williams LLC,<2L,15,Failed,Gabriel Knight,Employment proof under review
CUST3286,James Moore,Male,1964-12-12,61,taylorjamie@yahoo.com,001-608-425-5248x8559,2025-07-30,Branch Visit,Rejected,Central,Student,IT,Engineer,"Garcia, Santos and Walton",10L-20L,9,Failed,Kaylee Leach,High potential customer
CUST3287,Derrick Walter,Male,1979-11-15,46,martinezwilliam@crawford-weeks.com,555-232-0674,2022-10-07,Branch Visit,Completed,North,Unemployed,Retail,Executive,Roberts Ltd,2L-5L,18,In Progress,Cody Rogers,Employment proof under review
CUST3288,Mark Johnson,Other,1989-06-21,36,ewingfrank@hotmail.com,612-274-1256x059,2022-03-24,Branch Visit,Completed,South,Employed,Finance,Manager,Carroll Ltd,<2L,7,Failed,Timothy Black IV,High potential customer
CUST3289,Gail Jones,Other,2000-02-10,25,joshuaharris@hotmail.com,+1-245-203-4839x061,2025-07-04,Mobile App,Rejected,North,Self-Employed,Government,Officer,Gilbert Inc,5L-10L,29,In Progress,Connor Tapia,KYC pending
CUST3290,Valerie Haas,Other,1974-08-14,51,jessica17@ortiz-anderson.com,+1-716-389-6324,2021-04-16,Agent Assisted,Rejected,Central,Unemployed,Education,Director,Newton-Johnson,10L-20L,4,Verified,Shari Russell,Employment proof under review
CUST3291,Jenna Hernandez,Other,1990-10-05,35,urobles@carpenter.net,001-445-036-9984x06585,2022-01-05,Agent Assisted,Pending,South,Retired,Healthcare,Manager,Carr-Johnson,>20L,31,In Progress,Troy Herman,Employment proof under review
CUST3292,Kenneth Gallagher,Female,1959-08-17,66,jacksondiane@carpenter.biz,001-901-634-1036x886,2021-04-25,Agent Assisted,Pending,South,Retired,IT,Executive,Burke-Aguirre,10L-20L,4,Failed,Allison Navarro,Smooth onboarding
CUST3293,Daniel Aguilar,Female,2004-05-18,21,rachel36@keller.com,172-343-3510,2021-04-02,Agent Assisted,Rejected,Central,Student,IT,Director,"Avila, Gibbs and Sherman",5L-10L,32,Failed,Melissa Jimenez,Employment proof under review
CUST3294,David French,Female,1968-09-13,57,lynchcesar@hall-smith.info,729-063-0362x059,2024-05-30,Online,Rejected,South,Employed,IT,Consultant,Sutton-Singh,2L-5L,14,Failed,Erin Carter,Smooth onboarding
CUST3295,Megan Sutton,Other,1995-10-14,30,deborahtownsend@yahoo.com,(033)249-2288,2024-03-16,Mobile App,Pending,East,Retired,Manufacturing,Consultant,Morris-Brown,2L-5L,10,Verified,Travis Scott,Documents verified
CUST3296,Scott Carlson,Male,1959-06-15,66,shepardsean@yahoo.com,+1-621-389-8557,2021-09-09,Mobile App,Completed,West,Student,Healthcare,Executive,"Robinson, Gonzalez and Mayo",<2L,34,Failed,Danielle Dunn,High potential customer
CUST3297,Mr. Matthew Martin,Female,1958-08-29,67,autumn46@brown.com,500.055.3431,2024-05-21,Branch Visit,Rejected,North,Unemployed,Retail,Manager,"Weaver, Huber and Jones",2L-5L,9,In Progress,Michelle Smith DDS,Smooth onboarding
CUST3298,Deanna Walter,Male,1963-07-07,62,lewisderek@hamilton.info,(554)823-2871,2020-12-24,Mobile App,Pending,West,Retired,Education,Director,Garcia-Stewart,>20L,26,Failed,Mr. Jesus Graham DVM,KYC pending
CUST3299,John Mendoza,Other,1998-02-25,27,vmurphy@hotmail.com,(011)293-9691,2024-11-26,Branch Visit,Rejected,West,Unemployed,Education,Engineer,Williams-Garcia,5L-10L,40,Failed,Pamela Bentley,Smooth onboarding
CUST3300,Lisa Griffith,Female,1982-09-01,43,amy67@gmail.com,001-125-388-4858x69968,2021-09-02,Agent Assisted,Completed,North,Employed,Education,Officer,Morton-Goodwin,10L-20L,31,In Progress,Brandi Hutchinson,Employment proof under review
CUST3301,Crystal Anderson,Female,2006-10-21,19,burnsjennifer@cross-elliott.com,5635022900,2021-04-23,Mobile App,Rejected,West,Self-Employed,Healthcare,Engineer,Henderson-Norton,10L-20L,31,In Progress,Aaron Sawyer,KYC pending
CUST3302,Amy Guzman,Female,1983-05-05,42,josephmorris@gmail.com,+1-550-793-4735x18459,2023-03-12,Mobile App,Completed,North,Retired,Government,Analyst,Anderson-Moss,10L-20L,4,In Progress,Andrea Wells,Follow-up required
CUST3303,Jonathan Brewer,Other,1990-04-19,35,james03@sosa.com,953.666.3080x4580,2022-12-23,Branch Visit,Completed,South,Employed,Education,Director,"Page, Jones and Phelps",10L-20L,29,In Progress,Michael Tyler,Employment proof under review
CUST3304,Gabrielle Harris,Other,1993-10-26,32,williamsabigail@yahoo.com,567.516.0406,2024-04-10,Agent Assisted,Completed,Central,Employed,Healthcare,Teacher,Cohen-Kirby,10L-20L,9,In Progress,Jennifer Farmer,Smooth onboarding
CUST3305,Natalie Allen,Other,1973-11-16,52,anichols@gmail.com,4061309198,2022-03-04,Online,Pending,South,Employed,Retail,Executive,Andrews Inc,5L-10L,25,Verified,Brian Todd,High potential customer
CUST3306,Samuel Larson,Female,1991-05-18,34,samuel06@shaw-stone.biz,068.332.0576x2386,2021-05-10,Online,Completed,West,Retired,Retail,Engineer,Nguyen-Rice,<2L,28,Verified,Aaron Fernandez,High potential customer
CUST3307,Matthew Green,Male,2004-11-07,21,patrickyoung@hubbard.com,443.737.1893x057,2021-11-25,Mobile App,Rejected,West,Employed,Finance,Manager,"Johnson, Miranda and Perez",5L-10L,25,In Progress,Timothy Reynolds,High potential customer
CUST3308,Terri Davis,Female,2005-11-30,20,taylorrodney@payne.com,001-133-098-2777x07205,2025-08-03,Agent Assisted,Completed,North,Employed,Government,Director,Jones Ltd,<2L,34,Verified,Melissa Grant,Follow-up required
CUST3309,Mason Weeks,Other,1992-08-10,33,andrewanderson@gmail.com,+1-431-210-8740x102,2025-07-07,Branch Visit,Completed,South,Self-Employed,Government,Executive,Gomez-Salinas,<2L,16,Verified,Todd Gordon,Employment proof under review
CUST3310,Paige Davis,Male,1985-10-20,40,daniel60@santiago.com,+1-499-435-6953x0942,2020-10-29,Agent Assisted,Rejected,North,Retired,Government,Manager,Guerrero-Burgess,<2L,33,In Progress,Alejandro Hill,Follow-up required
CUST3311,Kevin Barnes,Other,1993-01-16,32,bushsarah@yahoo.com,(184)856-4195x587,2022-11-01,Agent Assisted,Rejected,East,Employed,Finance,Officer,Bell PLC,10L-20L,34,Verified,April Gonzalez,High potential customer
CUST3312,Jessica Ramos,Male,1972-02-03,53,michellelittle@yahoo.com,001-983-695-2135x498,2022-05-15,Online,Completed,North,Unemployed,Education,Director,Small PLC,10L-20L,20,Failed,Matthew Moon,Employment proof under review
CUST3313,Robert Smith,Female,2007-02-24,18,melindalowery@yahoo.com,(472)595-9205,2023-06-08,Online,Rejected,North,Employed,Government,Director,Young-Hull,<2L,39,Verified,William Williams,Follow-up required
CUST3314,David Morris,Male,1957-07-10,68,qrosario@henry.biz,939-261-5058x78917,2024-01-01,Mobile App,Completed,West,Unemployed,Finance,Executive,Williams Group,2L-5L,19,Verified,Carolyn Rowe,KYC pending
CUST3315,Arthur Harrell,Other,1969-06-20,56,devinknapp@johns-lowe.com,(544)561-3330x3973,2021-07-12,Mobile App,Completed,South,Unemployed,Manufacturing,Teacher,Adkins PLC,2L-5L,30,Failed,Danielle Smith,Follow-up required
CUST3316,John Gonzalez,Female,1992-05-03,33,fergusonbenjamin@jones-jackson.com,(499)159-4600x291,2023-09-07,Online,Rejected,West,Student,Government,Director,"Lucas, Best and Kaufman",>20L,11,In Progress,Kristin Taylor,KYC pending
CUST3317,Kenneth Wilson,Female,1950-06-23,75,ytucker@wright.biz,+1-339-880-6271x034,2024-11-30,Mobile App,Completed,West,Self-Employed,Government,Manager,Rosario-Fitzgerald,>20L,31,In Progress,Mark Steele,KYC pending
CUST3318,Julie Johnson,Female,1972-05-21,53,jmorris@murray.info,001-679-629-0538x19068,2024-05-22,Mobile App,Completed,Central,Self-Employed,Manufacturing,Teacher,Harrison-Hernandez,<2L,5,In Progress,James Murillo,Employment proof under review
CUST3319,Lisa Miller,Male,1950-11-27,75,charlesgregory@whitehead-greer.com,001-924-384-8003x054,2023-09-27,Mobile App,Completed,West,Student,Education,Engineer,Kidd-Perry,<2L,34,Failed,Willie Rodriguez,High potential customer
CUST3320,Tonya Lucas,Male,1960-09-29,65,benjaminsharp@hotmail.com,(288)201-9027x5464,2025-08-28,Agent Assisted,Rejected,Central,Student,Retail,Engineer,Warner Inc,10L-20L,14,Failed,Stephanie Foster,Employment proof under review
CUST3321,Victor Johnson,Female,1953-04-11,72,lstout@yahoo.com,001-632-299-4191x14929,2022-10-03,Mobile App,Rejected,Central,Employed,Manufacturing,Executive,"Schroeder, Perry and Flores",5L-10L,26,In Progress,Amy Hoffman,KYC pending
CUST3322,Stacy Hill,Other,1997-12-20,28,ycabrera@gmail.com,398.128.4372x2840,2020-10-16,Agent Assisted,Pending,West,Student,Healthcare,Teacher,Allen LLC,2L-5L,10,In Progress,Matthew Rivas,High potential customer
CUST3323,Jeremiah Ross,Other,1961-01-08,64,xroman@gmail.com,636-546-1362x710,2022-10-24,Branch Visit,Completed,West,Retired,Manufacturing,Consultant,Long LLC,10L-20L,29,In Progress,Stephanie Hayes,Documents verified
CUST3324,Adam Buckley,Other,1971-03-15,54,matthewhays@brooks.com,212-785-5789,2021-07-21,Branch Visit,Rejected,East,Retired,Finance,Officer,Rivera-Jackson,>20L,15,In Progress,Nancy Wallace,Documents verified
CUST3325,Renee Herrera,Female,1998-11-22,27,jskinner@yahoo.com,001-995-329-1307x0644,2024-06-24,Agent Assisted,Rejected,South,Student,Government,Analyst,Chambers-Murphy,<2L,36,Verified,David Levy,Follow-up required
CUST3326,Jason Parks,Female,1977-05-08,48,davidshepard@shepherd.com,9675516087,2022-04-06,Agent Assisted,Completed,North,Retired,Retail,Manager,Campbell Ltd,5L-10L,0,Failed,Jamie Grant,Follow-up required
CUST3327,Susan Russell,Male,2006-09-01,19,dennisbowman@johnson.com,+1-787-644-4446x968,2021-06-06,Online,Completed,East,Self-Employed,IT,Analyst,Gray and Sons,<2L,29,Verified,Tara Barton,KYC pending
CUST3328,Joseph Barron,Male,1962-04-23,63,amandagordon@yahoo.com,143-719-5376,2021-09-09,Online,Completed,Central,Self-Employed,Retail,Executive,Johnson-Anderson,5L-10L,0,Verified,Miguel Thomas,Documents verified
CUST3329,Sara Hampton,Other,1982-02-12,43,ejones@gmail.com,978.754.9374,2024-08-18,Mobile App,Pending,South,Employed,Government,Analyst,"Stewart, Meyers and Gonzales",2L-5L,28,Failed,Julia White,Smooth onboarding
CUST3330,Matthew Shelton,Other,2007-02-05,18,rhonda32@cooper-hardin.biz,001-015-477-2725x012,2022-07-29,Agent Assisted,Pending,South,Employed,Retail,Analyst,Sherman Inc,2L-5L,29,Failed,Steven Turner,Follow-up required
CUST3331,Ellen Phillips,Other,2003-12-25,22,rodriguezjason@williams.com,068.316.0338x6313,2025-02-23,Online,Pending,Central,Self-Employed,Education,Analyst,"Bray, Avila and Perez",>20L,24,Failed,Mary Ramirez,KYC pending
CUST3332,Jessica Benson,Male,1956-03-22,69,lowecheryl@hotmail.com,120.322.9693x7858,2021-11-12,Online,Completed,West,Student,Government,Teacher,"Garcia, Patel and Maddox",5L-10L,4,Failed,Cynthia Campbell,Employment proof under review
CUST3333,Kyle Luna,Female,1997-01-17,28,alan80@yahoo.com,(560)307-6788,2024-06-25,Mobile App,Completed,West,Employed,Healthcare,Executive,Hampton Group,>20L,20,Failed,Madeline Peters,KYC pending
CUST3334,Katelyn Shepherd,Other,1981-12-02,44,chavezmargaret@dennis.biz,001-543-378-7016,2021-05-11,Branch Visit,Rejected,East,Unemployed,Retail,Officer,Fisher-Hawkins,10L-20L,37,Verified,Kenneth Scott,KYC pending
CUST3335,Breanna Boone,Other,2006-01-27,19,rmccarthy@holland.com,(301)789-5421,2020-10-25,Online,Pending,North,Retired,Retail,Officer,Flowers Group,<2L,6,Failed,Ashley Larson,Follow-up required
CUST3336,Bradley Wright,Female,1987-10-07,38,pwalls@hotmail.com,+1-461-103-0815x0181,2025-01-25,Mobile App,Completed,North,Student,Finance,Executive,Lozano-Juarez,>20L,23,Verified,John Bell,High potential customer
CUST3337,Jennifer Lee,Female,1954-03-09,71,griffinnathan@hatfield.net,001-236-559-6939x181,2025-02-06,Branch Visit,Pending,South,Unemployed,Manufacturing,Teacher,Bailey Group,5L-10L,5,Verified,Nicole Freeman,Documents verified
CUST3338,Tammy Griffin,Male,1982-02-08,43,mknight@flores-peterson.com,948.111.5732,2025-09-23,Mobile App,Completed,South,Employed,Retail,Engineer,Hoffman and Sons,5L-10L,40,Failed,Susan Mason,KYC pending
CUST3339,Lacey Russell,Male,1972-02-10,53,christina77@shaw.com,001-865-679-8921x312,2023-12-09,Agent Assisted,Pending,East,Self-Employed,Government,Director,Smith-Parker,2L-5L,24,Verified,Todd Rhodes,High potential customer
CUST3340,Gary Douglas,Female,1974-04-22,51,qperez@gmail.com,138-274-1411,2023-01-19,Online,Rejected,West,Student,Education,Director,Bell-Love,2L-5L,2,Failed,Nicolas Lopez,Follow-up required
CUST3341,Ian Byrd,Male,1972-06-29,53,lisa01@gmail.com,(316)792-7631x1290,2024-01-10,Agent Assisted,Pending,West,Self-Employed,Retail,Analyst,Jones Inc,>20L,13,Failed,David Davis,Documents verified
CUST3342,Shelby Meadows,Female,1953-09-09,72,madisonallen@rivas-aguirre.com,+1-931-898-7431x076,2024-12-21,Agent Assisted,Completed,Central,Retired,Manufacturing,Manager,Lynch and Sons,2L-5L,38,Failed,Sarah Oconnor,High potential customer
CUST3343,Elijah Barnett,Female,1959-03-09,66,dannymarshall@yahoo.com,001-277-430-4466,2025-01-05,Branch Visit,Rejected,South,Employed,Education,Director,Spence-Frazier,>20L,20,Verified,Mr. Kevin Walker,Documents verified
CUST3344,Alyssa Monroe,Other,2005-07-24,20,dwoodward@yahoo.com,872.640.1636x76001,2023-05-14,Branch Visit,Pending,East,Student,Education,Officer,Donaldson-Perez,>20L,35,Failed,Michael Vargas,Follow-up required
CUST3345,James Wright,Male,1995-03-17,30,kevin88@anderson.biz,978-580-9014x967,2023-09-18,Mobile App,Completed,East,Unemployed,Education,Consultant,"Bowen, Bush and Trevino",2L-5L,30,Verified,Matthew Miller,Smooth onboarding
CUST3346,Thomas Jones,Other,1967-04-08,58,sanchezisabel@gmail.com,+1-502-909-3262x3950,2025-10-15,Branch Visit,Completed,North,Retired,Government,Executive,Thomas Ltd,<2L,11,Verified,Tara Dunn,High potential customer
