Employee_ID,Employee_Name,Department,Job_Role,Grievance_Type,Grievance_Date,Grievance_Status,Feedback_Type,HR_Action_Taken,Resolution_Date,Notes,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0345,Employee_345,Finance,Analyst,Workplace Conflict,2025-01-06,Escalated,Negative,Training,2025-01-10 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0346,Employee_346,Sales,Analyst,Policy Violation,2024-10-23,In Progress,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0347,Employee_347,HR,Executive,Compensation Dispute,2024-10-28,In Progress,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0348,Employee_348,Operations,Consultant,Workplace Conflict,2025-02-19,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0349,Employee_349,Finance,Assistant,Other,2025-02-12,Escalated,Negative,None,2025-02-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0350,Employee_350,Sales,Engineer,Compensation Dispute,2025-02-04,In Progress,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0351,Employee_351,Finance,Assistant,Harassment,2025-06-30,Open,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0352,Employee_352,Marketing,Assistant,Harassment,2024-11-27,Escalated,Neutral,Warning,2024-12-05 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0353,Employee_353,IT,Executive,Other,2025-10-05,Resolved,Negative,Mediation,2025-10-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0354,Employee_354,Marketing,Consultant,Policy Violation,2025-03-29,Open,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0355,Employee_355,Finance,Engineer,Other,2025-04-30,Resolved,Neutral,Warning,2025-05-27 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0356,Employee_356,HR,Executive,Other,2025-06-12,Resolved,Negative,Counseling,2025-06-16 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0357,Employee_357,IT,Assistant,Compensation Dispute,2024-12-20,Escalated,Negative,Counseling,2025-01-16 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0358,Employee_358,HR,Analyst,Policy Violation,2025-02-28,In Progress,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0359,Employee_359,Marketing,Executive,Compensation Dispute,2025-06-16,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0360,Employee_360,IT,Analyst,Other,2025-03-23,Escalated,Positive,Training,2025-03-29 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0361,Employee_361,HR,Engineer,Compensation Dispute,2025-05-22,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0362,Employee_362,HR,Engineer,Policy Violation,2025-01-26,Resolved,Neutral,Counseling,2025-02-06 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0363,Employee_363,Sales,Engineer,Workplace Conflict,2025-01-10,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0364,Employee_364,Finance,Executive,Other,2025-09-21,In Progress,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0365,Employee_365,Operations,Analyst,Workplace Conflict,2025-04-01,Resolved,Positive,None,2025-04-28 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0366,Employee_366,Operations,Consultant,Policy Violation,2024-12-03,Resolved,Negative,Counseling,2024-12-21 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0367,Employee_367,Sales,Engineer,Compensation Dispute,2025-08-21,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0368,Employee_368,Finance,Consultant,Other,2025-06-26,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0369,Employee_369,Sales,Analyst,Other,2024-11-19,Open,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0370,Employee_370,Operations,Analyst,Workplace Conflict,2025-05-10,Resolved,Positive,None,2025-05-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0371,Employee_371,Marketing,Executive,Workplace Conflict,2025-03-22,Open,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0372,Employee_372,HR,Engineer,Policy Violation,2025-06-24,Resolved,Negative,None,2025-07-21 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0373,Employee_373,Sales,Consultant,Compensation Dispute,2025-03-07,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0374,Employee_374,HR,Assistant,Compensation Dispute,2025-02-26,Escalated,Negative,None,2025-03-28 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0375,Employee_375,Finance,Engineer,Policy Violation,2025-09-03,Open,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0376,Employee_376,Marketing,Consultant,Other,2025-01-21,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0377,Employee_377,IT,Engineer,Policy Violation,2024-12-30,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0378,Employee_378,Marketing,Executive,Policy Violation,2025-06-21,Resolved,Neutral,Counseling,2025-06-24 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0379,Employee_379,HR,Analyst,Policy Violation,2025-05-14,Escalated,Positive,Warning,2025-06-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0380,Employee_380,IT,Executive,Compensation Dispute,2025-05-15,Escalated,Negative,Training,2025-05-28 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0381,Employee_381,Marketing,Executive,Policy Violation,2025-04-07,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0382,Employee_382,IT,Engineer,Harassment,2025-05-31,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0383,Employee_383,HR,Manager,Other,2025-06-23,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0384,Employee_384,Finance,Consultant,Compensation Dispute,2025-08-25,Escalated,Negative,Warning,2025-09-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0385,Employee_385,Sales,Engineer,Harassment,2025-10-08,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0386,Employee_386,Marketing,Assistant,Compensation Dispute,2025-02-07,Escalated,Negative,Counseling,2025-02-08 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0387,Employee_387,Sales,Analyst,Policy Violation,2025-08-26,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0388,Employee_388,Operations,Consultant,Policy Violation,2025-04-20,In Progress,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0389,Employee_389,Sales,Manager,Other,2025-03-16,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0390,Employee_390,Marketing,Consultant,Workplace Conflict,2024-12-30,Escalated,Neutral,Counseling,2025-01-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0391,Employee_391,Sales,Assistant,Policy Violation,2025-03-07,Escalated,Positive,Warning,2025-03-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0392,Employee_392,Sales,Analyst,Harassment,2025-05-07,Resolved,Neutral,Mediation,2025-05-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0393,Employee_393,Sales,Assistant,Workplace Conflict,2025-01-10,Resolved,Neutral,Counseling,2025-01-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0394,Employee_394,IT,Assistant,Compensation Dispute,2025-09-03,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0395,Employee_395,HR,Analyst,Workplace Conflict,2024-10-27,Escalated,Negative,Counseling,2024-11-05 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0396,Employee_396,Sales,Executive,Workplace Conflict,2025-07-29,Open,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0397,Employee_397,HR,Consultant,Workplace Conflict,2025-08-19,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0398,Employee_398,HR,Consultant,Other,2025-02-17,Open,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0399,Employee_399,Sales,Engineer,Compensation Dispute,2024-12-19,Escalated,Negative,None,2024-12-31 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0400,Employee_400,Operations,Consultant,Workplace Conflict,2025-07-02,In Progress,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0401,Employee_401,Sales,Assistant,Other,2025-04-07,Escalated,Negative,Warning,2025-04-25 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0402,Employee_402,Marketing,Assistant,Policy Violation,2024-12-03,Resolved,Neutral,Mediation,2024-12-10 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0403,Employee_403,Sales,Manager,Policy Violation,2025-02-08,Resolved,Neutral,Mediation,2025-02-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0404,Employee_404,Marketing,Analyst,Workplace Conflict,2025-03-20,Resolved,Positive,Counseling,2025-04-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0405,Employee_405,IT,Manager,Compensation Dispute,2025-08-14,Resolved,Neutral,None,2025-08-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0406,Employee_406,IT,Consultant,Policy Violation,2025-09-04,Resolved,Negative,Warning,2025-09-26 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0407,Employee_407,Sales,Analyst,Compensation Dispute,2025-03-26,Resolved,Positive,Training,2025-03-28 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0408,Employee_408,Operations,Consultant,Workplace Conflict,2025-09-25,In Progress,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0409,Employee_409,Operations,Consultant,Policy Violation,2025-05-04,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0410,Employee_410,Operations,Analyst,Other,2025-09-21,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0411,Employee_411,Marketing,Executive,Compensation Dispute,2025-04-27,Resolved,Positive,None,2025-05-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0412,Employee_412,HR,Executive,Other,2024-10-18,Resolved,Positive,Mediation,2024-10-24 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0413,Employee_413,Operations,Assistant,Policy Violation,2024-12-18,Escalated,Neutral,Counseling,2025-01-05 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0414,Employee_414,IT,Assistant,Workplace Conflict,2025-05-20,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0415,Employee_415,Finance,Executive,Policy Violation,2025-02-06,Open,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0416,Employee_416,HR,Engineer,Other,2025-01-31,Resolved,Positive,Training,2025-02-04 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0417,Employee_417,Operations,Manager,Other,2025-01-21,In Progress,Neutral,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0418,Employee_418,Marketing,Engineer,Harassment,2025-07-07,Resolved,Negative,Training,2025-07-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0419,Employee_419,HR,Assistant,Policy Violation,2025-07-19,Escalated,Negative,None,2025-08-01 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0420,Employee_420,Operations,Executive,Other,2025-05-01,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0421,Employee_421,Marketing,Consultant,Policy Violation,2025-06-20,Escalated,Negative,Warning,2025-07-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0422,Employee_422,HR,Engineer,Other,2025-06-07,Resolved,Neutral,Mediation,2025-06-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0423,Employee_423,Marketing,Analyst,Policy Violation,2024-11-13,Open,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0424,Employee_424,IT,Analyst,Policy Violation,2025-10-13,Escalated,Positive,Training,2025-11-02 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0425,Employee_425,Finance,Analyst,Harassment,2025-08-21,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0426,Employee_426,Sales,Analyst,Other,2025-05-06,Escalated,Negative,None,2025-05-22 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0427,Employee_427,Finance,Executive,Harassment,2025-05-26,Escalated,Negative,Mediation,2025-06-24 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0428,Employee_428,Finance,Assistant,Policy Violation,2024-10-31,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0429,Employee_429,HR,Analyst,Compensation Dispute,2025-01-26,Resolved,Neutral,Mediation,2025-02-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0430,Employee_430,Sales,Analyst,Compensation Dispute,2025-04-12,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0431,Employee_431,HR,Engineer,Harassment,2025-06-17,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0432,Employee_432,Marketing,Consultant,Other,2025-06-05,Escalated,Positive,Counseling,2025-06-30 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0433,Employee_433,Sales,Analyst,Other,2025-01-05,In Progress,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0434,Employee_434,Sales,Manager,Compensation Dispute,2025-03-03,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0435,Employee_435,IT,Assistant,Harassment,2025-05-03,Escalated,Negative,None,2025-05-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0436,Employee_436,Sales,Analyst,Policy Violation,2025-06-19,In Progress,Neutral,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0437,Employee_437,Operations,Engineer,Harassment,2025-10-12,Resolved,Neutral,Counseling,2025-10-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0438,Employee_438,Marketing,Engineer,Compensation Dispute,2025-01-24,Resolved,Positive,Mediation,2025-02-16 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0439,Employee_439,IT,Assistant,Policy Violation,2025-07-14,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0440,Employee_440,IT,Manager,Harassment,2024-11-08,Escalated,Positive,Warning,2024-11-10 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0441,Employee_441,Operations,Executive,Compensation Dispute,2025-07-02,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0442,Employee_442,IT,Assistant,Other,2025-06-03,Escalated,Neutral,Mediation,2025-06-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0443,Employee_443,Operations,Analyst,Compensation Dispute,2025-05-10,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0444,Employee_444,Marketing,Engineer,Policy Violation,2025-10-12,Open,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0445,Employee_445,Operations,Consultant,Harassment,2025-05-07,Resolved,Positive,Warning,2025-06-04 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0446,Employee_446,Sales,Engineer,Workplace Conflict,2025-08-22,Resolved,Positive,Training,2025-09-02 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0447,Employee_447,Operations,Executive,Policy Violation,2025-09-14,Resolved,Negative,Mediation,2025-09-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0448,Employee_448,HR,Analyst,Policy Violation,2025-05-05,Escalated,Positive,None,2025-05-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0449,Employee_449,Sales,Executive,Workplace Conflict,2025-07-28,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0450,Employee_450,Operations,Analyst,Compensation Dispute,2025-10-14,In Progress,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0451,Employee_451,Operations,Manager,Workplace Conflict,2024-11-26,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0452,Employee_452,HR,Assistant,Compensation Dispute,2025-08-31,Resolved,Positive,None,2025-09-05 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0453,Employee_453,Sales,Manager,Harassment,2024-10-20,Open,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0454,Employee_454,Marketing,Assistant,Compensation Dispute,2024-11-03,Escalated,Positive,Counseling,2024-11-21 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0455,Employee_455,Marketing,Analyst,Harassment,2025-01-15,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0456,Employee_456,IT,Manager,Other,2024-12-11,Open,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0457,Employee_457,Marketing,Manager,Other,2025-07-21,Resolved,Neutral,Training,2025-07-31 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0458,Employee_458,Operations,Assistant,Harassment,2025-06-15,Resolved,Positive,Training,2025-07-04 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0459,Employee_459,Marketing,Manager,Workplace Conflict,2025-08-07,Resolved,Neutral,Mediation,2025-08-27 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0460,Employee_460,Sales,Manager,Other,2024-10-25,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0461,Employee_461,Finance,Assistant,Other,2025-04-12,Resolved,Positive,Mediation,2025-04-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0462,Employee_462,Finance,Executive,Workplace Conflict,2025-09-12,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0463,Employee_463,IT,Engineer,Harassment,2025-07-13,Resolved,Negative,Training,2025-07-26 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0464,Employee_464,Finance,Executive,Policy Violation,2025-05-29,Open,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0465,Employee_465,Marketing,Manager,Workplace Conflict,2025-03-01,In Progress,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0466,Employee_466,Finance,Analyst,Policy Violation,2025-04-30,Open,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0467,Employee_467,Marketing,Analyst,Workplace Conflict,2025-09-14,Resolved,Positive,Counseling,2025-10-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0468,Employee_468,Operations,Engineer,Other,2024-12-20,Escalated,Negative,Training,2025-01-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0469,Employee_469,Sales,Assistant,Workplace Conflict,2025-02-03,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0470,Employee_470,Finance,Assistant,Policy Violation,2025-07-09,Escalated,Negative,Training,2025-07-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0471,Employee_471,Finance,Executive,Policy Violation,2025-05-29,Escalated,Negative,Warning,2025-06-03 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0472,Employee_472,IT,Engineer,Compensation Dispute,2025-05-09,Resolved,Neutral,Warning,2025-05-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0473,Employee_473,HR,Engineer,Workplace Conflict,2025-10-12,Resolved,Positive,None,2025-10-17 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0474,Employee_474,IT,Engineer,Harassment,2025-01-02,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0475,Employee_475,Sales,Analyst,Workplace Conflict,2025-02-10,Escalated,Positive,Mediation,2025-03-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0476,Employee_476,IT,Consultant,Harassment,2024-12-01,Escalated,Neutral,None,2024-12-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0477,Employee_477,Marketing,Analyst,Harassment,2025-05-20,In Progress,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0478,Employee_478,HR,Manager,Other,2025-03-04,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0479,Employee_479,Finance,Analyst,Workplace Conflict,2025-10-06,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0480,Employee_480,Marketing,Assistant,Other,2025-04-06,Escalated,Neutral,Warning,2025-05-02 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0481,Employee_481,HR,Analyst,Harassment,2025-07-11,Escalated,Neutral,Counseling,2025-08-09 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0482,Employee_482,Finance,Assistant,Other,2024-12-19,Escalated,Neutral,Counseling,2025-01-09 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0483,Employee_483,Marketing,Consultant,Compensation Dispute,2025-02-14,Escalated,Negative,Counseling,2025-03-10 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0484,Employee_484,Operations,Manager,Other,2025-06-06,Escalated,Negative,Training,2025-06-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0485,Employee_485,IT,Executive,Workplace Conflict,2025-09-06,Resolved,Neutral,Warning,2025-10-03 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0486,Employee_486,Marketing,Engineer,Other,2024-12-09,Escalated,Positive,Training,2025-01-06 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0487,Employee_487,Operations,Analyst,Other,2025-04-26,In Progress,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0488,Employee_488,Operations,Engineer,Harassment,2025-05-17,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0489,Employee_489,Marketing,Analyst,Compensation Dispute,2025-02-26,Resolved,Positive,Warning,2025-03-17 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0490,Employee_490,IT,Executive,Workplace Conflict,2025-05-03,Escalated,Negative,None,2025-05-22 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0491,Employee_491,Sales,Engineer,Compensation Dispute,2024-12-28,Resolved,Neutral,Counseling,2025-01-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0492,Employee_492,Operations,Manager,Other,2025-09-05,Escalated,Positive,None,2025-09-15 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0493,Employee_493,Marketing,Assistant,Compensation Dispute,2025-03-23,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0494,Employee_494,Marketing,Engineer,Harassment,2025-06-07,In Progress,Neutral,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0495,Employee_495,HR,Executive,Compensation Dispute,2025-08-26,Resolved,Negative,Warning,2025-09-17 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0496,Employee_496,IT,Manager,Policy Violation,2025-06-02,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0497,Employee_497,Sales,Consultant,Workplace Conflict,2024-11-10,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0498,Employee_498,IT,Manager,Workplace Conflict,2024-10-30,Escalated,Neutral,Training,2024-11-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0499,Employee_499,Operations,Manager,Compensation Dispute,2024-11-07,Escalated,Positive,Training,2024-11-09 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0500,Employee_500,Sales,Assistant,Policy Violation,2025-08-17,Open,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
