Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Department,Region,Report Status,Submission Date,Reviewer Name,Compliance Score,Remarks
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Transparency,Compliance Data,Validate Submissions,2b7dc0e8-4df1-461e-bcde-99942e3fc5bd,Operations,EMEA,In Review,2025-08-03,Nicole Williams,79.0,Various than smile recently scene with prepare.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Validate Submissions,526eee05-8613-4043-8a24-3b5e1f7b662c,Compliance,APAC,In Review,2025-06-18,Eric Lee,83.84,High discuss something increase.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Regulatory Data,Review Compliance Reports,a6a193a1-9aa0-426d-9545-86de9d78d264,Legal,Americas,Pending,2025-03-20,Julie Mcdaniel,92.56,During store apply great station operation.
Operational Risk,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Transparency,Compliance Data,Review Compliance Reports,4c3309ae-ac99-4701-bfcb-07bb20d84225,Operations,EMEA,In Review,2025-05-29,Kimberly Russell,84.24,Dog region discuss reflect away go media.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Governance,Regulatory Data,Prepare Regulatory Reports,908b4976-479f-4e68-b449-d856a0db3d6d,Operations,APAC,Pending,2025-06-14,Dr. Angela Johnson,87.69,Within idea tough tonight list down much benefit.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Audit Regulatory Processes,Governance,Compliance Data,Prepare Regulatory Reports,8c50cf15-2abf-4728-86c9-1386c2c4b4dd,Operations,EMEA,In Review,2025-05-25,Patrick Tanner,99.32,Eye stage happen take.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Validate Submissions,ea16138f-0457-4ccc-bb6f-bb52f04cdf6b,Compliance,EMEA,Pending,2025-09-03,Dr. Karen Campbell,91.9,Morning nation religious reason among result.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Compliance,Compliance Data,Review Compliance Reports,62d8f7bf-9b0b-4cb8-b662-0d1f2a99e498,Legal,EMEA,In Review,2025-01-29,Shari Perez,73.7,Front see water.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Prepare Regulatory Reports,71298604-89cc-4c30-8627-42f27fc00e08,Operations,EMEA,Approved,2025-04-07,Jacob Austin,70.92,Citizen best product cold good total minute put.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Governance,Compliance Data,Prepare Regulatory Reports,3b703fa3-f66f-4ef3-b45a-d5d3083f75d7,Legal,EMEA,In Review,2025-05-23,Kelly Smith,86.51,Play begin they return possible.
Operational Risk,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Governance,Regulatory Data,Prepare Regulatory Reports,1d6640fd-7e29-47d9-8a42-b29ba22ac9d4,Legal,EMEA,Submitted,2025-03-01,Tiffany Brown,92.32,Model place base artist discuss.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Governance,Compliance Data,Validate Submissions,94c9e31b-9713-46a2-aaad-1ac9afd2394d,Legal,EMEA,In Review,2025-09-27,Joanna Berry,79.55,Fill notice summer thank.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Prepare Regulatory Reports,Transparency,Compliance Data,Validate Submissions,968e577d-83c0-4f6f-8b8d-295708bbf199,Legal,EMEA,Rejected,2025-07-21,Lindsay Mckenzie,82.16,Participant operation east.
Risk Management,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Governance,Compliance Data,Review Compliance Reports,6592c32e-c18e-49be-82eb-86ab12f020bf,Compliance,APAC,Submitted,2025-04-10,Marilyn Norris,99.64,Benefit past either personal better.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,57ee0f0c-706d-4f37-bbaa-190d79f189b1,Legal,APAC,Pending,2025-01-26,Rebecca Nelson,91.28,Baby author less represent.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Validate Submissions,4751c864-8ffe-4e12-9e38-2c329c69506a,Legal,Americas,In Review,2025-06-13,Troy Jennings,91.93,Employee pattern stock wife add.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Compliance,Regulatory Data,Validate Submissions,554c7029-a4d2-43b5-a0cb-3c8a73cf17b4,Compliance,APAC,In Review,2025-03-20,Michael Mitchell,82.04,Network activity off million part themselves.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Compliance,Audit Data,Validate Submissions,19d1bc76-6e18-48d3-9138-16af4ccde7ec,Finance,EMEA,In Review,2025-02-06,Gabriel Crawford,97.87,Woman home sometimes force along man word carry.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Validate Submissions,268bf896-1029-4150-8eb3-0dc68f72c635,Operations,EMEA,Submitted,2025-04-11,David Walker,94.51,Worker kind road program start.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Compliance,Audit Data,Review Compliance Reports,6926b4e8-9093-4b88-a79e-b5a25d163909,Finance,Americas,Rejected,2025-02-23,Ryan Burns,90.24,Open range especially will something development discuss project.
Risk Management,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Compliance,Regulatory Data,Validate Submissions,b73c5965-3698-489e-9f8b-2ec604862b34,Finance,EMEA,Pending,2025-02-22,Karen Mcdaniel,86.15,Debate office government sign back.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Compliance,Audit Data,Review Compliance Reports,af467cc5-3acf-4085-afcc-c28fd1debd16,Finance,APAC,Submitted,2025-08-17,Raymond Lozano,89.57,Think quickly conference view second.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Governance,Compliance Data,Prepare Regulatory Reports,218a534f-96a5-479d-af48-a56ad0221312,Finance,Americas,Rejected,2025-04-03,Wayne Lee,73.92,Stop toward morning box term.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Audit Regulatory Processes,Transparency,Audit Data,Prepare Regulatory Reports,d3378678-f5af-4bb0-a50c-aee68ca58f52,Legal,APAC,Submitted,2025-03-17,Anne Carson,84.4,Left bar year someone.
Risk Management,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,f9806a25-f98c-4597-b8d4-49dca0ae6920,Operations,EMEA,In Review,2025-05-10,Robert Vang,74.49,Build home nothing end crime.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,f75acbf6-3f49-42d8-99db-f1a967a7ecd2,Compliance,APAC,Approved,2025-01-25,Angela Rocha,74.69,Government art poor imagine feel up.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Transparency,Audit Data,Prepare Regulatory Reports,02087036-f186-4d83-828f-6598719d403f,Compliance,EMEA,Rejected,2025-05-18,Danielle Whitney,71.53,Action outside age peace share.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Prepare Regulatory Reports,Transparency,Compliance Data,Validate Submissions,9007c43d-eff5-4785-bddf-e1ecb6875f7b,Compliance,EMEA,Rejected,2025-06-01,Marisa Gibson MD,78.5,Special store third account.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Compliance,Regulatory Data,Prepare Regulatory Reports,3472669b-89a0-4041-9c16-09ba575bdd76,Compliance,EMEA,In Review,2025-03-11,Amber Cooper,87.87,Amount reach eye specific.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,be122210-9571-4d20-826a-ed51ebd3523a,Compliance,EMEA,Pending,2025-02-10,Jeffery Richardson,71.17,Agreement road candidate box.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Prepare Regulatory Reports,4be51b90-8ca6-4bec-84ed-542bbb4b776f,Finance,EMEA,Rejected,2025-06-22,Anthony Warren,76.03,Almost majority third clear Republican.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Governance,Audit Data,Validate Submissions,f13d5838-2531-49c6-8435-3d9d0118f3e2,Operations,Americas,In Review,2025-09-08,Jennifer Thomas DDS,74.9,Course crime line paper lay.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Compliance Data,Review Compliance Reports,39c23cac-291a-4067-acd2-e75d2cae555a,Finance,APAC,Pending,2025-01-18,Robin Palmer,73.2,Its respond market quickly.
Operational Risk,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Review Compliance Reports,a587f0a4-637e-49e2-8afb-292b496969c4,Legal,APAC,Pending,2025-07-01,Morgan Shelton,88.74,Difficult can some improve near.
Operational Risk,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,66524ae9-710c-47ee-b6f6-7ac625161f9a,Operations,Americas,Submitted,2025-05-03,Nicholas Adkins,75.68,Some accept could up.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Submit Compliance Filings,Governance,Compliance Data,Review Compliance Reports,21918a22-5675-42be-8459-ed43cb424cf8,Finance,APAC,Approved,2025-04-18,Allen Roberts,99.1,Daughter open war water while body sort.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Validate Submissions,dd78278b-27c3-4e5e-ba11-9f946a893f6a,Finance,EMEA,Approved,2025-05-08,Erica Richardson,81.3,Report finally entire stock standard individual.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Prepare Regulatory Reports,344bc028-2b3b-4310-a175-881076e9e59e,Finance,EMEA,Submitted,2025-09-10,Dorothy Aguirre,79.57,Two trouble believe responsibility school.
Risk Management,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Compliance,Audit Data,Validate Submissions,b7319d2e-ddfb-4aa9-a7b5-fdf2c74bbd72,Operations,APAC,Submitted,2025-04-24,Kirk Marshall,90.01,Miss defense charge mouth.
Risk Management,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Validate Submissions,4052ef21-e219-4a81-81df-7f06c9d87887,Legal,APAC,In Review,2025-08-24,Eduardo Munoz,88.58,Star kid task animal.
Risk Management,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Prepare Regulatory Reports,f5e151c6-e958-49fb-a1df-0725f13aab1c,Legal,EMEA,In Review,2025-07-11,Maria Douglas,91.13,Start sell themselves agree go cell law let.
Operational Risk,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Prepare Regulatory Reports,93470a10-6b1f-4e1e-9fb8-ffe680789b11,Compliance,EMEA,Approved,2025-07-10,Charles Jones,73.46,Degree girl late different.
Risk Management,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Governance,Compliance Data,Prepare Regulatory Reports,687a4b6c-56f4-44d6-87a6-e1e29eb5957a,Operations,EMEA,Pending,2025-02-11,Cassidy Simpson,88.79,Such more help lay fill language wear.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,3abf378a-3f9a-473a-92f7-87f45e20aed1,Legal,APAC,In Review,2025-09-14,Michael Frazier MD,97.32,Very beat their.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Transparency,Audit Data,Prepare Regulatory Reports,1f083654-e5ae-44fa-b95d-bb468256398b,Compliance,APAC,Pending,2025-08-21,Megan George,81.0,Economic state identify place.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Validate Submissions,c48d1de2-03d1-4f3f-bb88-fd9f71e3eb8e,Operations,APAC,Rejected,2025-05-18,Benjamin Johnson,76.43,Wind page respond move radio girl.
Operational Risk,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Validate Submissions,a91be457-fa75-40cf-b382-fc163bdda018,Finance,EMEA,Submitted,2025-08-31,Ashley Ford,71.66,Hair standard teach amount moment support politics.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Compliance,Audit Data,Validate Submissions,4241ebac-dae5-4ab0-9636-1152e3b5818b,Legal,Americas,Approved,2025-02-05,Andrea King,96.1,Share money election.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Transparency,Regulatory Data,Review Compliance Reports,bedda203-c09e-411f-828f-13ad1556daac,Operations,EMEA,Approved,2025-10-16,Oscar Brooks,87.94,But amount few.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,4642943b-d19e-4fe5-9382-b4f425c8d09a,Legal,APAC,Rejected,2025-01-09,Monica Morgan,75.09,Enough total weight toward draw marriage any.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Submit Compliance Filings,Transparency,Audit Data,Review Compliance Reports,d358cf36-6dfd-4371-a6cd-b2101cf65611,Compliance,Americas,Pending,2025-03-02,Monique Barrett,85.95,Listen clear table body one.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Audit Data,Prepare Regulatory Reports,bad4a0b5-5997-4bd6-98f3-51bf92e4ae7f,Compliance,Americas,Approved,2025-01-07,Victor Parker,97.75,He record image.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Review Compliance Reports,3ae4217f-90b0-40a4-a519-88f8a65ac01e,Finance,EMEA,In Review,2025-04-26,Tonya Reed,95.58,Skill turn senior continue mother high responsibility.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Audit Regulatory Processes,Governance,Regulatory Data,Review Compliance Reports,017b92b1-a9a4-4786-9ce8-d28af719427d,Finance,APAC,Pending,2025-03-13,Richard Lindsey,71.63,Morning almost natural senior couple.
Operational Risk,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Compliance Data,Prepare Regulatory Reports,f5c701a8-1c1a-4d56-b13b-3050cd744e38,Compliance,APAC,Pending,2025-07-07,David Gordon,81.42,Appear term feel case.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Review Compliance Reports,519f10cd-43c1-464e-9fcb-f96c459626f9,Compliance,APAC,In Review,2025-02-20,Sandra Church,85.4,Ever finally loss pass people challenge nor.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Review Compliance Reports,7794ff46-73b3-476e-9894-50217814a51e,Finance,APAC,Rejected,2025-05-18,Matthew Hanna,77.34,Personal stuff learn eight.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Governance,Regulatory Data,Review Compliance Reports,d685aec0-589b-41b6-be56-f2962cd4bd8d,Compliance,EMEA,Pending,2025-03-14,Danny Alexander,94.74,Section fly third opportunity general tonight try.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Transparency,Regulatory Data,Review Compliance Reports,2614afbc-f74a-441a-a4e2-73f5748c189b,Finance,EMEA,Pending,2025-10-11,James Lewis DVM,92.82,A choice manage.
Regulatory Oversight,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Transparency,Audit Data,Prepare Regulatory Reports,39645d56-0fae-4286-b38f-b501cc2c6be9,Compliance,EMEA,In Review,2025-02-09,Kenneth Taylor,70.31,Security course wish daughter.
Regulatory Oversight,Risk and Compliance Operations,Regulatory Compliance,Audit Regulatory Processes,Governance,Audit Data,Prepare Regulatory Reports,48becac3-0922-40bf-9798-2972c514af7a,Finance,APAC,In Review,2025-05-22,Joshua Miller,95.07,Win just picture item effect face bill big.
Operational Risk,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Compliance,Compliance Data,Review Compliance Reports,1ca5132d-30d4-4f78-9ce4-e03236614511,Operations,EMEA,Pending,2025-07-31,Marcus Reyes,95.97,May wrong want memory.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Review Compliance Reports,17377814-2cac-4c66-9fc0-17bb40336593,Legal,APAC,Pending,2025-03-05,Jamie Hale,74.58,Ask responsibility skill use ten.
Operational Risk,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Regulatory Data,Validate Submissions,c9ad8a82-6d17-4ee7-8e12-f6928ca978ca,Legal,EMEA,Rejected,2025-05-29,Derek Lawrence,88.96,Gas church miss contain baby become.
Regulatory Oversight,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Prepare Regulatory Reports,d1527920-47ec-4f30-9290-c565c153c263,Finance,APAC,Submitted,2025-04-04,Elizabeth Hernandez,94.51,Give agreement medical candidate hope trip federal.
Operational Risk,Risk and Compliance Operations,Reporting Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Prepare Regulatory Reports,5fb68264-7258-4d90-87b5-c9af94fa65ea,Finance,EMEA,In Review,2025-02-04,Darryl Roman,90.94,Say fight million red sort yourself.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Governance,Compliance Data,Validate Submissions,446687e6-c8eb-44ef-89ee-0a089b7b50c3,Operations,APAC,Rejected,2025-05-27,Wanda Garcia,75.95,Enjoy well economic without factor.
Operational Risk,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Compliance,Regulatory Data,Prepare Regulatory Reports,828491a1-9e9f-454b-ba21-8dbbd6f1f79d,Finance,APAC,Submitted,2025-09-11,Richard Bell,89.1,Great like list protect most product important.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Compliance Data,Prepare Regulatory Reports,139a68f3-73c8-4fc3-bc39-7961fc03ee2e,Compliance,EMEA,Pending,2025-05-28,Steven Decker,77.58,Star final because reach yard movie.
Risk Management,Regulatory Affairs,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Validate Submissions,46364eef-3d44-4c78-9291-9e32a19d126c,Compliance,EMEA,In Review,2025-09-27,James Morales,96.17,During firm series decision.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,b21f28f2-271c-4821-8b1b-4ea4f32e22d1,Finance,EMEA,Rejected,2025-05-24,Joanna Fleming,80.91,Size ball decision.
Operational Risk,Risk and Compliance Operations,Regulatory Compliance,Prepare Regulatory Reports,Compliance,Compliance Data,Review Compliance Reports,ab47fa1e-baeb-48e9-9ca5-784f504a473d,Compliance,EMEA,Approved,2025-09-11,Brianna Knox,99.67,Station reason sea course kind.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,62706230-5e36-435c-ab51-3a0e14c4c27b,Legal,APAC,In Review,2025-04-04,Catherine Robinson,76.47,Like write actually cover sport.
Risk Management,Regulatory Affairs,Regulatory Compliance,Submit Compliance Filings,Transparency,Audit Data,Review Compliance Reports,09351084-52ba-4090-97b0-2e1c68e8e98a,Compliance,Americas,Pending,2025-07-18,Andrew Juarez,71.53,Son suddenly police he of as.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Review Compliance Reports,a97d0a70-b510-4fde-86c3-ec5bed0d4c16,Finance,EMEA,Rejected,2025-03-27,Jenna Parker,74.44,Can audience provide hospital.
Operational Risk,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Validate Submissions,4607d891-8d30-4b07-91f9-a5e5d72dfae2,Operations,EMEA,Approved,2025-06-15,Tracy Weber,75.18,Phone too official.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Submit Compliance Filings,Compliance,Regulatory Data,Validate Submissions,e98879c1-5401-4582-9fb7-a601b49826ba,Legal,EMEA,Approved,2025-01-10,Kimberly Lawrence,81.41,Cover military end air their president.
Operational Risk,Regulatory Affairs,Compliance Monitoring,Submit Compliance Filings,Compliance,Regulatory Data,Review Compliance Reports,e011a63e-24b0-4cec-8a56-a4c58c0ebde7,Legal,Americas,Approved,2025-04-19,Mark Nelson,75.01,Everybody behind tonight point treatment change plan national.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Transparency,Compliance Data,Validate Submissions,7d1dc174-f830-487e-a6c5-b03d41e2758d,Finance,Americas,Rejected,2025-01-11,Julie Williams,85.9,Executive majority wonder radio return begin.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Transparency,Audit Data,Review Compliance Reports,cc3ca2e4-38f5-40d4-a387-4b2edac3f156,Compliance,Americas,Pending,2025-01-03,Erin Mahoney,77.22,Movement above official.
Regulatory Oversight,Compliance Governance,Reporting Compliance,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,2684f5db-19b4-4d20-a776-d11a78ad35c6,Compliance,EMEA,Submitted,2025-01-19,Bobby Griffin,81.53,Skill such call fight study important.
Regulatory Oversight,Regulatory Affairs,Regulatory Compliance,Audit Regulatory Processes,Transparency,Audit Data,Validate Submissions,4d829279-7edb-447c-85ff-0918e3ae7ff4,Compliance,EMEA,Approved,2025-02-08,Vanessa Sutton,96.7,Cell effect owner century movement realize technology.
Operational Risk,Compliance Governance,Compliance Monitoring,Prepare Regulatory Reports,Compliance,Audit Data,Review Compliance Reports,0beb694c-c843-485e-9206-9e2fd1f94cf6,Compliance,EMEA,Approved,2025-04-01,Lori Patterson,70.59,Possible account analysis hour.
Risk Management,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Compliance Data,Prepare Regulatory Reports,25910ad9-a779-4626-b610-17c196e2d8de,Operations,APAC,Rejected,2025-09-10,Thomas Flores,76.06,Teach for state nothing gas this.
Risk Management,Risk and Compliance Operations,Reporting Compliance,Prepare Regulatory Reports,Compliance,Audit Data,Prepare Regulatory Reports,b0ab00e3-4278-4925-9543-bfa0e95f661f,Compliance,Americas,Pending,2025-01-29,John Smith,85.4,Development street black whole.
Risk Management,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Audit Data,Review Compliance Reports,8769fcdb-7db9-4147-bce9-97aa680a67bb,Finance,Americas,Approved,2025-06-12,Amy Ramos,78.41,Particularly sound story nearly during attack.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Prepare Regulatory Reports,Transparency,Regulatory Data,Prepare Regulatory Reports,4810db1f-31e0-4659-96ad-1060d2c2a875,Finance,Americas,In Review,2025-06-11,Patricia Maxwell,88.01,Few response forward lawyer fast cost.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,a337d8e5-f405-429f-8719-91747fa90931,Compliance,Americas,Submitted,2025-01-30,Charles Myers,75.39,Any seven floor treat.
Regulatory Oversight,Regulatory Affairs,Compliance Monitoring,Audit Regulatory Processes,Governance,Audit Data,Review Compliance Reports,dfb649fa-02dd-4184-87d8-1d4d619fb5d2,Compliance,EMEA,In Review,2025-09-08,Mrs. Debra Mclaughlin,81.21,Foot your fear actually budget police beyond.
Risk Management,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Compliance,Compliance Data,Validate Submissions,9d24f526-6877-4e46-97ba-6c32772961cc,Finance,APAC,Pending,2025-05-05,Jerry Evans,93.23,Evening imagine whether world.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Audit Regulatory Processes,Governance,Compliance Data,Validate Submissions,e3f0d506-2f35-46a7-92b3-d4cf9f0e5251,Compliance,Americas,Submitted,2025-02-15,Amanda Johnson PhD,96.14,Long also particular political late.
Operational Risk,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Governance,Regulatory Data,Review Compliance Reports,668b9f12-ea9a-47bb-a5be-ab7c0a714a10,Operations,APAC,Rejected,2025-07-18,Sierra Clark,83.51,Article article project civil.
Risk Management,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Transparency,Regulatory Data,Prepare Regulatory Reports,6e94ef62-5674-4573-aa6a-5da3794d72ff,Legal,APAC,Rejected,2025-02-08,Alison Watson,72.69,Letter gun rise activity establish road pick.
Risk Management,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Compliance,Compliance Data,Review Compliance Reports,e0ac99cf-05d7-4df6-b889-92aad267fa49,Finance,Americas,In Review,2025-02-02,Ashley Wheeler,84.2,Usually listen popular return southern number election.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Audit Regulatory Processes,Transparency,Compliance Data,Review Compliance Reports,8b46d41c-c994-4d23-8793-7316e25c55f1,Operations,EMEA,Pending,2025-09-23,Kylie Brown,74.62,First research baby nothing low start.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Regulatory Data,Prepare Regulatory Reports,596235af-1909-4573-b90e-b7d94523bb8c,Legal,APAC,In Review,2025-06-06,Vanessa Schmidt,85.12,Staff thousand assume dream.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Prepare Regulatory Reports,Governance,Compliance Data,Review Compliance Reports,f0c3eae6-3fd2-40b6-a49a-2c3bf59a4a55,Compliance,Americas,Rejected,2025-02-28,Christopher Marks,99.58,Fear generation player gas reveal free.
Regulatory Oversight,Compliance Governance,Regulatory Compliance,Prepare Regulatory Reports,Transparency,Audit Data,Validate Submissions,69c1144f-5072-4ed0-a530-baca51787d40,Operations,APAC,Approved,2025-10-03,Jamie Andrews,97.53,Reality treatment election bar many apply.
Operational Risk,Compliance Governance,Compliance Monitoring,Audit Regulatory Processes,Governance,Audit Data,Validate Submissions,663ceef3-73b9-45db-a888-d51e3abb1d8c,Finance,Americas,Approved,2025-01-30,Kristy Rivera,87.09,He ago election necessary interesting five budget full.
Risk Management,Compliance Governance,Compliance Monitoring,Submit Compliance Filings,Governance,Compliance Data,Prepare Regulatory Reports,52eafc9c-c16a-4ef7-bce4-064b02d2654d,Compliance,EMEA,Rejected,2025-07-11,Michael Baker,74.07,Never which energy professor job skin.
Risk Management,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Transparency,Audit Data,Validate Submissions,1ebdc03c-7a45-42d8-91d6-224e9b19b226,Operations,EMEA,In Review,2025-09-16,Michael Clark,75.1,Population late firm mission let ask.
Regulatory Oversight,Risk and Compliance Operations,Compliance Monitoring,Submit Compliance Filings,Governance,Regulatory Data,Validate Submissions,5c44a5b9-2ebf-40d1-bf65-a66c0f37aad8,Legal,Americas,In Review,2025-07-07,Mrs. Kristen May,90.71,Hard page trade line pattern part different.
Regulatory Oversight,Regulatory Affairs,Reporting Compliance,Submit Compliance Filings,Transparency,Regulatory Data,Review Compliance Reports,185ff69a-e559-48f5-94f4-a10c7ae83110,Legal,EMEA,In Review,2025-01-13,Melinda Clark,78.95,Run claim speak discussion clearly cup.
Operational Risk,Regulatory Affairs,Reporting Compliance,Audit Regulatory Processes,Compliance,Regulatory Data,Validate Submissions,a5eb5e20-e047-487e-97f0-0063834774c7,Finance,EMEA,Submitted,2025-09-27,Michael Miller,92.77,Too green follow ahead.
