feedback_id,customer_id,customer_name,product_category,product_name,feedback_channel,feedback_date,feedback_type,feedback_score,comments,agent_id,response_time_hrs,region,value_domain,data_segment,data_domain
FDB100278,CUST14238,Heather Sims,Furniture,FUR-128,Social Media,2025-04-23,Neutral,8,Less indicate model candidate despite fast clear.,AGT651,40.01,North,Process,Customer Servicing,Product Feedback
FDB100279,CUST18370,James Adams,Fashion,FAS-686,In-Store Kiosk,2025-05-12,Neutral,1,Actually issue itself realize up statement probably garden public several necessary five able without technology event.,AGT195,33.16,Central,Process,Customer Servicing,Product Feedback
FDB100280,CUST12086,Timothy Brennan,Sports,SPO-880,Email,2025-01-02,Negative,6,Within radio father effort painting chance look across film.,AGT678,15.9,Central,Process,Customer Servicing,Product Feedback
FDB100281,CUST11486,Lisa Harris,Automobile,AUT-125,Email,2024-11-09,Suggestion,10,Use pick throw floor pay realize.,AGT592,9.81,Central,Process,Customer Servicing,Product Feedback
FDB100282,CUST17810,Alexis Lopez,Healthcare,HEA-494,Email,2025-04-11,Positive,1,Move still rich this true security spring tell.,AGT379,1.29,Central,Process,Customer Servicing,Product Feedback
FDB100283,CUST15305,Brenda Lopez,Automobile,AUT-660,Web Portal,2025-04-25,Positive,10,Evening wrong interesting agency similar unit.,AGT569,44.88,East,Process,Customer Servicing,Product Feedback
FDB100284,CUST16535,Danielle Clayton,Fashion,FAS-827,In-Store Kiosk,2025-07-11,Neutral,5,Ability once beyond whether same group.,AGT575,19.6,North,Process,Customer Servicing,Product Feedback
FDB100285,CUST11498,Tyler Johnson,Electronics,ELE-578,Email,2025-05-22,Suggestion,5,Wide Republican without ready hour fact.,AGT262,33.33,West,Process,Customer Servicing,Product Feedback
FDB100286,CUST14426,Monique Harris,Healthcare,HEA-922,In-Store Kiosk,2024-11-15,Suggestion,4,Condition image reality design take lead herself class break himself no weight.,AGT438,30.43,South,Process,Customer Servicing,Product Feedback
FDB100287,CUST13392,Bobby Austin,Sports,SPO-535,Web Portal,2025-05-26,Suggestion,1,Effect main admit company baby concern camera rule rich compare.,AGT114,38.83,Central,Process,Customer Servicing,Product Feedback
FDB100288,CUST15919,Shannon Bond,Furniture,FUR-712,Email,2025-05-01,Negative,4,Seem man reach base five true star rise natural star actually part fly.,AGT166,29.14,West,Process,Customer Servicing,Product Feedback
FDB100289,CUST12024,Peter Werner,Healthcare,HEA-216,Social Media,2025-08-04,Positive,5,Him will knowledge type deep already attorney director see.,AGT559,6.3,West,Process,Customer Servicing,Product Feedback
FDB100290,CUST16189,Kathryn Mason,Fashion,FAS-253,Mobile App,2024-10-28,Complaint,9,Mention mind election car executive research boy six concern check second expect.,AGT162,21.67,East,Process,Customer Servicing,Product Feedback
FDB100291,CUST17098,Patricia Vasquez,Automobile,AUT-139,Mobile App,2025-01-09,Positive,8,Six trip deep since scientist enough deal race allow available wish owner themselves knowledge cause situation military month.,AGT665,14.3,Central,Process,Customer Servicing,Product Feedback
FDB100292,CUST11287,David Mclaughlin,Fashion,FAS-220,Email,2025-05-21,Neutral,7,Sense research kind drop deal.,AGT726,45.83,North,Process,Customer Servicing,Product Feedback
FDB100293,CUST13687,John Robbins,Appliances,APP-413,Social Media,2025-10-13,Suggestion,8,Data hope single sound spring return story.,AGT592,17.85,East,Process,Customer Servicing,Product Feedback
FDB100294,CUST11817,Brittney Bennett,Electronics,ELE-818,In-Store Kiosk,2025-02-20,Suggestion,5,Easy hundred he painting give morning success determine head.,AGT622,35.5,East,Process,Customer Servicing,Product Feedback
FDB100295,CUST11006,Danielle Sanchez,Healthcare,HEA-711,Mobile App,2025-03-26,Neutral,10,Wind prepare young nation woman western everybody several health thus listen.,AGT782,35.83,East,Process,Customer Servicing,Product Feedback
FDB100296,CUST16560,Gary Schultz,Sports,SPO-250,Web Portal,2025-01-04,Positive,8,Better father wear house nor animal cultural her.,AGT886,40.91,North,Process,Customer Servicing,Product Feedback
FDB100297,CUST12256,Christopher Vaughn,Healthcare,HEA-156,In-Store Kiosk,2025-09-10,Neutral,3,Section model above environment administration hold air.,AGT614,10.89,East,Process,Customer Servicing,Product Feedback
FDB100298,CUST11577,Javier Walton,Healthcare,HEA-961,Web Portal,2025-08-09,Negative,5,Team card like build change specific safe detail kitchen many would enjoy leave.,AGT767,31.11,South,Process,Customer Servicing,Product Feedback
FDB100299,CUST19700,Darren Hamilton,Healthcare,HEA-471,Web Portal,2025-09-25,Positive,7,Yes myself as issue commercial role want success new.,AGT515,13.4,South,Process,Customer Servicing,Product Feedback
FDB100300,CUST15090,Tiffany Fuller,Electronics,ELE-142,In-Store Kiosk,2024-10-23,Suggestion,4,Have today continue occur yet ok real administration suggest imagine ready.,AGT685,20.02,Central,Process,Customer Servicing,Product Feedback
FDB100301,CUST15657,Margaret Moore,Healthcare,HEA-411,In-Store Kiosk,2025-02-28,Suggestion,8,Security sort area relate kitchen consider last matter party world response out month.,AGT237,23.79,North,Process,Customer Servicing,Product Feedback
FDB100302,CUST16810,Brenda Rodriguez,Appliances,APP-113,Email,2025-07-02,Suggestion,4,Energy age a north second buy official hospital computer little add.,AGT443,31.91,South,Process,Customer Servicing,Product Feedback
FDB100303,CUST13127,David Valentine,Healthcare,HEA-789,Email,2025-07-09,Suggestion,5,Seat win beyond music drive.,AGT823,3.89,North,Process,Customer Servicing,Product Feedback
FDB100304,CUST10100,David Walker,Healthcare,HEA-660,In-Store Kiosk,2025-05-14,Negative,10,Writer chair during their tonight benefit low student organization position home job enter.,AGT947,33.61,West,Process,Customer Servicing,Product Feedback
FDB100305,CUST13869,Dr. John Smith MD,Fashion,FAS-561,Email,2025-05-17,Negative,7,Story receive card sense behind apply spend east my no gas paper.,AGT278,12.41,East,Process,Customer Servicing,Product Feedback
FDB100306,CUST13185,Anthony Graham,Furniture,FUR-683,Web Portal,2024-12-15,Negative,4,Wife bag piece house perhaps skill perhaps source visit upon.,AGT657,10.24,West,Process,Customer Servicing,Product Feedback
FDB100307,CUST19656,Joseph Garcia,Sports,SPO-806,Social Media,2025-01-26,Complaint,6,Mr watch late woman suggest arm guess poor industry speak.,AGT307,14.01,West,Process,Customer Servicing,Product Feedback
FDB100308,CUST15381,Omar Hardy,Sports,SPO-118,Web Portal,2025-08-10,Neutral,2,Financial amount court believe already billion rate southern sister.,AGT542,5.08,South,Process,Customer Servicing,Product Feedback
FDB100309,CUST10050,Savannah Rodriguez,Sports,SPO-266,Mobile App,2025-08-04,Suggestion,6,Side Democrat box drive Mr pay edge rule floor us pattern structure realize.,AGT822,14.53,West,Process,Customer Servicing,Product Feedback
FDB100310,CUST15898,Jennifer Adams,Healthcare,HEA-172,Email,2025-09-19,Suggestion,1,Each big option manager forward argue unit.,AGT253,22.87,East,Process,Customer Servicing,Product Feedback
FDB100311,CUST17560,Joshua Decker,Furniture,FUR-138,Social Media,2025-10-03,Suggestion,5,Window none five contain indeed authority south especially give analysis stock wonder style gun.,AGT328,25.49,West,Process,Customer Servicing,Product Feedback
FDB100312,CUST12152,Megan Freeman,Appliances,APP-428,In-Store Kiosk,2025-06-05,Neutral,3,Case lay picture help.,AGT317,7.76,Central,Process,Customer Servicing,Product Feedback
FDB100313,CUST19053,Bradley Rivera,Sports,SPO-311,Mobile App,2025-08-19,Positive,10,Join natural baby guy network door fine down bring plan agent half.,AGT408,7.14,North,Process,Customer Servicing,Product Feedback
FDB100314,CUST16386,Danielle Price,Electronics,ELE-463,Web Portal,2025-05-01,Complaint,8,Military star leader tend member.,AGT965,5.76,North,Process,Customer Servicing,Product Feedback
FDB100315,CUST11980,Melissa Cunningham,Electronics,ELE-255,In-Store Kiosk,2025-05-23,Neutral,9,Worker security raise mouth include hold case must although nearly specific guess.,AGT694,47.95,East,Process,Customer Servicing,Product Feedback
FDB100316,CUST13795,Janice Mathis,Appliances,APP-717,Email,2025-01-26,Neutral,2,Development us also wonder watch politics Mrs onto much including talk learn address case teach follow.,AGT707,19.39,Central,Process,Customer Servicing,Product Feedback
FDB100317,CUST16467,Brenda Valencia,Fashion,FAS-818,Social Media,2024-10-22,Suggestion,9,Himself all how really individual follow ability statement public change look gas service hold draw.,AGT951,14.75,East,Process,Customer Servicing,Product Feedback
FDB100318,CUST18949,Jorge Jarvis,Healthcare,HEA-701,In-Store Kiosk,2025-01-15,Negative,2,Activity land care official.,AGT621,4.26,North,Process,Customer Servicing,Product Feedback
FDB100319,CUST15454,Jose Neal,Sports,SPO-195,Web Portal,2025-01-28,Positive,6,Support window power lawyer factor that garden because single Democrat beat.,AGT613,26.54,East,Process,Customer Servicing,Product Feedback
FDB100320,CUST13734,Dr. Isaac Houston,Furniture,FUR-648,Web Portal,2025-09-21,Suggestion,10,Activity southern side even team prepare either.,AGT525,5.56,West,Process,Customer Servicing,Product Feedback
FDB100321,CUST11888,Melissa Waters,Electronics,ELE-271,Social Media,2025-06-04,Negative,3,First pretty protect leave happen four hour.,AGT484,8.97,West,Process,Customer Servicing,Product Feedback
FDB100322,CUST16851,Carrie Ray,Healthcare,HEA-274,Email,2025-01-22,Suggestion,1,Particularly word ahead really business thank firm letter use yeah evidence quality reflect shake.,AGT743,18.84,Central,Process,Customer Servicing,Product Feedback
FDB100323,CUST14125,Michael York,Automobile,AUT-162,Mobile App,2025-01-04,Negative,6,Poor imagine practice young human agent play follow.,AGT991,35.71,West,Process,Customer Servicing,Product Feedback
FDB100324,CUST12342,Miss Megan Grant DVM,Automobile,AUT-754,Email,2025-10-11,Suggestion,4,Fire finish own miss close serious pay one brother and yet arrive field but though source.,AGT249,14.74,East,Process,Customer Servicing,Product Feedback
FDB100325,CUST18509,Tiffany Choi,Fashion,FAS-216,Mobile App,2025-07-24,Negative,4,Other may writer interest attorney change store.,AGT815,8.91,South,Process,Customer Servicing,Product Feedback
FDB100326,CUST16124,Leslie Ramirez,Fashion,FAS-649,Social Media,2025-02-06,Negative,10,Loss those air reflect across be morning prove but dream recently or management.,AGT370,3.46,South,Process,Customer Servicing,Product Feedback
FDB100327,CUST17509,Rebecca Gilbert,Electronics,ELE-708,In-Store Kiosk,2025-01-29,Suggestion,10,Field important member while radio home she young edge might save program party type wish authority just.,AGT220,4.15,East,Process,Customer Servicing,Product Feedback
FDB100328,CUST11811,Joseph Miller,Automobile,AUT-918,Social Media,2025-07-05,Positive,2,Former give vote common cause significant once discover.,AGT182,32.07,Central,Process,Customer Servicing,Product Feedback
FDB100329,CUST10560,Meagan Brooks,Fashion,FAS-910,Social Media,2025-02-10,Positive,10,Allow war decision chair check travel tax town.,AGT696,21.8,South,Process,Customer Servicing,Product Feedback
FDB100330,CUST19571,Mr. Jeffrey Summers II,Furniture,FUR-828,Web Portal,2024-10-28,Negative,9,Ball environmental opportunity center special easy thought exactly usually.,AGT564,32.19,Central,Process,Customer Servicing,Product Feedback
FDB100331,CUST15750,David Mendez,Fashion,FAS-293,Social Media,2024-10-26,Positive,8,Weight particularly town simply fast production heavy happen.,AGT688,35.84,West,Process,Customer Servicing,Product Feedback
FDB100332,CUST15715,Shawn Thompson,Fashion,FAS-173,Mobile App,2025-09-25,Negative,1,Along theory model power statement answer training wait water radio sit must model experience.,AGT934,2.26,Central,Process,Customer Servicing,Product Feedback
FDB100333,CUST16992,Andrew Perez,Automobile,AUT-421,Social Media,2025-02-17,Suggestion,5,To tell range with ever turn decade executive.,AGT859,46.76,North,Process,Customer Servicing,Product Feedback
FDB100334,CUST11312,Shawn Williams,Fashion,FAS-408,Email,2025-02-12,Positive,9,Increase style term hit their cut collection performance pressure head which deal any say current.,AGT170,5.65,Central,Process,Customer Servicing,Product Feedback
FDB100335,CUST17189,Tina Love,Healthcare,HEA-275,Mobile App,2025-09-27,Neutral,4,End night civil various industry president area food along again many green.,AGT819,35.76,North,Process,Customer Servicing,Product Feedback
FDB100336,CUST12283,Paul Morales,Furniture,FUR-899,Email,2025-09-17,Negative,2,Break police local close beautiful point how.,AGT460,15.62,Central,Process,Customer Servicing,Product Feedback
FDB100337,CUST19266,Mary Moore,Fashion,FAS-299,Web Portal,2025-03-20,Positive,4,Color nor political often however.,AGT515,38.39,West,Process,Customer Servicing,Product Feedback
FDB100338,CUST18009,Mrs. Lindsey Rogers,Healthcare,HEA-700,Web Portal,2025-03-29,Negative,4,Improve best TV record sea today style.,AGT190,9.8,East,Process,Customer Servicing,Product Feedback
FDB100339,CUST14822,Maria Hunter,Automobile,AUT-387,Mobile App,2025-10-08,Negative,1,Everybody difference forward.,AGT750,47.83,North,Process,Customer Servicing,Product Feedback
FDB100340,CUST17050,Mary Sullivan,Healthcare,HEA-587,Web Portal,2025-03-04,Complaint,2,Board service again entire expert charge pick truth great result environmental our.,AGT417,5.81,North,Process,Customer Servicing,Product Feedback
FDB100341,CUST16654,Melissa Hall,Appliances,APP-612,Mobile App,2025-10-09,Complaint,6,Protect man land somebody model operation throw upon statement.,AGT445,21.46,North,Process,Customer Servicing,Product Feedback
FDB100342,CUST18017,Jessica Davis,Sports,SPO-655,Email,2025-04-19,Neutral,6,Write network little task weight.,AGT678,20.66,South,Process,Customer Servicing,Product Feedback
FDB100343,CUST19194,Dr. Brian Cruz,Electronics,ELE-881,Mobile App,2025-03-13,Complaint,10,Recognize owner kid moment music cut if why break example.,AGT347,36.24,Central,Process,Customer Servicing,Product Feedback
FDB100344,CUST12049,Rebecca Bryant,Healthcare,HEA-194,Web Portal,2025-02-12,Suggestion,6,Summer event music message southern response artist.,AGT227,37.61,Central,Process,Customer Servicing,Product Feedback
FDB100345,CUST13393,Ryan Shaw,Electronics,ELE-897,In-Store Kiosk,2025-03-16,Neutral,5,Group agent field wife shoulder away everyone city.,AGT372,41.77,Central,Process,Customer Servicing,Product Feedback
FDB100346,CUST15109,Morgan Gonzales,Appliances,APP-533,Mobile App,2025-02-15,Neutral,6,Study white condition discussion room next according school deal factor policy building.,AGT341,30.02,North,Process,Customer Servicing,Product Feedback
FDB100347,CUST11406,Laura Lynch,Fashion,FAS-517,In-Store Kiosk,2025-01-19,Complaint,2,Discover ready each music despite high item up card too.,AGT379,41.73,East,Process,Customer Servicing,Product Feedback
FDB100348,CUST17946,Dr. Stephen Hogan PhD,Healthcare,HEA-803,Email,2025-03-25,Positive,1,Deep special maybe individual hope trouble choice.,AGT208,25.97,West,Process,Customer Servicing,Product Feedback
FDB100349,CUST18653,Valerie Harris,Fashion,FAS-776,Web Portal,2025-08-14,Complaint,2,Than give old whole avoid which.,AGT401,39.45,East,Process,Customer Servicing,Product Feedback
FDB100350,CUST19904,Alexander Olson,Appliances,APP-373,Web Portal,2025-01-22,Negative,10,Hard myself center culture shake teacher.,AGT729,6.69,Central,Process,Customer Servicing,Product Feedback
FDB100351,CUST17086,Cory Farrell,Electronics,ELE-397,Social Media,2025-08-24,Positive,2,Every little for.,AGT997,3.06,West,Process,Customer Servicing,Product Feedback
FDB100352,CUST15251,William Miles,Healthcare,HEA-830,Social Media,2024-11-02,Neutral,5,Nice teach sister executive point peace spend.,AGT417,19.29,North,Process,Customer Servicing,Product Feedback
FDB100353,CUST17243,Shane Mitchell,Automobile,AUT-671,In-Store Kiosk,2025-06-15,Positive,9,Risk window number whether list Republican nearly stand relationship price point firm reach.,AGT635,12.63,South,Process,Customer Servicing,Product Feedback
FDB100354,CUST13487,David Davis II,Furniture,FUR-275,In-Store Kiosk,2025-08-24,Complaint,4,Kitchen everybody there pretty letter through up on more ahead family bag defense reach.,AGT361,40.3,West,Process,Customer Servicing,Product Feedback
FDB100355,CUST17050,Donna Anderson,Appliances,APP-148,Web Portal,2025-05-03,Suggestion,10,Husband rule certainly choose court.,AGT129,6.51,North,Process,Customer Servicing,Product Feedback
FDB100356,CUST13438,Christopher Rogers,Sports,SPO-477,Mobile App,2024-12-26,Negative,8,Black never evidence alone join PM against beyond actually something bank during traditional.,AGT974,3.49,East,Process,Customer Servicing,Product Feedback
FDB100357,CUST16196,Bobby Robinson,Electronics,ELE-835,Mobile App,2025-04-17,Suggestion,7,Test himself job actually author opportunity cover of well popular perform relationship well ready because identify.,AGT748,6.9,Central,Process,Customer Servicing,Product Feedback
FDB100358,CUST18921,Holly Frederick,Automobile,AUT-303,Web Portal,2025-07-06,Positive,1,Change clear hold out education state.,AGT956,42.04,West,Process,Customer Servicing,Product Feedback
FDB100359,CUST16102,Bryan Lopez,Electronics,ELE-230,In-Store Kiosk,2025-06-04,Neutral,10,Pull thank option explain day artist seek reach evidence simple evening.,AGT311,38.55,South,Process,Customer Servicing,Product Feedback
FDB100360,CUST13066,Cassandra Carter,Electronics,ELE-334,In-Store Kiosk,2025-02-17,Complaint,3,Skill study can dark itself happy us skin.,AGT967,38.18,Central,Process,Customer Servicing,Product Feedback
FDB100361,CUST12712,Sara Jones,Sports,SPO-410,Mobile App,2024-11-27,Complaint,10,Others work while weight difficult whether floor.,AGT188,25.21,North,Process,Customer Servicing,Product Feedback
FDB100362,CUST18394,Alexandra Hall,Fashion,FAS-317,In-Store Kiosk,2025-07-04,Complaint,2,Start discuss exactly even small live hour capital girl local develop community coach attorney.,AGT756,16.16,West,Process,Customer Servicing,Product Feedback
FDB100363,CUST18746,Damon Jackson,Appliances,APP-349,Social Media,2025-10-05,Complaint,10,Listen south director suggest and conference lot risk program nation child daughter identify grow together.,AGT795,43.38,Central,Process,Customer Servicing,Product Feedback
FDB100364,CUST13479,Melinda Myers,Furniture,FUR-175,Email,2025-03-27,Complaint,4,Subject leg method provide hair allow system floor.,AGT936,8.93,South,Process,Customer Servicing,Product Feedback
FDB100365,CUST16344,Tracey Smith,Healthcare,HEA-592,In-Store Kiosk,2025-08-25,Suggestion,3,Also computer past stay eye this piece something value base respond up.,AGT183,26.64,East,Process,Customer Servicing,Product Feedback
FDB100366,CUST19642,Eric Hall,Fashion,FAS-272,Social Media,2025-02-25,Negative,2,Operation describe world hospital stock.,AGT441,24.05,North,Process,Customer Servicing,Product Feedback
FDB100367,CUST15271,Rachel Beck,Furniture,FUR-576,In-Store Kiosk,2025-07-06,Negative,1,Save understand father friend degree.,AGT733,47.97,Central,Process,Customer Servicing,Product Feedback
FDB100368,CUST11088,Philip Briggs,Electronics,ELE-837,Web Portal,2025-02-15,Suggestion,3,Stop population best cut until.,AGT932,19.47,East,Process,Customer Servicing,Product Feedback
FDB100369,CUST13660,Eric Booth,Healthcare,HEA-377,Web Portal,2025-09-17,Positive,8,Prove cultural of back other bring opportunity chance.,AGT735,4.62,South,Process,Customer Servicing,Product Feedback
FDB100370,CUST17944,Kyle Mills,Furniture,FUR-434,Email,2025-03-13,Complaint,4,Lose father environment according miss skill.,AGT431,25.32,North,Process,Customer Servicing,Product Feedback
FDB100371,CUST15251,Ann White DDS,Electronics,ELE-394,Social Media,2025-01-04,Neutral,9,Miss easy movie bag represent course full interview.,AGT576,15.62,West,Process,Customer Servicing,Product Feedback
FDB100372,CUST16540,Mr. William Lambert,Healthcare,HEA-840,Web Portal,2025-10-03,Suggestion,1,Administration keep threat week effect lay floor yes pretty energy nation follow everybody seek across community.,AGT642,39.41,West,Process,Customer Servicing,Product Feedback
FDB100373,CUST11010,William Mckee,Automobile,AUT-491,Web Portal,2025-09-29,Negative,8,Consider various for sister country development recently current tough fight yes.,AGT533,18.96,North,Process,Customer Servicing,Product Feedback
FDB100374,CUST13644,Benjamin Cunningham,Fashion,FAS-676,Web Portal,2024-12-10,Suggestion,9,Impact myself if growth scientist animal send stop.,AGT162,47.86,Central,Process,Customer Servicing,Product Feedback
FDB100375,CUST17682,David Nicholson,Sports,SPO-329,Social Media,2025-06-17,Suggestion,1,Last important deep whole adult again gas.,AGT981,36.54,East,Process,Customer Servicing,Product Feedback
FDB100376,CUST10375,Marie Richardson,Fashion,FAS-513,In-Store Kiosk,2024-11-26,Complaint,1,Education election truth get after send seat five head reach want table place large.,AGT911,12.2,East,Process,Customer Servicing,Product Feedback
FDB100377,CUST15848,Edward Zimmerman,Sports,SPO-746,Email,2024-12-04,Positive,8,Experience example now boy decision sound interview today sense conference also.,AGT199,14.6,Central,Process,Customer Servicing,Product Feedback
FDB100378,CUST19832,Ronald Gray,Fashion,FAS-798,Mobile App,2024-10-16,Suggestion,2,Perform Republican protect media capital him high cultural order first end various Congress wrong that.,AGT715,41.74,East,Process,Customer Servicing,Product Feedback
FDB100379,CUST15892,Cynthia Kemp,Automobile,AUT-956,Web Portal,2025-01-29,Negative,9,Though federal no black cold vote indicate radio main five surface economy though bank.,AGT544,17.75,West,Process,Customer Servicing,Product Feedback
FDB100380,CUST10920,Jo Lawrence,Furniture,FUR-729,In-Store Kiosk,2025-04-18,Complaint,7,Reason own special executive those north recognize front travel.,AGT541,22.37,Central,Process,Customer Servicing,Product Feedback
FDB100381,CUST18955,Elizabeth Hicks,Fashion,FAS-693,In-Store Kiosk,2025-08-04,Neutral,9,Memory series detail establish doctor radio.,AGT466,31.38,North,Process,Customer Servicing,Product Feedback
FDB100382,CUST13424,Samantha Allen,Automobile,AUT-402,In-Store Kiosk,2025-08-10,Neutral,5,Purpose toward truth factor unit four factor want argue century middle eye ability.,AGT851,42.77,South,Process,Customer Servicing,Product Feedback
FDB100383,CUST12286,Katherine Salas,Furniture,FUR-361,Social Media,2025-02-02,Negative,2,Reduce family recognize money hard new into court blood.,AGT566,4.24,West,Process,Customer Servicing,Product Feedback
FDB100384,CUST17009,James Erickson,Sports,SPO-222,In-Store Kiosk,2025-06-22,Complaint,4,Bank enter condition coach company idea respond government know assume themselves history south station market article late table dream.,AGT937,18.82,North,Process,Customer Servicing,Product Feedback
FDB100385,CUST15800,Mark Fischer,Fashion,FAS-435,In-Store Kiosk,2025-07-13,Neutral,5,Everybody chair feel nothing line.,AGT993,30.63,South,Process,Customer Servicing,Product Feedback
FDB100386,CUST19347,Courtney Meadows,Appliances,APP-663,In-Store Kiosk,2024-11-27,Positive,3,White avoid where step focus media way.,AGT353,43.51,South,Process,Customer Servicing,Product Feedback
FDB100387,CUST19369,Michelle Hampton,Electronics,ELE-332,Email,2025-01-03,Negative,8,Also customer drive station cut if need maintain right.,AGT194,15.65,East,Process,Customer Servicing,Product Feedback
FDB100388,CUST18510,Benjamin Brewer,Electronics,ELE-476,Social Media,2024-10-20,Complaint,3,Past despite new beyond exactly be hit.,AGT106,43.26,South,Process,Customer Servicing,Product Feedback
FDB100389,CUST18392,Thomas Cook,Appliances,APP-205,Social Media,2025-05-16,Negative,3,Glass four my it computer short pick.,AGT132,42.85,South,Process,Customer Servicing,Product Feedback
FDB100390,CUST10930,Anthony Edwards,Automobile,AUT-202,Mobile App,2025-03-14,Complaint,3,Early apply lead clear my offer sea.,AGT677,17.66,East,Process,Customer Servicing,Product Feedback
FDB100391,CUST16587,Samantha King,Fashion,FAS-625,Mobile App,2025-02-15,Complaint,8,Night why middle south.,AGT307,33.64,West,Process,Customer Servicing,Product Feedback
FDB100392,CUST16604,Mary Stein,Fashion,FAS-320,Email,2025-06-20,Positive,1,Executive partner chair least soldier day her say could.,AGT310,47.61,South,Process,Customer Servicing,Product Feedback
FDB100393,CUST12285,Amber Lin,Furniture,FUR-941,Email,2025-07-18,Negative,8,Student lay different near hope drug future budget two loss admit science.,AGT785,4.08,West,Process,Customer Servicing,Product Feedback
FDB100394,CUST14433,Matthew Taylor,Sports,SPO-896,Mobile App,2025-01-10,Neutral,4,Another ever plant practice so science rate.,AGT754,22.59,North,Process,Customer Servicing,Product Feedback
FDB100395,CUST17568,Tracy Perez,Healthcare,HEA-283,In-Store Kiosk,2025-09-21,Suggestion,4,Change red give challenge stage fill capital case popular professor.,AGT986,42.99,East,Process,Customer Servicing,Product Feedback
FDB100396,CUST19782,Wayne Anderson,Healthcare,HEA-387,Email,2024-12-18,Negative,7,Decade improve form little general will effect nearly woman I society wrong others dinner.,AGT937,13.41,South,Process,Customer Servicing,Product Feedback
FDB100397,CUST11197,Mr. James Pena,Appliances,APP-149,Email,2025-01-09,Negative,9,Subject baby trial report your.,AGT802,28.82,Central,Process,Customer Servicing,Product Feedback
FDB100398,CUST11651,Garrett Spencer,Electronics,ELE-146,Mobile App,2025-01-12,Positive,3,Itself seven great full discover however.,AGT269,4.2,South,Process,Customer Servicing,Product Feedback
FDB100399,CUST16090,Donald Aguilar,Healthcare,HEA-406,Email,2025-03-03,Negative,10,Environment system information significant three cause hour same stay black nice sure information energy short usually sometimes.,AGT999,1.81,South,Process,Customer Servicing,Product Feedback
FDB100400,CUST19458,Darrell Clay,Fashion,FAS-237,Mobile App,2025-08-23,Negative,3,Not mention force method already support set sport begin put collection blue course record respond practice.,AGT874,37.39,East,Process,Customer Servicing,Product Feedback
FDB100401,CUST15667,Richard Smith,Appliances,APP-114,Social Media,2025-01-26,Complaint,7,Put company attorney year effort.,AGT411,34.4,East,Process,Customer Servicing,Product Feedback
FDB100402,CUST11369,Denise Holmes,Electronics,ELE-882,Web Portal,2025-09-02,Complaint,10,Past clear beautiful firm common act teach summer measure any huge away provide sing history.,AGT463,24.94,Central,Process,Customer Servicing,Product Feedback
FDB100403,CUST13876,Margaret Simmons,Automobile,AUT-355,Web Portal,2025-06-22,Neutral,8,Effort amount so indeed forward early foreign eat nothing want.,AGT399,4.68,East,Process,Customer Servicing,Product Feedback
FDB100404,CUST15968,Kimberly Johnson,Furniture,FUR-355,Mobile App,2025-07-28,Suggestion,1,Discussion free statement rule international speak son job better kind in civil.,AGT391,28.36,West,Process,Customer Servicing,Product Feedback
FDB100405,CUST18303,Vincent Reilly,Automobile,AUT-748,Mobile App,2024-12-13,Positive,10,Give thank southern still reason attention test history buy yard dinner.,AGT490,27.1,Central,Process,Customer Servicing,Product Feedback
FDB100406,CUST11686,Donald Martinez,Fashion,FAS-496,Mobile App,2024-11-18,Neutral,3,Call us add foreign church travel maybe choose health yourself animal recently enter bad.,AGT624,26.01,South,Process,Customer Servicing,Product Feedback
FDB100407,CUST12212,Robert Mcdonald,Automobile,AUT-956,Mobile App,2025-10-16,Suggestion,5,Camera clear boy address break deal character hospital how wind.,AGT796,8.99,South,Process,Customer Servicing,Product Feedback
FDB100408,CUST17208,Sarah Collins,Automobile,AUT-473,Web Portal,2025-01-27,Complaint,6,Top discuss class.,AGT846,34.89,West,Process,Customer Servicing,Product Feedback
FDB100409,CUST10308,Tracy Walker,Fashion,FAS-260,Web Portal,2025-02-21,Suggestion,4,Raise oil education source stop do without call specific.,AGT191,14.55,South,Process,Customer Servicing,Product Feedback
FDB100410,CUST18940,Nicole Wallace,Healthcare,HEA-943,Social Media,2025-02-05,Complaint,2,Cause sound politics line rule reflect character southern arm lead story firm court each rest.,AGT183,29.69,Central,Process,Customer Servicing,Product Feedback
FDB100411,CUST19312,Dr. Shane Adams,Furniture,FUR-352,In-Store Kiosk,2025-02-24,Positive,8,Billion positive remember health court central court personal card hard.,AGT879,19.64,North,Process,Customer Servicing,Product Feedback
FDB100412,CUST19215,Melissa Love,Electronics,ELE-327,Email,2024-10-25,Neutral,6,Could contain than bag nation whole.,AGT327,1.06,South,Process,Customer Servicing,Product Feedback
FDB100413,CUST13158,Tina Riley,Appliances,APP-604,Email,2025-01-03,Suggestion,10,Smile list not begin size tree part according my standard later show far director family.,AGT112,36.41,South,Process,Customer Servicing,Product Feedback
FDB100414,CUST17915,Omar Mccarty,Sports,SPO-472,Mobile App,2025-09-17,Complaint,3,Sure government anything kitchen past Congress scientist.,AGT476,14.76,North,Process,Customer Servicing,Product Feedback
FDB100415,CUST10398,Vincent Walker,Automobile,AUT-397,Email,2025-01-27,Positive,8,Economic simply director technology improve bed involve happy good different from eat test yes wide with.,AGT765,23.28,South,Process,Customer Servicing,Product Feedback
FDB100416,CUST14715,Roberto Roberts,Healthcare,HEA-621,Mobile App,2024-10-19,Neutral,7,Dinner brother second consumer yes factor ask specific on only show.,AGT649,38.3,North,Process,Customer Servicing,Product Feedback
