Employee_ID,Employee_Name,Department,Job_Role,Training_Program,Training_Start_Date,Training_End_Date,Training_Status,Training_Mode,Training_Hours,Training_Score,Certification_Received,Feedback_Rating,Feedback_Comments,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0272,Employee_272,Finance,Executive,Leadership Training,2025-08-13,2025-09-02,Not Started,Classroom,15,63.84,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0273,Employee_273,Sales,Executive,Project Management,2025-09-11,2025-10-10,Not Started,Hybrid,25,97.77,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0274,Employee_274,Marketing,Manager,Technical Upskilling,2025-05-10,2025-05-20,Not Started,Classroom,9,57.26,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0275,Employee_275,Marketing,Analyst,Project Management,2025-06-12,2025-06-15,In Progress,Classroom,31,67.12,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0276,Employee_276,HR,Analyst,Leadership Training,2025-06-23,2025-07-04,Completed,Online,40,58.42,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0277,Employee_277,Sales,Manager,Data Science Certification,2025-06-03,2025-06-07,Not Started,Classroom,13,80.92,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0278,Employee_278,Marketing,Analyst,Leadership Training,2025-06-01,2025-06-06,Not Started,Hybrid,30,94.24,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0279,Employee_279,Marketing,Engineer,Compliance Training,2025-09-18,2025-09-28,Not Started,Classroom,40,51.55,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0280,Employee_280,IT,Analyst,Data Science Certification,2025-06-09,2025-06-28,Completed,Online,6,81.19,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0281,Employee_281,IT,Manager,Project Management,2025-05-16,2025-06-02,Not Started,Hybrid,5,88.69,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0282,Employee_282,Sales,Engineer,Leadership Training,2025-10-03,2025-10-26,In Progress,Classroom,29,68.89,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0283,Employee_283,Finance,Assistant,Data Science Certification,2025-07-25,2025-08-12,In Progress,Hybrid,8,78.5,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0284,Employee_284,HR,Analyst,Compliance Training,2025-08-06,2025-08-12,In Progress,Classroom,4,52.07,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0285,Employee_285,Operations,Consultant,Project Management,2025-08-18,2025-08-23,In Progress,Classroom,2,97.88,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0286,Employee_286,Sales,Manager,Project Management,2025-05-08,2025-05-22,Not Started,Classroom,30,79.31,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0287,Employee_287,Finance,Assistant,Technical Upskilling,2025-08-29,2025-09-20,Not Started,Hybrid,13,96.52,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0288,Employee_288,IT,Assistant,Compliance Training,2025-09-27,2025-10-15,Not Started,Classroom,36,61.85,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0289,Employee_289,HR,Consultant,Compliance Training,2025-10-07,2025-10-28,Completed,Online,27,95.08,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0290,Employee_290,Operations,Analyst,Compliance Training,2025-09-19,2025-09-25,In Progress,Hybrid,11,54.62,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0291,Employee_291,Finance,Consultant,Project Management,2025-08-13,2025-09-03,In Progress,Online,22,85.63,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0292,Employee_292,Marketing,Consultant,Leadership Training,2025-07-30,2025-08-14,Completed,Classroom,17,87.27,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0293,Employee_293,Sales,Analyst,Technical Upskilling,2025-07-03,2025-07-21,Not Started,Hybrid,3,84.83,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0294,Employee_294,HR,Executive,Compliance Training,2025-07-18,2025-07-19,In Progress,Classroom,39,52.84,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0295,Employee_295,Operations,Manager,Soft Skills Workshop,2025-05-16,2025-05-20,In Progress,Online,30,97.8,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0296,Employee_296,IT,Assistant,Data Science Certification,2025-09-29,2025-10-22,Not Started,Hybrid,6,85.12,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0297,Employee_297,Finance,Executive,Technical Upskilling,2025-05-29,2025-06-26,Completed,Hybrid,29,61.65,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0298,Employee_298,Finance,Analyst,Technical Upskilling,2025-09-30,2025-10-04,In Progress,Online,14,60.89,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0299,Employee_299,HR,Executive,Compliance Training,2025-05-07,2025-06-02,In Progress,Online,35,86.27,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0300,Employee_300,Operations,Consultant,Data Science Certification,2025-09-16,2025-10-05,Completed,Classroom,7,65.74,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0301,Employee_301,Operations,Consultant,Data Science Certification,2025-08-31,2025-09-08,In Progress,Hybrid,20,71.57,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0302,Employee_302,Operations,Engineer,Data Science Certification,2025-09-24,2025-09-26,In Progress,Classroom,20,85.55,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0303,Employee_303,HR,Consultant,Leadership Training,2025-07-18,2025-08-08,Completed,Hybrid,37,83.65,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0304,Employee_304,HR,Manager,Leadership Training,2025-10-01,2025-10-26,In Progress,Classroom,26,87.66,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0305,Employee_305,HR,Assistant,Leadership Training,2025-06-08,2025-06-21,In Progress,Hybrid,7,57.3,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0306,Employee_306,Operations,Analyst,Compliance Training,2025-09-08,2025-09-30,In Progress,Hybrid,7,87.97,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0307,Employee_307,Finance,Executive,Project Management,2025-08-18,2025-08-24,Completed,Classroom,23,87.9,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0308,Employee_308,Sales,Executive,Project Management,2025-06-09,2025-06-30,Completed,Online,4,89.56,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0309,Employee_309,Finance,Consultant,Leadership Training,2025-07-21,2025-08-15,Not Started,Hybrid,22,63.15,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0310,Employee_310,HR,Consultant,Data Science Certification,2025-08-26,2025-09-13,Not Started,Classroom,5,70.61,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0311,Employee_311,Finance,Consultant,Soft Skills Workshop,2025-10-08,2025-10-13,Not Started,Hybrid,15,85.9,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0312,Employee_312,Sales,Executive,Compliance Training,2025-08-27,2025-09-12,Completed,Classroom,38,50.99,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0313,Employee_313,Marketing,Assistant,Technical Upskilling,2025-05-20,2025-06-07,Completed,Classroom,5,71.67,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0314,Employee_314,HR,Engineer,Soft Skills Workshop,2025-08-20,2025-09-05,Completed,Hybrid,38,75.4,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0315,Employee_315,Finance,Consultant,Project Management,2025-06-10,2025-07-04,Not Started,Classroom,4,73.2,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0316,Employee_316,Operations,Executive,Compliance Training,2025-05-21,2025-06-17,Not Started,Online,25,83.06,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0317,Employee_317,HR,Consultant,Soft Skills Workshop,2025-10-07,2025-10-19,Not Started,Online,40,71.09,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0318,Employee_318,Sales,Executive,Compliance Training,2025-08-14,2025-09-09,In Progress,Online,3,92.08,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0319,Employee_319,Operations,Analyst,Soft Skills Workshop,2025-08-16,2025-08-25,Completed,Online,34,84.51,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0320,Employee_320,Operations,Engineer,Technical Upskilling,2025-06-06,2025-06-11,In Progress,Online,26,84.87,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0321,Employee_321,Sales,Assistant,Soft Skills Workshop,2025-08-28,2025-08-31,Not Started,Hybrid,27,83.22,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0322,Employee_322,IT,Engineer,Leadership Training,2025-08-11,2025-08-14,In Progress,Hybrid,30,85.29,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0323,Employee_323,HR,Executive,Project Management,2025-08-17,2025-08-30,Not Started,Online,5,84.25,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0324,Employee_324,Operations,Executive,Data Science Certification,2025-07-08,2025-07-17,In Progress,Online,8,74.47,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0325,Employee_325,IT,Analyst,Soft Skills Workshop,2025-08-10,2025-09-07,Not Started,Online,37,95.19,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0326,Employee_326,Operations,Manager,Data Science Certification,2025-06-18,2025-07-09,Completed,Hybrid,7,92.3,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0327,Employee_327,Sales,Assistant,Technical Upskilling,2025-09-26,2025-10-13,Not Started,Online,23,73.01,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0328,Employee_328,Marketing,Manager,Technical Upskilling,2025-09-14,2025-10-11,In Progress,Hybrid,28,53.97,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0329,Employee_329,IT,Assistant,Technical Upskilling,2025-05-28,2025-06-02,Completed,Classroom,31,97.75,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0330,Employee_330,Operations,Assistant,Soft Skills Workshop,2025-04-24,2025-05-04,Not Started,Online,32,62.54,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0331,Employee_331,Marketing,Analyst,Soft Skills Workshop,2025-08-18,2025-09-03,In Progress,Classroom,11,53.21,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0332,Employee_332,HR,Executive,Data Science Certification,2025-05-04,2025-05-29,In Progress,Online,11,68.83,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0333,Employee_333,Operations,Executive,Project Management,2025-06-04,2025-06-28,In Progress,Hybrid,34,53.78,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0334,Employee_334,IT,Analyst,Compliance Training,2025-06-19,2025-07-09,Not Started,Online,34,89.11,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0335,Employee_335,Operations,Analyst,Data Science Certification,2025-09-20,2025-10-03,Completed,Online,14,79.16,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0336,Employee_336,IT,Manager,Compliance Training,2025-05-09,2025-06-05,Not Started,Hybrid,22,69.36,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0337,Employee_337,Finance,Manager,Compliance Training,2025-06-07,2025-06-13,Not Started,Classroom,29,89.73,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0338,Employee_338,IT,Assistant,Project Management,2025-05-30,2025-06-15,Completed,Hybrid,2,90.27,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0339,Employee_339,IT,Analyst,Compliance Training,2025-08-02,2025-08-08,Not Started,Classroom,29,53.1,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0340,Employee_340,HR,Consultant,Technical Upskilling,2025-09-27,2025-10-22,Completed,Hybrid,10,78.63,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0341,Employee_341,Operations,Consultant,Soft Skills Workshop,2025-07-23,2025-08-06,Completed,Hybrid,29,97.71,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0342,Employee_342,Finance,Consultant,Data Science Certification,2025-10-15,2025-10-26,Not Started,Online,34,64.83,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0343,Employee_343,Operations,Assistant,Soft Skills Workshop,2025-06-07,2025-06-18,In Progress,Online,27,55.56,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0344,Employee_344,Sales,Assistant,Compliance Training,2025-08-30,2025-09-01,Completed,Online,40,66.03,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0345,Employee_345,Operations,Analyst,Compliance Training,2025-10-08,2025-11-01,In Progress,Hybrid,40,75.67,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0346,Employee_346,Operations,Engineer,Project Management,2025-06-22,2025-06-23,In Progress,Classroom,8,82.52,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0347,Employee_347,Operations,Engineer,Project Management,2025-06-09,2025-06-13,In Progress,Classroom,25,75.25,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0348,Employee_348,Sales,Engineer,Compliance Training,2025-07-31,2025-08-18,Completed,Hybrid,32,55.85,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0349,Employee_349,IT,Manager,Project Management,2025-09-24,2025-10-01,In Progress,Hybrid,15,72.63,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0350,Employee_350,Finance,Manager,Data Science Certification,2025-08-16,2025-09-01,In Progress,Classroom,3,74.63,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0351,Employee_351,Marketing,Executive,Data Science Certification,2025-09-09,2025-09-15,Not Started,Classroom,19,73.14,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0352,Employee_352,IT,Consultant,Compliance Training,2025-07-09,2025-07-24,Completed,Online,16,98.36,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0353,Employee_353,Sales,Engineer,Project Management,2025-08-23,2025-09-15,Not Started,Hybrid,32,89.33,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0354,Employee_354,IT,Assistant,Data Science Certification,2025-08-10,2025-08-17,Not Started,Classroom,39,59.57,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0355,Employee_355,Operations,Consultant,Data Science Certification,2025-07-30,2025-08-02,Completed,Online,16,53.77,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0356,Employee_356,Operations,Analyst,Compliance Training,2025-10-09,2025-10-19,In Progress,Online,13,86.66,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0357,Employee_357,Sales,Assistant,Compliance Training,2025-08-29,2025-08-31,In Progress,Hybrid,21,77.31,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0358,Employee_358,Marketing,Executive,Project Management,2025-06-08,2025-06-29,Not Started,Online,18,68.0,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0359,Employee_359,IT,Manager,Soft Skills Workshop,2025-08-21,2025-09-01,Not Started,Online,8,72.78,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0360,Employee_360,HR,Analyst,Project Management,2025-06-09,2025-06-14,In Progress,Classroom,25,95.47,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0361,Employee_361,Sales,Analyst,Soft Skills Workshop,2025-09-07,2025-09-08,Not Started,Hybrid,32,68.78,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0362,Employee_362,Finance,Executive,Compliance Training,2025-08-10,2025-08-13,Not Started,Online,19,66.34,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0363,Employee_363,Sales,Engineer,Compliance Training,2025-09-23,2025-10-07,Not Started,Online,12,93.62,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0364,Employee_364,Sales,Engineer,Technical Upskilling,2025-07-28,2025-08-14,Completed,Hybrid,38,88.69,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0365,Employee_365,HR,Manager,Technical Upskilling,2025-04-30,2025-05-28,Completed,Online,38,85.29,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0366,Employee_366,Operations,Consultant,Technical Upskilling,2025-05-13,2025-05-30,Not Started,Classroom,28,66.37,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0367,Employee_367,Operations,Engineer,Soft Skills Workshop,2025-09-13,2025-10-11,Completed,Hybrid,40,78.71,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0368,Employee_368,Operations,Consultant,Project Management,2025-07-30,2025-08-08,In Progress,Hybrid,36,52.09,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0369,Employee_369,IT,Engineer,Project Management,2025-08-05,2025-09-01,In Progress,Online,28,73.65,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0370,Employee_370,Operations,Engineer,Leadership Training,2025-05-01,2025-05-10,In Progress,Classroom,25,86.53,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0371,Employee_371,Finance,Assistant,Data Science Certification,2025-07-04,2025-08-02,Completed,Classroom,40,96.79,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0372,Employee_372,IT,Executive,Project Management,2025-06-27,2025-07-05,Not Started,Online,35,82.23,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0373,Employee_373,Operations,Manager,Data Science Certification,2025-08-04,2025-08-10,Not Started,Online,17,68.32,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0374,Employee_374,Operations,Analyst,Technical Upskilling,2025-08-05,2025-08-29,In Progress,Classroom,34,52.49,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0375,Employee_375,Operations,Manager,Soft Skills Workshop,2025-08-21,2025-09-13,In Progress,Online,13,87.84,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0376,Employee_376,Sales,Engineer,Data Science Certification,2025-08-05,2025-08-29,In Progress,Online,32,56.18,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0377,Employee_377,IT,Executive,Data Science Certification,2025-05-29,2025-06-23,Not Started,Classroom,38,80.08,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0378,Employee_378,Sales,Consultant,Leadership Training,2025-09-13,2025-10-01,In Progress,Online,27,84.45,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0379,Employee_379,Finance,Consultant,Project Management,2025-05-20,2025-06-18,Completed,Hybrid,7,50.55,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0380,Employee_380,IT,Engineer,Leadership Training,2025-08-10,2025-08-15,Not Started,Online,21,78.81,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0381,Employee_381,Sales,Consultant,Compliance Training,2025-04-22,2025-05-06,Not Started,Classroom,2,62.36,Yes,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0382,Employee_382,Operations,Executive,Project Management,2025-10-12,2025-11-05,Not Started,Hybrid,2,93.53,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0383,Employee_383,Operations,Analyst,Technical Upskilling,2025-09-08,2025-09-16,Not Started,Online,12,96.05,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0384,Employee_384,Sales,Analyst,Technical Upskilling,2025-09-08,2025-09-09,Not Started,Hybrid,18,85.25,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0385,Employee_385,Marketing,Manager,Project Management,2025-09-20,2025-10-09,Completed,Hybrid,27,62.64,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0386,Employee_386,Finance,Manager,Project Management,2025-06-26,2025-07-13,Completed,Classroom,21,51.53,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0387,Employee_387,Sales,Manager,Project Management,2025-08-20,2025-09-17,Not Started,Classroom,6,88.01,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0388,Employee_388,Operations,Manager,Technical Upskilling,2025-07-05,2025-07-07,In Progress,Hybrid,3,75.31,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0389,Employee_389,Marketing,Consultant,Data Science Certification,2025-05-17,2025-06-05,Completed,Hybrid,40,88.15,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0390,Employee_390,Sales,Consultant,Leadership Training,2025-07-21,2025-08-13,In Progress,Classroom,4,67.38,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0391,Employee_391,HR,Consultant,Compliance Training,2025-06-14,2025-07-06,Not Started,Hybrid,21,51.63,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0392,Employee_392,Operations,Consultant,Leadership Training,2025-06-09,2025-07-06,In Progress,Online,11,90.18,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0393,Employee_393,Sales,Engineer,Data Science Certification,2025-08-19,2025-08-22,In Progress,Classroom,11,62.64,No,4,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0394,Employee_394,Operations,Analyst,Soft Skills Workshop,2025-07-06,2025-07-19,In Progress,Hybrid,3,54.39,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0395,Employee_395,IT,Manager,Compliance Training,2025-05-18,2025-05-21,Completed,Online,14,67.69,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0396,Employee_396,Sales,Manager,Technical Upskilling,2025-08-11,2025-08-23,Not Started,Classroom,20,75.12,No,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0397,Employee_397,Sales,Manager,Project Management,2025-04-28,2025-05-27,Not Started,Online,40,77.96,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0398,Employee_398,IT,Consultant,Soft Skills Workshop,2025-08-21,2025-08-25,Completed,Hybrid,18,70.37,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0399,Employee_399,Operations,Analyst,Soft Skills Workshop,2025-05-04,2025-05-19,In Progress,Online,33,95.01,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0400,Employee_400,Sales,Analyst,Leadership Training,2025-09-18,2025-09-25,In Progress,Online,17,93.15,No,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0401,Employee_401,Operations,Analyst,Data Science Certification,2025-08-20,2025-08-24,Not Started,Hybrid,38,85.69,No,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0402,Employee_402,Sales,Manager,Leadership Training,2025-08-23,2025-09-17,Completed,Classroom,35,67.9,No,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0403,Employee_403,Sales,Analyst,Soft Skills Workshop,2025-06-13,2025-07-09,Completed,Online,15,70.26,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0404,Employee_404,IT,Manager,Compliance Training,2025-05-01,2025-05-26,Not Started,Online,14,99.45,Yes,5,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0405,Employee_405,HR,Engineer,Technical Upskilling,2025-10-06,2025-10-21,Completed,Classroom,14,69.2,Yes,2,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0406,Employee_406,HR,Engineer,Leadership Training,2025-09-20,2025-10-04,Not Started,Online,26,67.61,Yes,3,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
EMP0407,Employee_407,Marketing,Executive,Project Management,2025-07-20,2025-08-14,Not Started,Classroom,8,66.0,Yes,1,,Workforce,Training & Upskilling,Talent Management & Talent Acquisition,Training & Upskilling
