Customer_ID,Full_Name,Application_ID,Application_Date,Decision_Date,Credit_Product,Credit_Score,Risk_Grade,Credit_Limit,Decision_Status,Rejection_Reason,Approved_Amount,Decision_Channel,Underwriter,Credit_Policy,Comments,Business_Activity,Value_Domain,Data_Segment,Data_Domain
CUST61236,Jason Jones,APP587908,2025-03-22,2025-04-10,Credit Card,755,D,821557,Approved,None,821557,Online Application,Stephanie Watkins,Standard,Two rich reveal floor.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST64472,Tara Carr,APP269044,2024-12-13,2025-07-09,Home Loan,636,C,997216,Approved,None,997216,Agent Assisted,Lisa Conley,High Risk,South forward response community letter.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST65098,Ann Harris,APP949366,2025-04-15,2025-08-11,Personal Loan,896,D,510980,Approved,None,510980,Mobile App,Kimberly Rogers,Standard,Black letter table network house nation.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST30283,Valerie Carter,APP101107,2025-07-21,2025-09-26,Personal Loan,885,E,631817,Rejected,Employment Instability,0,Mobile App,Elizabeth Calderon,Standard,Hair various simply who help theory travel short past.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST20689,Deanna Green,APP322327,2025-01-31,2025-09-30,Personal Loan,734,E,174107,Approved,None,174107,Online Application,John Wade,High Risk,Court professional raise food leader specific add mention including.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST23862,Misty Welch,APP598859,2024-12-10,2025-10-01,Personal Loan,900,B,958946,Pending Review,None,0,Branch Visit,Kelly Harris,Standard,Student design then paper human task.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST79887,Amanda Ryan,APP132556,2024-12-14,2025-08-04,Business Loan,579,A,924941,Rejected,Low Credit Score,0,Online Application,Mark Alexander,High Risk,Eat cause beautiful yard property this prove side at collection sure.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST55547,Kelli Jones,APP263793,2025-05-26,2025-05-26,Auto Loan,335,B,960089,Pending Review,None,0,Mobile App,James Kim,Premium,Measure dream car current protect national student soldier up either.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST60085,Barbara Horn,APP144192,2025-06-13,2025-09-22,Credit Card,604,C,268301,Rejected,None,0,Branch Visit,David Scott,Special Consideration,Employee they area local over guess mind.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST15576,Douglas Greene,APP195246,2025-01-11,2025-06-21,Credit Card,499,B,813526,Approved,None,813526,Agent Assisted,Paula Harper,Standard,Guess inside rich thousand whatever away crime believe painting class.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST93466,Jerry Henderson,APP894065,2025-05-25,2025-08-29,Business Loan,706,A,106141,Rejected,Low Credit Score,0,Online Application,Yolanda Adams,Premium,Focus evening sometimes appear want really so on.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST59391,Courtney Hunt,APP281334,2025-01-02,2025-09-01,Home Loan,467,E,365856,Approved,None,365856,Agent Assisted,Paula Harper,Special Consideration,Perhaps budget scientist then note trade line star director.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST13640,Dylan Coleman,APP745092,2025-04-17,2025-05-09,Personal Loan,675,B,834719,Approved,None,834719,Agent Assisted,Justin Hobbs,Special Consideration,Director page ball interview up than range fight challenge soon.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST19158,Emily Rios,APP835651,2025-02-04,2025-05-13,Personal Loan,750,D,665437,Pending Review,None,0,Online Application,Kathryn Edwards,Standard,Have against attorney people appear able not Mr.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST61905,Paul Little,APP361388,2024-11-29,2025-03-27,Business Loan,315,D,901459,Approved,None,901459,Agent Assisted,Cynthia Thomas,Standard,Right eye adult final relate sound glass.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST82879,Jessica Arnold,APP221394,2025-07-20,2025-10-11,Personal Loan,629,C,293421,Rejected,Low Credit Score,0,Branch Visit,Patrick Smith,Premium,Yourself drop expect work example top themselves movie poor.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST76836,Joseph Jackson,APP566872,2025-07-19,2025-07-23,Credit Card,754,D,202780,Rejected,Low Credit Score,0,Branch Visit,Tanya Fritz,Special Consideration,Another or according size hold professional six.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST92303,Tyler Stewart,APP979076,2024-12-04,2025-03-19,Personal Loan,343,C,716882,Pending Review,None,0,Mobile App,Jacob Santos,Standard,Public bag get take color cell him.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST24274,Brady Stephens,APP404730,2025-04-27,2025-10-14,Business Loan,461,B,72938,Pending Review,None,0,Mobile App,George Hayes,Special Consideration,Usually store operation might effect value.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST43751,Scott Harris,APP722352,2025-08-23,2025-10-02,Personal Loan,847,D,608305,Approved,None,608305,Agent Assisted,Donna Walker,Premium,Use enjoy place and imagine chair reflect hot in everybody.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST47658,Anna Diaz,APP275731,2025-01-17,2025-02-03,Auto Loan,883,D,213836,Approved,None,213836,Mobile App,Kelly Harris,Premium,Ever week special level he office most put.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST24698,Emily Mcdonald,APP634369,2025-04-15,2025-08-24,Business Loan,352,B,280704,Approved,None,280704,Branch Visit,Kevin Mendoza,Special Consideration,Finish society certain degree to sure of job will million something.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST84961,Derek Stewart,APP876292,2025-06-23,2025-08-18,Personal Loan,783,B,449984,Approved,None,449984,Online Application,David Scott,Special Consideration,Trip action large recently effort clear.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST15303,Sara Francis,APP606526,2025-04-08,2025-07-02,Personal Loan,707,D,802849,Rejected,Employment Instability,0,Branch Visit,Carlos Allen,Special Consideration,Eye answer this simple effort shoulder push program big.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST26207,Margaret Collins,APP302759,2025-09-21,2025-10-01,Credit Card,680,C,137669,Rejected,None,0,Online Application,Jessica Mclaughlin,Standard,Close go sort spring another majority establish.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST61763,Adam Hall,APP877242,2025-03-19,2025-04-23,Auto Loan,673,D,434788,Approved,None,434788,Online Application,Ryan Yang,Standard,Certain everybody could growth success process interesting where determine.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST82415,Thomas Park,APP876001,2024-12-24,2025-02-05,Auto Loan,309,A,694151,Rejected,Incomplete Documentation,0,Agent Assisted,Angela Gross,High Risk,Arm someone debate face structure while.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST18084,Jacob Johnson,APP236062,2025-03-26,2025-09-16,Credit Card,871,C,388315,Approved,None,388315,Mobile App,Kristin Young,High Risk,This ask tonight rather positive will.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST46088,Victoria Weiss,APP650490,2025-10-03,2025-10-16,Auto Loan,433,D,125389,Rejected,Employment Instability,0,Branch Visit,Jessica Mclaughlin,Premium,Team number play prevent probably different.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST51482,Dominique Cruz,APP402555,2025-08-22,2025-09-18,Auto Loan,571,C,640588,Rejected,High Debt-to-Income Ratio,0,Online Application,Marilyn Mitchell,Standard,And pressure available skin section.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST18191,Christine Hartman,APP410119,2025-06-22,2025-08-16,Personal Loan,622,A,119434,Pending Review,None,0,Online Application,Kathryn Edwards,Standard,Letter fire instead reveal former simply.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST67124,Arthur Wilson,APP775690,2025-08-23,2025-10-03,Credit Card,715,D,873561,Approved,None,873561,Mobile App,Marcus Hicks,Special Consideration,Computer return general learn material evening after standard.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST35726,Michael Conway,APP827406,2024-12-12,2025-01-31,Auto Loan,706,E,606610,Approved,None,606610,Mobile App,Yolanda Adams,Standard,Indeed sister ever century natural.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST47595,Jeremy Jackson,APP203769,2024-11-07,2025-06-06,Business Loan,544,E,164115,Pending Review,None,0,Branch Visit,Ashley Wilcox,High Risk,Red with huge recently approach other seven miss send me at.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST98212,Ronald Kemp,APP524890,2025-04-04,2025-05-21,Personal Loan,505,D,398098,Pending Review,None,0,Online Application,James Kim,High Risk,Consider administration research likely drop feeling whole clear early hear do.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST18779,Jacqueline Powell,APP589364,2025-02-24,2025-03-28,Business Loan,900,E,903301,Pending Review,None,0,Online Application,Ashley Wilcox,Special Consideration,Bar along challenge low show crime.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST85722,Anthony Evans,APP189673,2024-12-26,2025-10-10,Business Loan,654,D,607321,Approved,None,607321,Mobile App,Chase Bailey,Premium,Executive explain hair phone character form market population responsibility benefit.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST97031,Amy Garner,APP919392,2024-12-25,2025-07-12,Auto Loan,307,D,991752,Rejected,None,0,Branch Visit,Ana Parker,Premium,Floor join this happen system industry spend attention then.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST11167,Brent Robinson,APP838458,2024-12-14,2025-02-17,Credit Card,752,B,754574,Rejected,High Debt-to-Income Ratio,0,Mobile App,Chase Bailey,Standard,Sell maybe ok however accept blue.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST42334,Kimberly Mathis,APP697339,2025-05-05,2025-07-24,Home Loan,445,C,837742,Pending Review,None,0,Online Application,Nathan Rivera,Special Consideration,Chair college argue capital place cover.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST65692,Mark Herrera,APP286614,2025-10-16,2025-10-16,Personal Loan,575,B,761038,Pending Review,None,0,Online Application,Susan Morales,Premium,Over lot magazine tax building sea.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST16463,Samantha Ross,APP993025,2025-06-06,2025-07-17,Personal Loan,532,D,656975,Approved,None,656975,Branch Visit,Allison Gray,Special Consideration,Economic cold relate well.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST45064,James Perry,APP853121,2025-02-26,2025-07-25,Business Loan,499,D,995120,Rejected,High Debt-to-Income Ratio,0,Agent Assisted,Patrick Smith,High Risk,Forget thus pick trade difference language.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST69755,Rachel Houston,APP193183,2025-06-27,2025-09-13,Auto Loan,585,C,465479,Pending Review,None,0,Mobile App,James Kim,High Risk,Measure require tend go affect.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST51969,Michael Lowe,APP183332,2025-02-25,2025-10-09,Credit Card,442,D,373041,Pending Review,None,0,Mobile App,Paula Harper,Special Consideration,Mr discuss vote building successful lead view such huge.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST81312,Pamela Cohen,APP932764,2025-04-13,2025-05-16,Personal Loan,897,C,185248,Pending Review,None,0,Branch Visit,Christian Jackson,Premium,Remain discover step left card structure inside pretty.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST62176,Nancy Horton,APP406128,2024-12-26,2025-10-14,Credit Card,303,E,811491,Rejected,None,0,Mobile App,Kimberly Rogers,Standard,Court type spend candidate want professional.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST33976,Samantha Porter,APP295872,2025-05-03,2025-06-23,Business Loan,569,D,733312,Rejected,High Debt-to-Income Ratio,0,Online Application,Julie Matthews,Special Consideration,Interview board doctor movement stay field music heavy.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST42856,Rachel Mccarthy,APP358200,2025-03-10,2025-08-08,Personal Loan,519,E,669809,Rejected,High Debt-to-Income Ratio,0,Agent Assisted,Kathryn Edwards,Standard,Change lose size number heart.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST76143,Derrick Brown,APP565068,2025-05-17,2025-09-10,Home Loan,311,C,934693,Rejected,Incomplete Documentation,0,Branch Visit,Ryan Yang,Special Consideration,Kitchen practice left safe leave resource.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST36123,Brendan Flores,APP441109,2025-07-28,2025-08-06,Home Loan,661,A,686845,Rejected,Employment Instability,0,Agent Assisted,Jacob Santos,Standard,Light drug population budget end be order.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST83498,Lisa Walker,APP515857,2024-11-08,2025-02-08,Business Loan,707,E,53847,Approved,None,53847,Online Application,Krista Barker,Special Consideration,Both thank hand direction place.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST23498,Cory Li,APP735149,2025-01-23,2025-06-30,Business Loan,642,E,100946,Approved,None,100946,Online Application,Susan Morales,Premium,Much short way manager suffer still Mrs throw education.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST36600,Olivia Webster,APP231747,2025-07-18,2025-08-21,Home Loan,300,A,863982,Pending Review,None,0,Mobile App,Donna Walker,High Risk,Country attention believe off for and box catch leader simply.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST28239,Brian Reese,APP792639,2025-02-25,2025-08-03,Auto Loan,533,E,580180,Rejected,High Debt-to-Income Ratio,0,Branch Visit,Kelly Harris,High Risk,Although walk recent election hair begin enough type.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST98542,Nathan Yoder,APP797276,2025-03-10,2025-05-21,Auto Loan,716,A,92068,Approved,None,92068,Online Application,Stephanie Watkins,Premium,Group political finish him find great it industry.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST88868,Marie Brown,APP350338,2025-04-16,2025-04-29,Home Loan,636,C,409860,Rejected,Low Credit Score,0,Online Application,John Wade,Standard,Site fine your amount risk.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST13004,Jimmy Allen,APP561436,2025-09-21,2025-10-14,Business Loan,505,B,79098,Pending Review,None,0,Agent Assisted,George Hayes,High Risk,Camera share next need dinner leave.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST76850,Pamela Bell,APP431461,2025-04-12,2025-08-16,Auto Loan,424,D,725152,Approved,None,725152,Online Application,Jessica Mclaughlin,High Risk,My food describe source.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST64388,Barbara Arellano,APP109198,2025-04-10,2025-08-06,Credit Card,873,D,117291,Pending Review,None,0,Branch Visit,George Hayes,Standard,Husband degree pressure start answer know tax across lot result.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST34437,Arthur Patel,APP130376,2025-08-26,2025-08-29,Business Loan,775,D,330518,Approved,None,330518,Online Application,Angela Gross,High Risk,Employee one day growth reflect to.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST99191,James Parker,APP402564,2025-06-27,2025-09-24,Home Loan,759,D,689107,Approved,None,689107,Online Application,Kathryn Joyce,High Risk,About research consumer responsibility whatever billion level.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST68594,Monique Pham,APP743722,2024-12-31,2025-02-18,Business Loan,753,D,950415,Pending Review,None,0,Mobile App,Yolanda Adams,High Risk,Later discussion bit direction final reason work charge.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST16150,Michelle Patterson,APP763226,2025-09-07,2025-09-12,Auto Loan,614,E,427072,Pending Review,None,0,Online Application,Jessica Mclaughlin,High Risk,Manager medical safe professional international community child knowledge help society.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST37385,Michael Johnson,APP570506,2025-04-07,2025-07-13,Business Loan,453,B,98071,Rejected,High Debt-to-Income Ratio,0,Agent Assisted,Kathryn Joyce,Premium,Floor learn impact identify appear science rather next news.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST93894,Michelle Scott,APP348301,2025-08-07,2025-09-30,Business Loan,397,B,874398,Rejected,High Debt-to-Income Ratio,0,Mobile App,Marilyn Mitchell,Premium,Myself support writer one age.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST22442,Bryan Patterson,APP709394,2025-02-25,2025-04-05,Credit Card,837,D,985099,Pending Review,None,0,Online Application,Heather Martin,High Risk,Similar road song unit ahead hold last former hard matter.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST58951,Stephen Morris,APP178576,2025-10-16,2025-10-16,Home Loan,476,A,170759,Rejected,None,0,Mobile App,Kelly Harris,High Risk,Firm chair available nature occur.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST64124,Jeremy Young,APP462399,2025-01-01,2025-05-30,Home Loan,545,B,429985,Pending Review,None,0,Online Application,Caitlin Williams,High Risk,Up include east wear debate reason wind language.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST71214,Christopher Rhodes,APP227810,2025-03-27,2025-06-12,Home Loan,330,A,177844,Approved,None,177844,Agent Assisted,James Kim,High Risk,Early out thousand fish protect whole.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST67239,Morgan Dunn,APP259941,2024-11-23,2025-03-31,Auto Loan,809,C,631173,Pending Review,None,0,Agent Assisted,Kevin Mendoza,High Risk,Any single story daughter require.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST11288,Michelle Miranda,APP171412,2024-11-27,2025-04-14,Home Loan,452,C,872884,Approved,None,872884,Mobile App,Kristin Young,Special Consideration,Water break establish alone something special name.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST39973,David Graves,APP872964,2025-08-12,2025-10-05,Home Loan,377,E,937435,Rejected,None,0,Mobile App,Cynthia Thomas,Standard,Choice collection artist both carry draw couple might onto story.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST33728,Jennifer Romero,APP861911,2025-08-21,2025-10-11,Auto Loan,782,D,594628,Approved,None,594628,Agent Assisted,Susan Morales,Standard,Member get question safe final market beat both board.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST91293,Thomas Williams,APP748464,2024-12-21,2025-07-04,Personal Loan,574,A,905580,Approved,None,905580,Branch Visit,Julie Matthews,Standard,Produce list top but wear staff good few more.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST74625,Samuel Ward,APP829503,2025-05-06,2025-08-05,Home Loan,663,B,215179,Approved,None,215179,Agent Assisted,Mark Alexander,Premium,Suggest behavior only include before measure anything against everybody outside.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST50299,John Carter,APP926882,2025-03-12,2025-08-31,Home Loan,791,E,976068,Pending Review,None,0,Branch Visit,Allison Gray,Special Consideration,Wish politics movie realize affect significant.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST19590,Aaron Harvey,APP579640,2025-10-04,2025-10-07,Credit Card,665,D,157999,Approved,None,157999,Mobile App,Krista Barker,High Risk,Court federal kind fall remember song simply story.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST54218,Jonathan Edwards,APP370889,2025-08-31,2025-09-09,Credit Card,663,B,255958,Approved,None,255958,Agent Assisted,Zachary Cruz,Standard,Ahead analysis say market stay.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST66456,Heather Marshall,APP317259,2025-10-12,2025-10-12,Credit Card,609,E,270769,Rejected,Employment Instability,0,Branch Visit,Ana Parker,High Risk,Animal program drop probably soldier eight language option.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST16085,Susan Rush,APP160355,2025-04-27,2025-08-19,Credit Card,693,E,99474,Approved,None,99474,Online Application,Casey Turner,High Risk,Performance course man itself president to this issue.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST41166,Amy Baldwin,APP300260,2025-05-12,2025-06-02,Credit Card,348,C,733208,Rejected,Employment Instability,0,Branch Visit,Cynthia Thomas,Standard,Make themselves similar put.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST99768,Katherine Davis,APP703485,2025-02-16,2025-07-20,Personal Loan,616,B,125509,Rejected,High Debt-to-Income Ratio,0,Online Application,Donna Walker,Special Consideration,Ok ground begin deep structure rich case.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST57080,Thomas Jackson,APP240938,2025-02-07,2025-03-20,Business Loan,867,D,675899,Pending Review,None,0,Agent Assisted,Ryan Yang,High Risk,Their know wide watch find different.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST68729,Julie Brennan,APP551922,2025-02-23,2025-02-28,Home Loan,640,A,520587,Approved,None,520587,Mobile App,Tanya Fritz,Special Consideration,Budget oil source computer public your democratic.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST15761,Melissa Arnold,APP575370,2025-08-03,2025-08-08,Home Loan,488,E,394114,Pending Review,None,0,Online Application,Ryan Yang,Standard,Eight notice create until he pick.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST78079,Dorothy Mason,APP925368,2025-02-28,2025-08-20,Business Loan,819,C,360460,Rejected,High Debt-to-Income Ratio,0,Agent Assisted,Marilyn Mitchell,Special Consideration,Partner seven poor research form performance.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST71905,Kelly Guzman,APP707082,2025-03-25,2025-08-01,Credit Card,717,D,966469,Approved,None,966469,Agent Assisted,Angela Gross,Premium,Discuss development program soldier major.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST58300,Joseph Adams,APP237589,2025-07-07,2025-08-18,Personal Loan,859,B,620004,Approved,None,620004,Agent Assisted,Jacob Santos,Standard,World process democratic lose attack ever summer world music degree.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST63766,Mario Wagner,APP674745,2025-03-11,2025-08-30,Credit Card,380,E,653148,Approved,None,653148,Branch Visit,Casey Turner,Standard,Human through election recently travel front maintain.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST70899,Wayne Wright,APP281977,2025-04-12,2025-04-23,Credit Card,398,B,436389,Pending Review,None,0,Online Application,Ashley Wilcox,Special Consideration,Focus bad particularly chair material.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST29051,Sandra Webster,APP556275,2025-04-18,2025-09-17,Credit Card,736,B,886756,Approved,None,886756,Mobile App,John Wade,Special Consideration,Real pull high nearly own standard gas myself.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST96544,Debra Ray,APP106745,2025-06-06,2025-10-10,Home Loan,856,C,631062,Pending Review,None,0,Branch Visit,Zachary Cruz,Standard,Another own thousand where.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST26145,Darlene Cook MD,APP627441,2024-11-01,2025-06-26,Credit Card,488,E,574975,Pending Review,None,0,Agent Assisted,Kimberly Rogers,Standard,House how push modern billion language address glass view them.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST17595,Angela Collins,APP792861,2024-11-01,2024-11-16,Business Loan,699,A,806781,Pending Review,None,0,Agent Assisted,Caitlin Williams,Standard,Before small certainly military truth professor.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST13216,Deborah Taylor,APP315351,2024-12-26,2025-07-13,Business Loan,851,C,703495,Approved,None,703495,Online Application,Marcus Hicks,High Risk,Company bad chance operation military speak chance.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST24892,Allen Owen,APP288701,2025-04-16,2025-07-24,Home Loan,375,C,881433,Pending Review,None,0,Agent Assisted,Stephanie Watkins,Special Consideration,Process air our wonder few energy together.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST86814,Gloria Clark,APP175924,2024-12-22,2025-02-06,Auto Loan,482,B,138875,Rejected,Low Credit Score,0,Branch Visit,Heather Martin,High Risk,Huge system citizen street tree low condition argue door.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST29350,Anna Schaefer,APP796787,2025-06-28,2025-07-19,Personal Loan,451,D,168826,Rejected,Low Credit Score,0,Mobile App,Cynthia Thomas,Standard,Rest short night game growth kind.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST98376,Faith Smith,APP938351,2025-04-30,2025-09-17,Personal Loan,418,E,929027,Rejected,None,0,Online Application,Angela Gross,Special Consideration,Leave result wait page air.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST25913,Kelly Smith,APP205262,2025-02-14,2025-05-30,Credit Card,742,C,152967,Approved,None,152967,Mobile App,Kathryn Edwards,Premium,Movement poor teacher miss water consumer food current party phone.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST17387,John Patel,APP280733,2025-09-15,2025-09-22,Personal Loan,877,D,369510,Pending Review,None,0,Mobile App,Jessica Mclaughlin,Standard,Market story exactly actually reality raise responsibility throw resource.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST23429,Pamela Frazier,APP138811,2025-01-16,2025-05-28,Credit Card,716,C,522552,Pending Review,None,0,Branch Visit,Natalie Rosales,Special Consideration,But information agree every former.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST21661,Richard Lozano,APP238584,2025-07-16,2025-07-20,Auto Loan,391,C,883402,Approved,None,883402,Mobile App,Kristin Young,High Risk,Nation next argue become.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST85010,Johnny Rodriguez,APP860366,2024-11-14,2025-06-24,Home Loan,392,A,495451,Rejected,Low Credit Score,0,Mobile App,Jacob Santos,Special Consideration,Mr let kind material statement task buy official adult.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST28871,Dr. Marilyn Bush,APP880215,2025-03-24,2025-10-05,Home Loan,785,D,582838,Approved,None,582838,Online Application,Kristi Richardson,High Risk,Top professor require authority decide civil language door develop.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST13257,Valerie Molina,APP508044,2025-08-02,2025-08-27,Auto Loan,479,D,523329,Rejected,Employment Instability,0,Branch Visit,Justin Hobbs,Standard,Painting management bar enjoy story green everyone discover truth.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST79747,Patricia Silva,APP501120,2025-02-02,2025-02-28,Auto Loan,487,D,826508,Pending Review,None,0,Branch Visit,Debra Mccormick,Special Consideration,Several though institution continue past.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
