Customer_ID,Full_Name,Email,Preferred_Communication_Mode,Preferred_Language,Notification_Preference,Product_Interest,Preferred_Contact_Day,Preferred_Contact_Time,Marketing_Consent,Channel_Preference,Relationship_Goal,Satisfaction_Rating,Created_Date,Last_Updated,Remarks,Business_Activity,Value_Domain,Data_Segment,Data_Domain
CUST37130,Douglas White,csmith@example.net,SMS,Tamil,Only Important,Insurance,Weekends,Evening,No,Hybrid,Savings,5,2025-02-07,2025-08-02,Hotel several skill understand north so less sound collection social edge.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST81827,Anthony Solis,garrettkristy@example.net,Chatbot,Hindi,Only Important,Credit Card,Anyday,Morning,No,Hybrid,Business Expansion,5,2025-04-07,2025-07-05,Effort participant note country respond focus tree story career third.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST48698,Gabriel Walton,hubermichael@example.com,Chatbot,Tamil,No Promotions,Fixed Deposit,Weekdays,Evening,Yes,Offline,Credit,5,2025-08-27,2025-10-02,Together daughter television think here be treat medical surface need as amount common.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST47043,Mr. Mark Wolfe,melliott@example.net,Email,Bengali,All Notifications,Savings Account,Anyday,Morning,No,Hybrid,Wealth Management,1,2025-09-29,2025-09-29,Fast concern your board knowledge court by maintain.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST55000,Carla Davis,grahammichael@example.net,SMS,Malayalam,No Promotions,Savings Account,Weekdays,Afternoon,No,Offline,Savings,3,2025-06-07,2025-07-13,Response police around risk security throughout.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST95639,Ronald Greer,allenteresa@example.org,Chatbot,English,None,Insurance,Weekdays,Afternoon,No,Digital,Investment,1,2025-03-27,2025-06-16,Away hotel long artist glass address four challenge never available.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST91970,Jack Atkinson,ejohnson@example.org,Chatbot,Bengali,None,Fixed Deposit,Weekends,Morning,Yes,Offline,Wealth Management,3,2025-05-05,2025-10-01,Other discuss surface school might knowledge summer.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST26214,Benjamin Ruiz,chavezjoshua@example.net,Chatbot,Telugu,All Notifications,Personal Loan,Weekdays,Afternoon,No,Hybrid,Business Expansion,1,2024-12-23,2025-08-28,Something from fight player performance develop.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST23227,John Roman,lauren61@example.net,Email,Malayalam,No Promotions,Credit Card,Weekends,Afternoon,Yes,Offline,Savings,5,2025-05-15,2025-10-16,Respond home decision artist move old pass possible bring loss girl option.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST88766,Jessica Thomas,petersonsteve@example.com,Branch Visit,Tamil,Only Important,Insurance,Weekends,Morning,Yes,Hybrid,Wealth Management,5,2025-04-06,2025-05-22,Medical official enjoy imagine between beat executive campaign everybody already ten dream.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST42974,Stephanie Valencia,hrocha@example.com,SMS,Tamil,All Notifications,Savings Account,Weekdays,Morning,Yes,Digital,Business Expansion,5,2025-09-16,2025-10-02,Have specific majority exist room happen shake exactly scientist create perform.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST97415,Brandy Smith,judithcarrillo@example.org,Mobile App,Bengali,No Promotions,Savings Account,Weekends,Afternoon,Yes,Offline,Savings,2,2025-04-21,2025-09-26,With trouble nation or true wide drive like act wide military half husband.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST34002,Mark James,chelsealawson@example.com,Branch Visit,Malayalam,All Notifications,Fixed Deposit,Weekdays,Evening,No,Offline,Savings,2,2025-04-08,2025-08-21,Future employee market represent employee try society meet perform knowledge.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST12997,Kathleen Collins,ahaynes@example.org,Mobile App,Hindi,Only Important,Credit Card,Anyday,Evening,No,Offline,Savings,1,2025-03-22,2025-08-03,Second show question environmental bar mean law respond.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST11163,Brett Bailey,jessica68@example.net,Mobile App,Telugu,All Notifications,Investment Plan,Weekends,Afternoon,No,Digital,Wealth Management,2,2025-07-28,2025-09-29,Class item as feel south already theory go tell pick.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST38114,Kyle Myers,pamela83@example.com,SMS,Bengali,All Notifications,Credit Card,Weekdays,Afternoon,No,Offline,Savings,2,2024-12-21,2025-05-08,Or piece human capital subject life behind firm figure relationship.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST57118,Kelly Barker,lgonzales@example.com,Phone Call,Tamil,No Promotions,Personal Loan,Anyday,Afternoon,No,Hybrid,Business Expansion,3,2025-06-28,2025-08-03,Rock protect care break various hair glass worker book.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST73097,Lindsay Dominguez,fisherzachary@example.org,Phone Call,English,Only Important,Investment Plan,Anyday,Morning,No,Offline,Business Expansion,4,2025-03-09,2025-03-17,For total protect many table task she.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST72979,Jason Rogers,barkerlorraine@example.com,Mobile App,Telugu,None,Credit Card,Weekends,Evening,Yes,Offline,Investment,3,2025-09-04,2025-09-18,Which big leave various particular expect cup early.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST54529,Heidi Charles,jillwaters@example.net,SMS,Hindi,No Promotions,Insurance,Weekdays,Afternoon,Yes,Hybrid,Wealth Management,1,2025-08-07,2025-09-01,Price ask them local because base third start.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST82341,Nathan Reynolds,sarnold@example.com,Email,Bengali,All Notifications,Personal Loan,Weekends,Morning,Yes,Offline,Credit,1,2025-05-06,2025-07-29,May happen establish organization option responsibility street day.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST96722,Misty Jacobs,xwilson@example.org,Email,Tamil,All Notifications,Insurance,Anyday,Morning,Yes,Offline,Savings,1,2025-06-14,2025-07-02,Structure employee purpose continue step month body positive article religious.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST44562,Lance Burns,sally37@example.net,Phone Call,Tamil,All Notifications,Investment Plan,Anyday,Afternoon,Yes,Digital,Business Expansion,4,2025-10-12,2025-10-14,Subject cell chair rich Republican government enough seem PM phone wear.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST20832,Stacey Patel,andreaarellano@example.org,Email,Telugu,None,Personal Loan,Anyday,Morning,Yes,Offline,Business Expansion,4,2025-03-09,2025-05-16,Else our letter summer season win compare hour.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST42220,William Boone,jennifersaunders@example.org,Chatbot,Tamil,No Promotions,Savings Account,Anyday,Morning,No,Hybrid,Investment,3,2025-03-05,2025-09-28,Store ability seat resource why sell movie middle certainly laugh conference face radio.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST35241,Tina Meyer,kristi53@example.org,Mobile App,Bengali,No Promotions,Fixed Deposit,Weekends,Evening,Yes,Hybrid,Wealth Management,4,2024-11-14,2025-07-21,Throughout man prove pass amount value central huge throughout blood significant room speak.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST51743,Kaylee Lee,kimberlywebb@example.org,Mobile App,English,None,Insurance,Anyday,Morning,Yes,Offline,Savings,4,2025-01-14,2025-02-05,Everybody author be heart program song his tell arrive late hope true task.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST78749,Justin Benjamin,fisherandrea@example.org,Phone Call,Malayalam,All Notifications,Investment Plan,Anyday,Evening,Yes,Offline,Business Expansion,4,2025-02-27,2025-10-01,Their within last lawyer two claim carry kid.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST70392,Rachel Clements,sandra22@example.com,Branch Visit,Telugu,No Promotions,Savings Account,Anyday,Evening,Yes,Digital,Wealth Management,2,2025-08-23,2025-10-07,Challenge too media authority suggest next phone soon.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST15099,Cory Johnson,brad90@example.com,SMS,Telugu,Only Important,Savings Account,Weekends,Evening,Yes,Digital,Investment,3,2025-04-24,2025-06-05,Participant field however writer mean about meeting say media present century.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST45261,Emily Oliver,cameronyoung@example.org,Chatbot,English,None,Fixed Deposit,Anyday,Afternoon,No,Offline,Investment,4,2025-01-05,2025-06-24,Item subject sea up since discover final prepare marriage kid color sell.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST68435,Trevor Burns,gardnershannon@example.com,Mobile App,Telugu,Only Important,Insurance,Weekdays,Evening,No,Hybrid,Business Expansion,4,2025-05-07,2025-07-24,Exactly continue later person cause often nor.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST89359,Kathryn Bernard,hernandezstephen@example.net,Chatbot,Telugu,None,Investment Plan,Weekdays,Morning,Yes,Digital,Investment,2,2025-07-07,2025-09-18,Class ten age various successful to environment poor brother tough bill lose develop.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST85228,Alexandra Rodriguez,katrina53@example.org,Mobile App,Kannada,No Promotions,Savings Account,Anyday,Evening,Yes,Offline,Credit,1,2024-12-26,2025-06-11,Audience drug know face identify customer tend.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST10458,Rebecca Patel,lcortez@example.net,Email,Telugu,None,Savings Account,Weekdays,Afternoon,Yes,Offline,Investment,2,2025-07-06,2025-09-20,Cost head hold owner friend tend simply.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST39219,Tracey Ross,brucewilson@example.net,SMS,English,None,Credit Card,Anyday,Afternoon,No,Hybrid,Savings,2,2025-09-03,2025-10-05,Hold per onto happy blood plant.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST74000,Andrea Davenport,kristywalters@example.com,Phone Call,Telugu,No Promotions,Fixed Deposit,Weekdays,Morning,Yes,Digital,Investment,2,2025-03-13,2025-06-25,Life appear study particularly apply full radio particular charge section approach.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST86290,Bryan Cabrera DVM,krystalrivas@example.com,Branch Visit,Malayalam,Only Important,Fixed Deposit,Weekends,Evening,No,Digital,Wealth Management,1,2025-04-07,2025-04-27,Open become individual great beautiful understand alone thank man gas purpose it.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST68019,Michael Cole,meganlane@example.com,Branch Visit,Malayalam,None,Credit Card,Weekends,Evening,Yes,Hybrid,Business Expansion,3,2025-01-07,2025-03-07,Speech evening it open phone as brother.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST68406,Mary Vasquez,jmckinney@example.net,Email,Telugu,None,Savings Account,Weekends,Evening,Yes,Offline,Wealth Management,3,2024-10-16,2025-05-21,His detail stock international source answer.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST72234,William Howe,kward@example.com,Chatbot,Hindi,No Promotions,Credit Card,Weekends,Afternoon,No,Digital,Credit,3,2025-09-27,2025-09-28,Pay religious her matter put cover feeling wrong alone single.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST89883,Kelly Campbell,mitchelltaylor@example.com,Branch Visit,Kannada,All Notifications,Insurance,Anyday,Evening,No,Digital,Investment,5,2025-03-12,2025-08-10,So else our teacher director case his always lead employee program amount.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST34755,Rita Gamble,daniellesims@example.com,Branch Visit,Malayalam,All Notifications,Credit Card,Anyday,Evening,No,Hybrid,Credit,1,2024-11-02,2025-06-18,Data near kid program author fish week.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST52072,David Anderson,raymondday@example.com,SMS,Tamil,No Promotions,Credit Card,Weekdays,Morning,Yes,Offline,Investment,3,2024-10-29,2025-01-09,Remember leave what worry side economy short dog you theory.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST39114,Donna Adams,petersenjimmy@example.net,Chatbot,English,None,Savings Account,Weekdays,Afternoon,No,Offline,Investment,4,2025-08-01,2025-09-02,Management drug service sister crime fine low blood.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST47364,Andrea Bishop,douglas59@example.com,Mobile App,Telugu,All Notifications,Insurance,Weekdays,Evening,No,Offline,Credit,5,2025-05-17,2025-06-09,Clearly collection control million cup human up keep finish section doctor.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST28383,Kevin Gonzalez,johnsonpatricia@example.net,Branch Visit,Hindi,Only Important,Personal Loan,Anyday,Evening,Yes,Digital,Credit,4,2025-08-12,2025-09-28,See action family face anyone middle.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST47425,Michael Garrett,johnsonbrian@example.org,Phone Call,Kannada,No Promotions,Fixed Deposit,Anyday,Morning,No,Digital,Wealth Management,1,2025-06-18,2025-06-27,Human form wish onto simple image thing possible similar type want.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST22771,Kari Bullock,judithsmith@example.org,SMS,Telugu,Only Important,Fixed Deposit,Anyday,Afternoon,Yes,Hybrid,Wealth Management,1,2025-10-10,2025-10-12,Must strategy dinner exactly personal pass win road and though her.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST51833,Susan Rhodes,davidwolf@example.org,Email,Bengali,None,Credit Card,Weekdays,Evening,No,Hybrid,Investment,5,2025-10-09,2025-10-14,Goal kind song color dinner officer PM mention.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST97905,Michael Chandler MD,brandonwilliams@example.net,Branch Visit,English,None,Savings Account,Anyday,Afternoon,No,Offline,Wealth Management,2,2025-06-01,2025-08-27,Never single add capital hit just idea tough year responsibility scientist bag land.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST37412,Traci Wolf,icopeland@example.net,Email,Malayalam,Only Important,Credit Card,Weekdays,Afternoon,No,Digital,Credit,3,2025-10-10,2025-10-13,Drug buy end thought single rather general.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST46676,Kelly Phillips,mwilliams@example.net,SMS,Malayalam,Only Important,Savings Account,Weekends,Evening,Yes,Offline,Wealth Management,2,2024-11-02,2025-03-20,Represent cell drop yes control plan center since away audience marriage.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST52821,Michael Thompson,kaufmanshannon@example.org,SMS,Malayalam,All Notifications,Investment Plan,Weekdays,Morning,Yes,Digital,Business Expansion,3,2025-01-21,2025-10-02,Along onto talk building box vote challenge own break president.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST54513,Cameron Marsh,garciamanuel@example.net,Phone Call,Bengali,All Notifications,Personal Loan,Anyday,Evening,Yes,Digital,Credit,2,2025-03-29,2025-04-03,The situation concern door check truth environmental behavior central foreign.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST92177,Donna Lowe,antoniomacias@example.org,Branch Visit,Kannada,All Notifications,Savings Account,Weekends,Evening,No,Offline,Savings,1,2025-01-12,2025-05-11,On service treatment eye share authority.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST61607,Yvonne Randolph,smithlisa@example.net,Phone Call,English,None,Savings Account,Anyday,Afternoon,No,Offline,Credit,3,2025-07-12,2025-08-19,Raise key yourself create agency suggest.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST59506,Sergio Pacheco,jonathan83@example.org,Branch Visit,Kannada,All Notifications,Investment Plan,Anyday,Evening,No,Offline,Savings,3,2025-04-08,2025-05-06,Anyone form yet everything nature effort serve commercial.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST91572,Jack Smith,williamscourtney@example.net,Email,English,No Promotions,Personal Loan,Anyday,Evening,Yes,Offline,Wealth Management,2,2025-04-24,2025-07-21,From later behind under develop half source treat result customer.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST80675,Cheryl Hill,kim19@example.net,Phone Call,Kannada,All Notifications,Savings Account,Anyday,Morning,No,Offline,Investment,4,2025-08-16,2025-09-02,Case be foot thought away media executive.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST69994,Ryan Jackson,umassey@example.org,Mobile App,Telugu,All Notifications,Insurance,Weekends,Afternoon,No,Hybrid,Investment,1,2025-07-26,2025-09-03,Poor attorney eye security and together.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST19014,John Foley,rchapman@example.net,Mobile App,Kannada,None,Credit Card,Weekdays,Evening,No,Digital,Savings,2,2025-08-31,2025-10-15,The condition something kind they might serious sound few.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST85641,Stefanie Strong,xalexander@example.org,Email,Hindi,Only Important,Insurance,Weekdays,Morning,Yes,Hybrid,Business Expansion,4,2025-09-25,2025-10-16,Fall rather prove area left hundred condition each guy every.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST79368,Laura Moore,halvarez@example.org,SMS,English,None,Insurance,Weekends,Morning,Yes,Offline,Business Expansion,1,2025-07-11,2025-08-25,Case standard recently single town seven thing range grow we buy head.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST72826,Bob Cherry,deleonkelly@example.org,Email,Telugu,All Notifications,Fixed Deposit,Weekdays,Evening,Yes,Offline,Wealth Management,5,2024-11-01,2025-09-18,Especially back represent break control method hope.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST73925,Robert Woods,erikharris@example.com,Email,Tamil,No Promotions,Personal Loan,Weekdays,Evening,Yes,Hybrid,Credit,3,2025-02-02,2025-09-05,Western amount main watch dog turn talk mind ago however task direction.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST23648,Courtney Young,rhowe@example.com,Chatbot,Bengali,None,Investment Plan,Weekends,Morning,Yes,Offline,Savings,3,2025-09-05,2025-10-10,Low yet that begin still its sport.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST82778,Bethany Butler,rachelmedina@example.net,Mobile App,Malayalam,No Promotions,Credit Card,Weekdays,Evening,Yes,Offline,Investment,3,2025-05-08,2025-07-03,Trade develop law quality control religious down.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST34176,Edward Leonard,smithdiane@example.org,Mobile App,Bengali,Only Important,Credit Card,Weekdays,Afternoon,Yes,Digital,Wealth Management,2,2025-07-24,2025-08-29,Follow maintain new hope appear company responsibility though lot high writer right.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST59663,Robert Smith,aaron45@example.org,SMS,Tamil,All Notifications,Credit Card,Weekends,Evening,Yes,Digital,Wealth Management,5,2025-05-28,2025-08-31,Defense offer question customer then provide.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST42040,Lori Smith,meganwoods@example.com,Branch Visit,Malayalam,Only Important,Insurance,Anyday,Morning,No,Offline,Business Expansion,5,2025-03-20,2025-04-10,Expert research voice media usually wrong than space try site soon policy.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST88141,Scott Padilla,owarren@example.com,Phone Call,Bengali,All Notifications,Fixed Deposit,Weekends,Afternoon,No,Offline,Savings,5,2025-10-03,2025-10-13,Expert seek watch wrong main physical animal.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST32775,Michael Green,michaelsanders@example.net,Mobile App,Hindi,No Promotions,Personal Loan,Weekends,Afternoon,Yes,Offline,Credit,4,2024-11-17,2025-06-17,Case news population tonight skin toward site per wife ever.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST64472,Susan Rios,prattmichelle@example.net,SMS,Hindi,Only Important,Insurance,Weekends,Afternoon,No,Hybrid,Wealth Management,3,2024-12-09,2025-03-07,However cup officer where heart major others way.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST80327,Ann Fields,deborahbrock@example.org,Phone Call,Bengali,All Notifications,Investment Plan,Anyday,Morning,No,Offline,Wealth Management,3,2025-06-23,2025-09-25,Plant under tend current court where moment ability next former year idea son.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST42744,Shaun Bird,gardnercarl@example.org,SMS,Malayalam,None,Savings Account,Weekdays,Afternoon,No,Digital,Investment,5,2025-05-12,2025-08-22,Claim herself may small again hard wind ten management.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST42524,Melissa Oliver,marshdanielle@example.org,Phone Call,Tamil,No Promotions,Savings Account,Anyday,Morning,No,Hybrid,Credit,1,2025-04-02,2025-07-27,Certain work blood race face page around trip experience support environmental newspaper tree.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST75398,Maria King,debramack@example.net,Email,Hindi,Only Important,Savings Account,Anyday,Evening,No,Hybrid,Savings,4,2024-12-06,2025-07-10,Difference near word day major quickly food general provide five professional memory.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST92950,Henry Oliver,kimberlyscott@example.org,Chatbot,Tamil,None,Insurance,Weekdays,Evening,Yes,Digital,Wealth Management,1,2025-09-13,2025-10-10,Compare fire discover career forward authority capital item TV season from million.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST52213,Rebekah Shah,michael01@example.net,Email,English,Only Important,Investment Plan,Weekends,Morning,Yes,Hybrid,Business Expansion,1,2024-11-24,2024-12-23,The expect table heavy threat phone but idea usually return sometimes serious.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST44310,Gail Floyd,kevinhuff@example.net,Phone Call,English,No Promotions,Investment Plan,Weekdays,Evening,No,Hybrid,Business Expansion,5,2024-12-30,2025-09-30,Agreement theory drug she water allow think.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST16653,Frank Hernandez,sarahwells@example.org,SMS,Telugu,Only Important,Fixed Deposit,Anyday,Morning,Yes,Hybrid,Wealth Management,3,2024-12-01,2025-07-03,Idea meet similar pass available realize think.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST43384,Christopher Dillon,bmoreno@example.org,SMS,Malayalam,No Promotions,Insurance,Anyday,Afternoon,Yes,Hybrid,Credit,4,2025-09-13,2025-09-17,Change agree debate describe describe choose she financial.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST95962,John Brown,etorres@example.org,SMS,Kannada,Only Important,Insurance,Anyday,Afternoon,No,Offline,Business Expansion,4,2025-03-11,2025-07-19,Improve much into either yet collection necessary.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST12387,Matthew Hamilton,jose65@example.org,SMS,Malayalam,Only Important,Fixed Deposit,Anyday,Morning,No,Digital,Wealth Management,1,2025-02-24,2025-08-26,Send modern smile behind series recent game west anyone final Mrs.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST62808,Donald Keller,adamgeorge@example.com,Email,Hindi,Only Important,Insurance,Weekdays,Afternoon,Yes,Hybrid,Wealth Management,3,2025-10-06,2025-10-16,Either herself might act mouth system social return drug current most point town.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST44402,Amy Ford,samuelallen@example.org,Mobile App,English,None,Savings Account,Anyday,Afternoon,No,Offline,Investment,4,2025-05-28,2025-09-24,Daughter follow tend skin cover modern everyone fire fight defense benefit near.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST41106,Casey Gomez,emilysoto@example.net,Phone Call,Telugu,No Promotions,Fixed Deposit,Weekdays,Evening,Yes,Hybrid,Investment,4,2025-06-20,2025-10-10,Value specific structure think when base attack.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST41049,Todd Duran,zimmermanbrandi@example.org,Phone Call,Hindi,None,Insurance,Anyday,Evening,Yes,Digital,Investment,4,2025-04-09,2025-05-21,Keep true picture rest rate already apply realize boy degree though.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST48440,Deborah Campos,itaylor@example.com,Chatbot,Kannada,All Notifications,Personal Loan,Weekdays,Evening,No,Hybrid,Wealth Management,3,2025-08-21,2025-10-08,Cost affect another nation type party sure pressure out.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST10742,Jennifer Stephens,mathewsedward@example.org,Chatbot,Bengali,Only Important,Fixed Deposit,Weekends,Afternoon,Yes,Digital,Wealth Management,4,2024-12-27,2025-04-13,Central move ago likely raise she case hundred central others.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST73264,Ryan Lopez,timothydalton@example.org,Branch Visit,English,All Notifications,Personal Loan,Weekdays,Afternoon,Yes,Digital,Credit,3,2025-04-28,2025-08-04,Just require purpose none physical sort reason candidate pattern set.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST98302,Calvin Sanchez,elizabeth57@example.org,Email,Bengali,All Notifications,Credit Card,Weekends,Morning,Yes,Digital,Wealth Management,4,2025-06-23,2025-10-11,Community hard which always capital commercial.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST32623,Timothy Wyatt,shorne@example.org,Chatbot,Bengali,None,Personal Loan,Weekends,Afternoon,Yes,Hybrid,Savings,2,2025-07-14,2025-09-01,Realize southern if whatever read all five fly statement administration use less.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST18121,Cody Franklin,alisoncarr@example.net,SMS,Kannada,No Promotions,Insurance,Anyday,Evening,No,Hybrid,Savings,5,2025-02-06,2025-08-02,Response special agree toward just send positive nothing.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST53539,Miranda Wilson,mcdowelldaniel@example.net,SMS,English,None,Investment Plan,Anyday,Afternoon,Yes,Hybrid,Credit,4,2025-06-19,2025-06-22,Whatever order mind ahead story number voice her poor.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST69980,Kristina Boyd,dillon96@example.org,Email,Bengali,Only Important,Credit Card,Anyday,Morning,Yes,Offline,Investment,2,2025-08-12,2025-09-25,Door even nature education letter perhaps worry down respond war effect.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST59143,Harold Bishop,ydominguez@example.org,Email,Telugu,No Promotions,Credit Card,Anyday,Afternoon,No,Hybrid,Investment,2,2025-07-02,2025-07-28,Allow imagine evening agreement describe imagine reason what food more.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST62766,David Mccarthy DDS,shawn83@example.net,SMS,Kannada,Only Important,Fixed Deposit,Anyday,Afternoon,Yes,Offline,Savings,2,2025-01-02,2025-05-16,List himself place media art another trade fact.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST67187,Haley Blair,ryanwilliams@example.com,Email,Tamil,None,Savings Account,Weekdays,Afternoon,Yes,Digital,Business Expansion,5,2025-04-26,2025-07-30,Give late rich man expert resource same.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST68959,Krystal Ellis,christine29@example.net,Chatbot,Kannada,No Promotions,Savings Account,Anyday,Morning,Yes,Digital,Business Expansion,3,2025-04-14,2025-08-18,Project also rate tonight power town son range open would stay artist.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST43424,Jessica Davis,amber17@example.net,Chatbot,Bengali,None,Credit Card,Anyday,Evening,Yes,Digital,Investment,1,2025-06-12,2025-07-05,Occur institution outside maintain instead oil by however attack case position.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
CUST70338,Thomas Beard,marieramirez@example.com,Mobile App,Bengali,Only Important,Insurance,Weekdays,Evening,Yes,Offline,Credit,4,2025-03-13,2025-06-08,Operation seek accept year under meeting sell expect until forget difficult.,Customer Preferences Management,Customer,Customer Preferences,Customer Onboarding
